Iteration	Posterior	Likelihood	Prior	br_len_lambda	tree_length
3570	-14039.04	-14495.88	456.832	80.64721	7.015244
3580	-14079.54	-14527.47	447.9297	90.45695	7.116702
3590	-14112.21	-14552.13	439.9254	87.07402	7.221931
3600	-14058.15	-14527.97	469.815	85.98415	6.877712
3610	-14121.99	-14555.84	433.8526	83.83619	7.301222
3620	-14037.9	-14523.83	485.9245	89.373	6.696819
3630	-14059.92	-14505.36	445.4374	86.43771	7.160275
3640	-14073.36	-14508.16	434.7962	77.31778	7.273415
3650	-14064.08	-14519.08	455.0032	88.13643	7.046566
3660	-14050	-14516.68	466.6752	85.4932	6.913624
3670	-14044	-14508.84	464.8385	88.65547	6.934199
3680	-14075.81	-14516.14	440.3292	76.34248	7.193486
3690	-14075.67	-14518.61	442.9371	79.63284	7.183249
3700	-14095.07	-14550.02	454.9548	81.52663	7.042785
3710	-14084.55	-14532.03	447.479	79.69999	7.126588
3720	-14100.29	-14542.55	442.2601	81.31811	7.197975
3730	-14095.09	-14536.44	441.3505	84.795	7.210993
3740	-14046.03	-14516.33	470.3015	83.97859	6.866985
3750	-14061.61	-14509.51	447.8928	78.61478	7.114514
3760	-14045.8	-14485.42	439.6217	83.64704	7.2325
3770	-14018.57	-14481.62	463.0462	87.43949	6.956139
3780	-14016.68	-14481.67	464.9947	86.96001	6.93405
3790	-14042.48	-14481.44	438.9648	80.64148	7.236774
3800	-14105.08	-14519.85	414.7757	79.73712	7.53693
3810	-14052.73	-14499.69	446.9567	86.56717	7.142419
3820	-14057.25	-14510.06	452.8074	80.451	7.064125
3830	-14040.58	-14524.91	484.3362	89.94961	6.714522
3840	-14099.94	-14520.45	420.5083	78.94621	7.463668
3850	-14057.26	-14492.85	435.586	84.45396	7.279638
3860	-14055	-14521.13	466.1274	90.71433	6.914726
3870	-14070.13	-14517.07	446.9412	88.67456	7.135997
3880	-14068.76	-14510.42	441.6609	90.24011	7.187288
3890	-14053.41	-14528.18	474.7695	89.53042	6.821455
3900	-14055.1	-14510.83	455.7317	83.57631	7.039767
3910	-14103.45	-14526.93	423.4801	79.02735	7.426241
3920	-14055.95	-14512.85	456.8919	89.43327	7.021466
3930	-14051.03	-14505.87	454.8413	82.5081	7.047783
3940	-14097.3	-14524.57	427.2673	78.16045	7.375016
3950	-14077.22	-14505.26	428.0413	91.09472	7.331544
3960	-14046.04	-14489.9	443.8639	85.55204	7.180345
3970	-14046.3	-14499.23	452.9351	83.54709	7.073181
3980	-14047.53	-14511.76	464.2314	85.87486	6.942573
3990	-14116.69	-14535.02	418.3261	78.57764	7.490522
4000	-14056.11	-14508.05	451.9387	84.16981	7.085821
4010	-14077.93	-14513.13	435.1943	83.72915	7.285343
4020	-14057.81	-14503.82	446.0071	91.31677	7.132992
4030	-14065.14	-14503.22	438.0791	80.5694	7.247551
4040	-14078.62	-14519.11	440.485	81.19827	7.219512
4050	-14035.08	-14487.48	452.3999	90.57537	7.066723
4060	-14083.39	-14546.72	463.323	79.6373	6.927287
4070	-14050.57	-14502.53	451.9591	82.10856	7.081558
4080	-14054.04	-14491.49	437.4449	83.74788	7.258448
4090	-14058.34	-14498.32	439.9789	79.17409	7.218224
4100	-14091.01	-14529.94	438.9294	87.51104	7.23166
4110	-14060.93	-14522.23	461.3013	88.12983	6.975118
4120	-14054.08	-14489.36	435.2855	80.16318	7.281109
4130	-14084.04	-14526.77	442.7304	82.96333	7.195045
4140	-14102.91	-14557.16	454.2432	82.73559	7.055684
4150	-14050.24	-14507.63	457.3924	79.93963	7.003861
4160	-14070.68	-14507.15	436.4722	81.14378	7.268826
4170	-14055.94	-14488.83	432.8915	87.16263	7.302308
4180	-14055.73	-14502.63	446.9029	79.49259	7.132661
4190	-14100.25	-14519.44	419.1931	77.60189	7.476377
4200	-14061.06	-14526.29	465.227	84.58326	6.928964
4210	-14099.68	-14536.25	436.5608	81.09765	7.267641
4220	-14072.39	-14496.46	424.0644	74.724	7.393782
4230	-14073.58	-14503.43	429.8509	86.00636	7.342407
4240	-14074.44	-14520.64	446.1964	84.50678	7.153986
4250	-14052.93	-14506.11	453.1863	82.36163	7.067413
4260	-14060.8	-14523.1	462.3006	86.82416	6.965096
4270	-14063.79	-14541.4	477.608	88.48878	6.790167
4280	-14099.32	-14533.79	434.476	84.72886	7.292213
4290	-14122.62	-14547.78	425.1587	76.72913	7.3947
4300	-14062.74	-14525.68	462.9435	85.47338	6.957252
4310	-14075.32	-14518.9	443.5817	82.7782	7.184594
4320	-14098.14	-14524.76	426.6172	88.41779	7.366863
4330	-14079.92	-14529.31	449.3962	82.25396	7.11316
4340	-14064.98	-14505.15	440.164	85.27647	7.224162
4350	-14053.17	-14516.1	462.9359	85.1357	6.956949
4360	-14083.6	-14520.54	436.9389	76.69758	7.240911
4370	-14058.36	-14506.02	447.6608	80.21936	7.127007
4380	-14084.66	-14518.54	433.8751	81.27063	7.301023
4390	-14057.68	-14506.22	448.5446	76.27847	7.08518
4400	-14072.88	-14520.72	447.8344	89.31357	7.123274
4410	-14091.63	-14531.86	440.2263	74.61261	7.176132
4420	-14072.3	-14512.07	439.7694	82.03055	7.22991
4430	-14082.62	-14521.49	438.8721	84.40537	7.24079
4440	-14013.08	-14478.89	465.8087	89.01188	6.922634
4450	-14031.05	-14509.77	478.7198	92.02099	6.773058
4460	-14067.05	-14518.75	451.7038	85.08467	7.088891
4470	-14027.49	-14489.67	462.1732	83.91384	6.963614
4480	-14040.02	-14511.71	471.6966	87.79561	6.857241
4490	-14087.78	-14534.17	446.3885	87.74404	7.145674
4500	-14073.14	-14532.88	459.7382	86.09186	6.994906
4510	-14042.54	-14506.43	463.8889	89.15378	6.943891
4520	-14049.85	-14518.97	469.1208	82.22434	6.873195
4530	-13998.64	-14479.35	480.7133	85.73527	6.750214
4540	-14025.45	-14478.88	453.4315	82.47908	7.064786
4550	-14048.67	-14496.56	447.891	82.01955	7.130873
4560	-14042.41	-14492.43	450.0249	85.13024	7.108603
4570	-14067.85	-14509.89	442.0405	84.51303	7.203158
4580	-14076.38	-14529.61	453.2234	82.78554	7.068137
4590	-14026.42	-14522.09	495.674	84.81902	6.570497
4600	-14055.57	-14524.82	469.2418	87.05957	6.885244
4610	-14019.13	-14496.88	477.7533	86.45488	6.786445
4620	-14074.88	-14521.2	446.3207	82.36852	7.150786
4630	-14037.06	-14501.29	464.2323	87.8927	6.942154
4640	-14030.25	-14491.37	461.1113	82.91252	6.973313
4650	-14088.32	-14528.48	440.1594	77.46134	7.205152
4660	-14122.12	-14546.93	424.8037	80.4984	7.412256
4670	-14062.79	-14530.66	467.8784	91.91891	6.891273
4680	-14052.21	-14516.89	464.6809	88.13197	6.936768
4690	-14067.57	-14520.63	453.0612	81.91455	7.067474
