Iteration	Replicate_ID	Posterior	Likelihood	Prior	br_len_lambda	tree_length
439	1	-14065.27	-14539.4	474.1279	95.54104	6.807422
440	0	-14117.79	-14577.69	459.9034	84.74984	6.992137
441	1	-14021.8	-14500.54	478.7431	82.93153	6.760773
442	0	-14072.28	-14513.3	441.0181	78.90202	7.203627
443	1	-14082.77	-14528.48	445.7124	79.6167	7.148312
444	0	-14092.63	-14519.03	426.4045	88.9731	7.365585
445	1	-14102.92	-14557.65	454.7291	91.58194	7.036121
446	0	-14031.05	-14487.83	456.7825	83.58952	7.027222
447	1	-14043.19	-14511.24	468.0453	81.06413	6.879182
448	0	-14062.04	-14509	446.9664	89.31118	7.133003
449	1	-14076.67	-14542.06	465.3903	93.43626	6.911211
450	0	-14056.5	-14509.99	453.4951	82.97519	7.065321
451	1	-14060.69	-14523.27	462.5759	86.26984	6.961987
452	0	-14063.78	-14504.25	440.4698	86.30674	7.218126
453	1	-14049.79	-14503.69	453.8996	84.65327	7.062927
454	0	-14057.39	-14511.9	454.5089	92.79027	7.031705
455	1	-14048.1	-14506.96	458.8648	87.81052	7.003369
456	0	-14019.13	-14501.75	482.6248	89.63931	6.733686
457	1	-14032.57	-14506.81	474.2435	85.12376	6.824096
458	0	-14078.79	-14533.51	454.7205	89.08147	7.046972
459	1	-14084.19	-14562.1	477.9176	91.11898	6.783972
460	0	-14078.78	-14526.1	447.3156	78.77712	7.122976
461	1	-14023.88	-14516.57	492.6875	90.45603	6.621905
462	0	-14079.1	-14540.62	461.5166	83.98459	6.971609
463	1	-14044.01	-14530.68	486.6667	92.2813	6.686221
464	0	-14077.41	-14523.95	446.5312	84.82668	7.149877
465	1	-14074.45	-14535.53	461.0825	83.33733	6.975053
466	0	-14096.82	-14545.11	448.2889	85.20473	7.128942
467	1	-14109.3	-14557.16	447.8579	82.84558	7.133051
468	0	-14079.01	-14529.49	450.4803	86.93922	7.101002
469	1	-14040.67	-14516.28	475.6103	93.05461	6.803322
470	0	-14072.6	-14511.88	439.277	82.73722	7.236576
471	1	-14051.67	-14515.17	463.5017	77.63625	6.905789
472	0	-14091.23	-14516.83	425.6058	80.10493	7.401769
473	1	-14059.43	-14522.06	462.6334	81.83604	6.950225
474	0	-14084.63	-14547.72	463.0954	87.44667	6.95557
475	1	-14060.73	-14516.9	456.1765	92.18878	7.017133
476	0	-14101.96	-14530.98	429.0261	82.89229	7.360313
477	1	-14060.87	-14504.16	443.2923	82.18443	7.187247
478	0	-14114.51	-14534.51	419.9999	77.80538	7.466766
479	1	-14069.99	-14505.75	435.758	84.06497	7.278209
480	0	-14074.22	-14512.22	438.0067	81.30247	7.25025
481	1	-14065.01	-14521.15	456.1456	88.11679	7.03365
482	0	-14088.58	-14526.7	438.1205	79.06085	7.241149
483	1	-14056.59	-14535.28	478.6865	87.88161	6.777692
484	0	-14104.72	-14534.44	429.7215	80.92065	7.351781
485	1	-14067.34	-14530.85	463.5061	88.74349	6.949058
486	0	-14125.38	-14559.68	434.3047	90.17039	7.269276
487	1	-14035.39	-14508.04	472.6406	81.87648	6.828205
488	0	-14075.92	-14545.51	469.5957	85.70374	6.879836
489	1	-14082.3	-14522.86	440.5625	85.28948	7.219465
490	0	-14056.67	-14510.95	454.2728	91.26642	7.04273
491	1	-14115.52	-14547.1	431.5856	83.32511	7.329012
492	0	-14093.79	-14527.51	433.7243	81.57243	7.303247
493	1	-14023.52	-14493.7	470.1807	89.54664	6.872679
494	0	-14107.15	-14539.99	432.8391	75.92341	7.288071
495	1	-14080.49	-14542.62	462.1335	86.48631	6.967112
496	0	-14062.66	-14532.86	470.2059	82.19336	6.859821
497	1	-14064.39	-14544.2	479.8081	84.88012	6.757796
498	0	-14118.5	-14516.12	397.6202	74.88283	7.748368
499	1	-14052.56	-14507.33	454.7647	85.10878	7.052922
500	0	-14084.12	-14513.83	429.7011	82.63223	7.352399
501	1	-14002.93	-14490.88	487.9557	90.50739	6.674197
502	0	-14060.92	-14528.25	467.3266	83.27948	6.899897
503	1	-14079.68	-14523.47	443.7928	82.12839	7.181053
504	0	-14074.87	-14524.87	450.0005	86.5472	7.107293
505	1	-14087.47	-14536.57	449.0962	80.81525	7.111907
506	0	-14101.57	-14546.88	445.3119	80.17334	7.156081
507	1	-14045.99	-14518.49	472.4982	91.86573	6.84119
508	0	-14114.76	-14565.37	450.6063	86.8291	7.099775
509	1	-14052.45	-14506.59	454.1367	83.35432	7.058432
510	0	-14030.84	-14483.72	452.8787	85.35631	7.075045
511	1	-14061.01	-14525.35	464.3469	86.27212	6.941459
512	0	-14062.13	-14513.47	451.3407	82.83913	7.090998
513	1	-14073.45	-14530.48	457.0398	86.00189	7.026283
514	0	-14029.74	-14490.24	460.497	90.30066	6.978339
515	1	-14053.19	-14507.8	454.609	91.58094	7.037437
516	0	-14069.73	-14531.31	461.5799	86.23307	6.973531
517	1	-14027.93	-14510.34	482.4106	87.86554	6.735296
518	0	-14063.12	-14513.62	450.5012	89.65503	7.091984
519	1	-14069.32	-14529.49	460.1631	87.18352	6.989404
520	0	-14026.56	-14493.82	467.2607	86.07381	6.907511
521	1	-14042.23	-14524.34	482.1021	91.35404	6.737654
522	0	-14078.36	-14514.01	435.6551	82.17207	7.280168
523	1	-14037.79	-14525.59	487.8015	93.02016	6.672392
524	0	-14045.46	-14503.75	458.2888	81.32723	7.000909
525	1	-14039.57	-14506.42	466.8541	86.35697	6.912456
526	0	-14095.68	-14522.48	426.8084	76.89146	7.374224
527	1	-14064.03	-14533.72	469.6885	89.38251	6.878468
528	0	-14065.06	-14489.26	424.2029	82.2287	7.419475
529	1	-14071.32	-14523.96	452.642	90.28817	7.065383
530	0	-14097.66	-14545.13	447.4691	82.52504	7.137168
531	1	-14046.64	-14525.51	478.8738	93.20761	6.767723
532	0	-14025.29	-14480.24	454.9501	86.67623	7.04995
533	1	-14060.75	-14521.68	460.9321	82.09852	6.972232
534	0	-14055.14	-14520.83	465.6883	87.94579	6.925536
535	1	-14081.11	-14539.3	458.1953	84.88584	7.012429
536	0	-14075.1	-14531.37	456.2704	84.76717	7.035018
537	1	-14058.8	-14528.02	469.2232	91.52737	6.878046
538	0	-14087.73	-14539.32	451.5956	86.72999	7.088558
539	1	-14026.89	-14511.99	485.0994	93.97205	6.698596
540	0	-14103.08	-14534.9	431.8271	78.35915	7.317673
541	1	-14060.61	-14537.83	477.224	92.14695	6.788948
542	0	-14066.87	-14500.92	434.0414	88.65897	7.281559
543	1	-14082.04	-14532.61	450.5765	84.91815	7.102178
544	0	-14067.27	-14512.96	445.6876	83.77828	7.160036
545	1	-14075.03	-14527.85	452.8191	81.44576	7.068657
546	0	-14090.56	-14537.02	446.4576	88.09949	7.143657
547	1	-14060.96	-14524.36	463.4047	85.22409	6.951563
548	0	-14074.53	-14552.06	477.528	86.09382	6.788272
549	1	-14037.32	-14503.44	466.1235	85.076	6.9194
550	0	-14055.27	-14524.75	469.4809	88.51325	6.881986
551	1	-14013.22	-14473.32	460.0938	81.37302	6.978958
552	0	-14032.43	-14501.59	469.1519	82.66056	6.875114
553	1	-14080.42	-14539.09	458.672	84.92069	7.006847
554	0	-14046.35	-14524.51	478.1514	86.80757	6.782504
555	1	-14056.48	-14524.3	467.8162	91.33488	6.8941
556	0	-14075.05	-14515.32	440.2629	81.12227	7.222055
557	1	-14061.53	-14519.73	458.1913	88.37068	7.009872
558	0	-14097.8	-14517.62	419.815	84.73949	7.465202
559	1	-14043.51	-14508.35	464.8385	89.46395	6.932538
560	0	-14084.73	-14518.28	433.5477	83.25348	7.305529
561	1	-14085.34	-14520.82	435.4789	79.18252	7.275096
562	0	-14052.37	-14529.05	476.6785	89.43596	6.800219
563	1	-14054.16	-14525.78	471.6159	82.31073	6.843355
564	0	-14082.52	-14538.8	456.2851	83.50713	7.032999
565	1	-14013.83	-14498.25	484.4173	87.17166	6.711182
566	0	-14069.77	-14529.41	459.6379	88.11676	6.994017
567	1	-14048.94	-14520.27	471.3344	85.6092	6.859364
568	0	-14065.89	-14525.59	459.6976	85.35359	6.995155
569	1	-14070.92	-14534.55	463.6357	84.8602	6.948295
570	0	-14050.32	-14509.33	459.0049	89.69703	6.996996
571	1	-14040.32	-14529.69	489.3684	97.27879	6.640273
572	0	-14043.22	-14497.21	453.9961	89.14208	7.054894
573	1	-14042.88	-14512.85	469.9691	87.80904	6.876912
574	0	-14078.95	-14518.52	439.5689	90.98281	7.205744
575	1	-14042.81	-14526.92	484.1143	93.13644	6.711703
576	0	-14057.96	-14518.54	460.5717	84.71693	6.984205
577	1	-14059.33	-14530.57	471.2397	86.74642	6.862075
578	0	-14104.22	-14536.06	431.8356	87.78149	7.311335
579	1	-14066.57	-14539.46	472.8916	86.90636	6.843192
580	0	-14059.56	-14504.91	445.3455	86.76323	7.160536
581	1	-14089.4	-14546.02	456.6147	80.53926	7.017318
582	0	-14091.51	-14520.01	428.5024	80.92586	7.366851
583	1	-14066.02	-14516.1	450.0797	80.73127	7.099359
584	0	-14060.56	-14512.38	451.8163	83.93283	7.087057
585	1	-14084.99	-14523.81	438.8231	80.80193	7.238988
586	0	-14049.77	-14518.83	469.0565	86.18548	6.886777
587	1	-14091.89	-14529.71	437.8274	84.83707	7.252465
588	0	-14071.17	-14511.93	440.7533	80.53754	7.214253
589	1	-14038.36	-14496.34	457.9742	83.32253	7.012312
590	0	-14084.51	-14540.41	455.8977	85.75018	7.039655
591	1	-14090.63	-14534.41	443.7788	82.92895	7.182375
592	0	-14082.58	-14521.53	438.9519	84.73126	7.239382
593	1	-14064.77	-14526.9	462.1337	88.76158	6.964484
594	0	-14089.64	-14540.61	450.9732	79.85927	7.083696
595	1	-14014.27	-14485.02	470.7527	80.78682	6.843714
596	0	-14090.15	-14549.03	458.8865	83.53964	7.001929
597	1	-14057.57	-14517.52	459.9525	85.09569	6.991954
598	0	-14013.21	-14496.69	483.482	84.11535	6.710775
599	1	-14087.17	-14531.1	443.9248	82.45789	7.180016
600	0	-14027.03	-14502.64	475.6091	85.09534	6.807965
601	1	-14035.98	-14514.17	478.184	91.06132	6.781166
602	0	-14041.24	-14493.22	451.9806	82.53093	7.082515
603	1	-14099.81	-14537.57	437.7566	80.67585	7.251852
604	0	-14044.99	-14494.43	449.44	81.68913	7.110975
605	1	-14051.9	-14518.01	466.1085	85.89777	6.920737
606	0	-14035.94	-14487.49	451.5595	82.16328	7.086592
607	1	-14031.46	-14506.41	474.9515	91.68755	6.81501
608	0	-14116.23	-14558.69	442.4609	79.44993	7.188325
609	1	-14060.36	-14513.47	453.1023	92.52977	7.048459
610	0	-14082.72	-14531.97	449.2498	83.46721	7.117201
611	1	-14078.22	-14553.74	475.5249	84.455	6.806735
612	0	-14084.15	-14521.22	437.0691	88.14443	7.250008
613	1	-14072.11	-14528.85	456.7438	85.79901	7.029781
614	0	-14048.44	-14500.73	452.292	82.71125	7.079207
615	1	-14087.73	-14546.31	458.5879	86.92857	7.007757
616	0	-14044.52	-14516.15	471.6309	87.18827	6.857871
617	1	-14059.55	-14526.98	467.4233	85.93098	6.905469
618	0	-14044.26	-14500.83	456.566	84.26186	7.030975
619	1	-14036.42	-14499.98	463.5586	86.57991	6.950638
620	0	-14055.79	-14516.47	460.6728	86.21358	6.984051
621	1	-14019.02	-14485.28	466.2619	85.4012	6.918321
622	0	-14085.16	-14530.35	445.1845	89.02018	7.154298
623	1	-13985.11	-14485.19	500.0751	91.95096	6.540997
624	0	-14043.65	-14500.98	457.332	86.66072	7.022483
625	1	-14053.5	-14514.32	460.8246	87.40638	6.981585
626	0	-14085.57	-14525.56	439.9893	86.92182	7.221733
627	1	-14077.98	-14524.64	446.6671	83.47663	7.148151
628	0	-14086.2	-14561.68	475.4855	81.34509	6.789596
629	1	-14066.74	-14523.45	456.7153	85.50265	7.030124
630	0	-14093.17	-14545.52	452.3535	85.25589	7.081227
631	1	-14086.7	-14543.92	457.2224	81.91793	7.016688
632	0	-14068.88	-14510.78	441.8986	80.66073	7.20046
633	1	-14036.03	-14510.33	474.3081	87.02119	6.827013
634	0	-14075.98	-14510.83	434.8529	82.74459	7.290047
635	1	-14061.44	-14532.39	470.953	86.67305	6.865319
636	0	-14096.74	-14533.83	437.0913	84.03228	7.262386
637	1	-14071.23	-14529.92	458.6832	86.66483	7.006888
638	0	-14078.99	-14509.65	430.6581	84.96953	7.336587
639	1	-14077.45	-14532.23	454.7847	89.24874	7.045683
640	0	-14047.6	-14510.71	463.1114	85.16542	6.954927
641	1	-14095.58	-14559.08	463.5044	87.68048	6.950675
642	0	-14063.07	-14490.41	427.3431	73.7945	7.340006
643	1	-14087.12	-14541.57	454.4495	85.55519	7.056611
644	0	-14060.88	-14513.02	452.1394	85.06047	7.083773
645	1	-14072.98	-14520.01	447.0247	81.77349	7.140783
646	0	-14058.09	-14506.55	448.4619	81.08326	7.120836
647	1	-14079.21	-14537.65	458.4387	81.54774	7.000153
648	0	-14038.49	-14508.63	470.1349	92.6411	6.863927
649	1	-14055.88	-14530.37	474.4947	89.3806	6.824699
650	0	-14091.63	-14539.34	447.7075	84.26945	7.136107
651	1	-14013.97	-14514.3	500.3341	92.31806	6.538102
652	0	-14081.9	-14526.9	444.9987	88.71096	7.157747
653	1	-14043.02	-14502.85	459.8317	87.41235	6.992937
654	0	-14074.68	-14508.33	433.6519	83.05215	7.304423
655	1	-14048.47	-14526.31	477.8462	88.73275	6.787469
656	0	-14059.96	-14524.84	464.8831	83.54526	6.930166
657	1	-13993.74	-14495.63	501.8886	88.75306	6.516575
658	0	-14063.23	-14518.27	455.0396	86.1206	7.049461
659	1	-14064.64	-14520.36	455.716	78.69832	7.015695
660	0	-14087.73	-14522.47	434.7413	84.81036	7.288901
661	1	-14010.9	-14502.42	491.5245	89.17899	6.633944
662	0	-14074.3	-14515.03	440.7299	86.65554	7.214075
663	1	-14104.68	-14557.89	453.2064	83.17703	7.069242
664	0	-14049.07	-14503.47	454.4023	81.73047	7.050394
665	1	-14049.37	-14525.87	476.4994	92.10936	6.796925
666	0	-14037.1	-14483.82	446.7179	86.80849	7.144607
667	1	-14055.72	-14514.64	458.9216	83.36842	7.001066
668	0	-14081.54	-14519.51	437.9693	77.41565	7.233095
669	1	-14049.09	-14526.68	477.5956	85.21384	6.785016
670	0	-14049.53	-14504.77	455.237	85.61049	7.047398
671	1	-14034.03	-14509.9	475.8782	87.5959	6.8095
672	0	-14041.89	-14493.81	451.9141	85.20584	7.086395
673	1	-14069.05	-14519.82	450.773	80.94825	7.091753
674	0	-14015.97	-14499.96	483.9856	87.92014	6.717449
675	1	-14093.27	-14532.79	439.5153	83.48104	7.233825
676	0	-14081.78	-14542.93	461.1421	86.12734	6.978602
677	1	-14110.37	-14540.34	429.9687	80.00422	7.347072
678	0	-14085.97	-14539.78	453.81	89.25252	7.05659
679	1	-14082	-14519.47	437.4637	76.96403	7.236225
680	0	-14088.32	-14525.19	436.8691	84.23226	7.264775
681	1	-14098.27	-14538.16	439.8865	83.12541	7.229372
682	0	-14079.13	-14526.81	447.6738	89.12365	7.125897
683	1	-14078.15	-14532.42	454.2685	86.00133	7.058506
684	0	-14041.56	-14513.67	472.1092	92.59115	6.842809
685	1	-14049.97	-14517.75	467.7758	91.54892	6.893782
686	0	-14029.96	-14513.02	483.0635	91.46001	6.72695
687	1	-14088.78	-14554.18	465.391	90.16089	6.924552
688	0	-14048.86	-14511.22	462.3555	86.02175	6.964481
689	1	-14027.84	-14502.21	474.369	83.60059	6.816882
690	0	-14063.46	-14516.71	453.2477	87.89621	7.067122
691	1	-14079.89	-14548.75	468.8601	85.5367	6.888143
692	0	-14064.49	-14525.19	460.7017	90.01281	6.977064
693	1	-14055.01	-14515.1	460.081	87.05186	6.990474
694	0	-14083.25	-14522.71	439.4582	77.02089	7.210775
695	1	-14093.27	-14547.27	453.9976	91.02522	7.04695
696	0	-14051.55	-14515.66	464.1086	90.42473	6.937949
697	1	-14098.13	-14559.43	461.3065	86.52861	6.976664
698	0	-14070.28	-14524.37	454.091	80.49996	7.048439
699	1	-14039.94	-14506.04	466.1023	83.79632	6.916419
700	0	-14077.47	-14526.19	448.726	86.04956	7.122882
701	1	-14050.96	-14541.59	490.632	92.90464	6.64219
702	0	-14090.11	-14518.72	428.6042	82.23167	7.365948
703	1	-14071.1	-14525.65	454.5577	81.42884	7.047237
704	0	-14080.13	-14500.09	419.9646	77.65658	7.466653
705	1	-14062.65	-14516.18	453.5287	86.8007	7.066162
706	0	-14052.69	-14527.67	474.9792	85.07503	6.815305
707	1	-14025.5	-14503.88	478.3721	90.06079	6.780699
708	0	-14077.96	-14525.42	447.4588	88.45476	7.131007
709	1	-14018.2	-14501.68	483.4796	94.78985	6.712751
710	0	-14079.28	-14525.31	446.033	79.5172	7.14374
711	1	-14011.57	-14509.34	497.7728	90.08464	6.56531
712	0	-14036.78	-14494.57	457.7962	87.78235	7.015592
713	1	-14052.79	-14518.92	466.1323	84.19962	6.917273
714	0	-14039.04	-14495.88	456.832	80.64721	7.015244
715	1	-14043.6	-14538.93	495.3294	88.24886	6.589315
716	0	-14079.54	-14527.47	447.9297	90.45695	7.116702
717	1	-14062.67	-14520.06	457.3865	89.57444	7.015463
718	0	-14112.21	-14552.13	439.9254	87.07402	7.221931
719	1	-14084.74	-14532.55	447.8068	83.80638	7.134758
720	0	-14058.15	-14527.97	469.815	85.98415	6.877712
721	1	-14031.22	-14522.09	490.8731	84.31121	6.624131
722	0	-14121.99	-14555.84	433.8526	83.83619	7.301222
723	1	-14056.07	-14522.96	466.8847	95.34626	6.884455
724	0	-14037.9	-14523.83	485.9245	89.373	6.696819
725	1	-14071.15	-14516.54	445.3946	82.19953	7.161698
726	0	-14059.92	-14505.36	445.4374	86.43771	7.160275
727	1	-14047.66	-14525.43	477.7734	94.39932	6.774725
728	0	-14073.36	-14508.16	434.7962	77.31778	7.273415
729	1	-14026.63	-14501.84	475.2048	87.73316	6.817256
730	0	-14064.08	-14519.08	455.0032	88.13643	7.046566
731	1	-14039.62	-14503.24	463.6183	84.37324	6.947536
732	0	-14050	-14516.68	466.6752	85.4932	6.913624
733	1	-14078.51	-14521.93	443.4235	86.8441	7.182454
734	0	-14044	-14508.84	464.8385	88.65547	6.934199
735	1	-14059.64	-14522.3	462.662	93.73806	6.938715
736	0	-14075.81	-14516.14	440.3292	76.34248	7.193486
737	1	-14048.46	-14515.98	467.5208	83.40789	6.898072
738	0	-14075.67	-14518.61	442.9371	79.63284	7.183249
739	1	-14007.42	-14492.43	485.0076	90.98125	6.706324
740	0	-14095.07	-14550.02	454.9548	81.52663	7.042785
741	1	-14047.77	-14508.68	460.915	92.23534	6.965505
742	0	-14084.55	-14532.03	447.479	79.69999	7.126588
743	1	-14050.01	-14513.9	463.8902	95.28995	6.91623
744	0	-14100.29	-14542.55	442.2601	81.31811	7.197975
745	1	-14084.63	-14534.02	449.3889	88.28045	7.109787
746	0	-14095.09	-14536.44	441.3505	84.795	7.210993
747	1	-14041.78	-14514.87	473.0883	81.82164	6.822375
748	0	-14046.03	-14516.33	470.3015	83.97859	6.866985
749	1	-14091.14	-14537.35	446.2053	84.44115	7.153901
750	0	-14061.61	-14509.51	447.8928	78.61478	7.114514
751	1	-14071.23	-14532.54	461.3055	83.91588	6.973959
752	0	-14045.8	-14485.42	439.6217	83.64704	7.2325
753	1	-14128.48	-14566.63	438.1513	80.14628	7.245301
754	0	-14018.57	-14481.62	463.0462	87.43949	6.956139
755	1	-14036.94	-14527.44	490.5002	85.35861	6.634298
756	0	-14016.68	-14481.67	464.9947	86.96001	6.93405
757	1	-14065.61	-14527.7	462.0876	87.80121	6.96668
758	0	-14042.48	-14481.44	438.9648	80.64148	7.236774
759	1	-14024.86	-14512.22	487.3571	86.1015	6.674134
760	0	-14105.08	-14519.85	414.7757	79.73712	7.53693
761	1	-14048.96	-14513.16	464.2022	86.55093	6.943201
762	0	-14052.73	-14499.69	446.9567	86.56717	7.142419
763	1	-14069.95	-14528.39	458.4363	83.97129	7.00826
764	0	-14057.25	-14510.06	452.8074	80.451	7.064125
765	1	-14035.33	-14507.16	471.8316	89.05105	6.854925
766	0	-14040.58	-14524.91	484.3362	89.94961	6.714522
767	1	-14080.7	-14521.63	440.9292	84.30244	7.216515
768	0	-14099.94	-14520.45	420.5083	78.94621	7.463668
769	1	-14054.28	-14519.85	465.5698	80.91669	6.908749
770	0	-14057.26	-14492.85	435.586	84.45396	7.279638
771	1	-14111.36	-14555.78	444.4172	81.87642	7.172912
772	0	-14055	-14521.13	466.1274	90.71433	6.914726
773	1	-14109.72	-14552.59	442.8732	77.9381	7.173766
774	0	-14070.13	-14517.07	446.9412	88.67456	7.135997
775	1	-14057.37	-14509.78	452.4152	89.33982	7.071885
776	0	-14068.76	-14510.42	441.6609	90.24011	7.187288
777	1	-14038.75	-14504.2	465.4459	88.19376	6.928013
778	0	-14053.41	-14528.18	474.7695	89.53042	6.821455
779	1	-14016.87	-14499.91	483.0462	89.44708	6.72902
780	0	-14055.1	-14510.83	455.7317	83.57631	7.039767
781	1	-14062.73	-14513.38	450.6488	81.48416	7.095447
782	0	-14103.45	-14526.93	423.4801	79.02735	7.426241
783	1	-14045.28	-14501.8	456.5255	87.83649	7.029956
784	0	-14055.95	-14512.85	456.8919	89.43327	7.021466
785	1	-14053.38	-14498.59	445.2116	82.30672	7.164136
786	0	-14051.03	-14505.87	454.8413	82.5081	7.047783
787	1	-14035.8	-14519.14	483.3385	84.79473	6.715821
788	0	-14097.3	-14524.57	427.2673	78.16045	7.375016
789	1	-14067.1	-14512.18	445.0792	81.66491	7.164295
790	0	-14077.22	-14505.26	428.0413	91.09472	7.331544
791	1	-14056.1	-14526.15	470.0477	90.09348	6.873056
792	0	-14046.04	-14489.9	443.8639	85.55204	7.180345
793	1	-14101.13	-14545.87	444.7463	89.90488	7.15489
794	0	-14046.3	-14499.23	452.9351	83.54709	7.073181
795	1	-14049.28	-14529.28	479.9951	90.99058	6.761403
796	0	-14047.53	-14511.76	464.2314	85.87486	6.942573
797	1	-14040.74	-14523.43	482.691	95.14294	6.719574
798	0	-14116.69	-14535.02	418.3261	78.57764	7.490522
799	1	-14068.37	-14550.48	482.1094	88.30043	6.739162
800	0	-14056.11	-14508.05	451.9387	84.16981	7.085821
801	1	-14006.04	-14498.62	492.5785	95.74772	6.613566
802	0	-14077.93	-14513.13	435.1943	83.72915	7.285343
803	1	-14034.04	-14517.78	483.7441	91.23066	6.719868
804	0	-14057.81	-14503.82	446.0071	91.31677	7.132992
805	1	-14072.83	-14533.7	460.874	91.97609	6.967204
806	0	-14065.14	-14503.22	438.0791	80.5694	7.247551
807	1	-14036.03	-14516.34	480.3118	93.04801	6.752818
808	0	-14078.62	-14519.11	440.485	81.19827	7.219512
809	1	-14068.58	-14529.79	461.2115	79.77033	6.954822
810	0	-14035.08	-14487.48	452.3999	90.57537	7.066723
811	1	-14072.3	-14528.45	456.1538	82.58376	7.032119
812	0	-14083.39	-14546.72	463.323	79.6373	6.927287
813	1	-14065.14	-14527.37	462.227	88.89387	6.963143
814	0	-14050.57	-14502.53	451.9591	82.10856	7.081558
815	1	-14051.18	-14548.23	497.0449	90.2931	6.573597
816	0	-14054.04	-14491.49	437.4449	83.74788	7.258448
817	1	-14026.24	-14497.94	471.7006	87.67781	6.857197
818	0	-14058.34	-14498.32	439.9789	79.17409	7.218224
819	1	-14042.35	-14523.05	480.6979	93.08976	6.748536
820	0	-14091.01	-14529.94	438.9294	87.51104	7.23166
821	1	-14028.16	-14505.62	477.4535	90.25744	6.790625
822	0	-14060.93	-14522.23	461.3013	88.12983	6.975118
823	1	-14046.1	-14512.74	466.6413	82.7509	6.905901
824	0	-14054.08	-14489.36	435.2855	80.16318	7.281109
825	1	-14013.79	-14497.95	484.1647	92.46611	6.712909
826	0	-14084.04	-14526.77	442.7304	82.96333	7.195045
827	1	-14045.34	-14523.68	478.3366	91.14678	6.779317
828	0	-14102.91	-14557.16	454.2432	82.73559	7.055684
829	1	-14068.78	-14550.48	481.6958	90.65317	6.743185
830	0	-14050.24	-14507.63	457.3924	79.93963	7.003861
831	1	-14061.87	-14530.02	468.154	89.04156	6.896238
832	0	-14070.68	-14507.15	436.4722	81.14378	7.268826
833	1	-14036.85	-14507.14	470.2897	94.59496	6.85296
834	0	-14055.94	-14488.83	432.8915	87.16263	7.302308
835	1	-14025.08	-14501.46	476.3731	89.07169	6.803913
836	0	-14055.73	-14502.63	446.9029	79.49259	7.132661
837	1	-14057.39	-14503.66	446.2738	85.73824	7.151905
838	0	-14100.25	-14519.44	419.1931	77.60189	7.476377
839	1	-14025.09	-14482.38	457.2863	86.26293	7.023306
840	0	-14061.06	-14526.29	465.227	84.58326	6.928964
841	1	-14088.24	-14519.58	431.3446	88.56117	7.312557
842	0	-14099.68	-14536.25	436.5608	81.09765	7.267641
843	1	-14110.61	-14567.77	457.1534	86.991	7.024182
844	0	-14072.39	-14496.46	424.0644	74.724	7.393782
845	1	-14112.37	-14552.33	439.962	82.57025	7.228174
846	0	-14073.58	-14503.43	429.8509	86.00636	7.342407
847	1	-14078.42	-14537.55	459.1344	89.6382	6.995745
848	0	-14074.44	-14520.64	446.1964	84.50678	7.153986
849	1	-14054.91	-14512.03	457.1149	89.15141	7.019879
850	0	-14052.93	-14506.11	453.1863	82.36163	7.067413
851	1	-14068.44	-14515.57	447.1266	86.98815	7.139453
852	0	-14060.8	-14523.1	462.3006	86.82416	6.965096
853	1	-14036.15	-14496.82	460.6702	93.90776	6.958948
854	0	-14063.79	-14541.4	477.608	88.48878	6.790167
855	1	-14047.17	-14527.52	480.3548	90.3973	6.758318
856	0	-14099.32	-14533.79	434.476	84.72886	7.292213
857	1	-14053.13	-14505.21	452.0779	86.65375	7.083123
858	0	-14122.62	-14547.78	425.1587	76.72913	7.3947
859	1	-14084.1	-14521.52	437.4274	85.48277	7.255756
860	0	-14062.74	-14525.68	462.9435	85.47338	6.957252
861	1	-14043.11	-14515.24	472.126	88.83174	6.851846
862	0	-14075.32	-14518.9	443.5817	82.7782	7.184594
863	1	-14077.18	-14542.06	464.8736	85.94615	6.935152
864	0	-14098.14	-14524.76	426.6172	88.41779	7.366863
865	1	-14062.5	-14513.37	450.8653	81.32359	7.092175
866	0	-14079.92	-14529.31	449.3962	82.25396	7.11316
867	1	-14043.42	-14499.52	456.0958	91.96226	7.019228
868	0	-14064.98	-14505.15	440.164	85.27647	7.224162
869	1	-14031	-14507.42	476.4243	84.92648	6.797822
870	0	-14053.17	-14516.1	462.9359	85.1357	6.956949
871	1	-14033.96	-14501.05	467.0847	91.87626	6.900077
872	0	-14083.6	-14520.54	436.9389	76.69758	7.240911
873	1	-14054.33	-14529.12	474.7909	92.8765	6.812805
874	0	-14058.36	-14506.02	447.6608	80.21936	7.127007
875	1	-14034.39	-14508.01	473.6137	92.89692	6.825401
876	0	-14084.66	-14518.54	433.8751	81.27063	7.301023
877	1	-14056.12	-14519.8	463.675	86.82704	6.949265
878	0	-14057.68	-14506.22	448.5446	76.27847	7.08518
879	1	-14060.74	-14531	470.2645	88.5825	6.873067
880	0	-14072.88	-14520.72	447.8344	89.31357	7.123274
881	1	-14036.76	-14508.16	471.4033	85.52731	6.858391
882	0	-14091.63	-14531.86	440.2263	74.61261	7.176132
883	1	-14046.4	-14502.8	456.395	86.90186	7.033017
884	0	-14072.3	-14512.07	439.7694	82.03055	7.22991
885	1	-14059	-14510.01	451.0089	78.27354	7.07219
886	0	-14082.62	-14521.49	438.8721	84.40537	7.24079
887	1	-14029.81	-14491.75	461.9432	80.93149	6.953658
888	0	-14013.08	-14478.89	465.8087	89.01188	6.922634
889	1	-14068.38	-14504.22	435.8474	84.94086	7.275579
890	0	-14031.05	-14509.77	478.7198	92.02099	6.773058
