Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
230	-13408.37	-13766.53	358.1567	0.4827583	71.6983	0.0302383	0.240511	0.807306	2.92194	8.116051
240	-13410.95	-13787.37	376.4197	0.509892	77.2817	0.0352355	0.258325	0.827335	2.87911	7.879566
250	-13428.85	-13776.7	347.8529	0.4977681	74.04639	0.0329748	0.250456	0.818638	2.89793	8.260879
260	-13468.35	-13822.21	353.8633	0.5155219	77.37555	0.0362995	0.261928	0.831242	2.87053	8.170993
270	-13462.26	-13819.37	357.1134	0.4396056	75.7959	0.022818	0.210675	0.770814	2.99569	8.134122
280	-13393.44	-13763.81	370.3721	0.4963782	78.33575	0.0327184	0.249545	0.817615	2.90012	7.955098
290	-13371.8	-13772.7	400.9047	0.5903404	77.96978	0.0511221	0.30686	0.87631	2.76571	7.564604
300	-13401.01	-13781.93	380.9218	0.5996568	75.86239	0.0530373	0.312081	0.881144	2.75374	7.820135
310	-13372.86	-13752.41	379.549	0.5357662	75.58358	0.0401932	0.274625	0.844644	2.84054	7.837727
320	-13394.53	-13765.76	371.2297	0.5171264	74.1329	0.0366043	0.262949	0.832341	2.86811	7.945419
330	-13378.43	-13779.46	401.0228	0.4550413	82.67641	0.0253892	0.221556	0.784583	2.96847	7.559986
340	-13372.3	-13774.09	401.7872	0.4636145	81.77433	0.0268587	0.2275	0.791875	2.95377	7.553196
350	-13420.76	-13804.54	383.7776	0.4608847	74.89834	0.0263878	0.225615	0.789579	2.95842	7.779539
360	-13388.56	-13790.33	401.7729	0.5245333	75.25589	0.03802	0.26763	0.83733	2.85702	7.541678
370	-13343.15	-13756.5	413.342	0.4873566	83.17599	0.0310689	0.243582	0.810846	2.9145	7.410101
380	-13342.82	-13789.72	446.8985	0.5144917	84.42585	0.0361041	0.261271	0.830533	2.87209	7.009327
390	-13354.62	-13798.37	443.75	0.4510239	85.14561	0.0247106	0.218746	0.78108	2.97546	7.047078
400	-13382.45	-13791.34	408.8912	0.5379875	85.0668	0.0406265	0.275993	0.846055	2.83732	7.456835
410	-13357.2	-13762.51	405.3107	0.5307569	82.80229	0.0392203	0.271521	0.841419	2.84784	7.507778
420	-13371.3	-13770.25	398.9479	0.4722381	82.39351	0.0283649	0.233406	0.798967	2.93926	7.586062
430	-13364.06	-13775.79	411.7283	0.5050794	80.98312	0.034333	0.255219	0.823929	2.88652	7.431874
440	-13398.33	-13785.08	386.7515	0.6001381	74.72359	0.0531366	0.312349	0.881389	2.75313	7.73905
450	-13373.22	-13748.2	374.9802	0.4556211	79.84089	0.0254877	0.22196	0.785084	2.96747	7.891195
460	-13388.79	-13758.6	369.8121	0.4741	76.69805	0.0286937	0.234672	0.800468	2.93617	7.966017
470	-13393.87	-13765.9	372.0251	0.4788277	75.3276	0.0295339	0.237869	0.80423	2.92837	7.937046
480	-13392.75	-13753.91	361.1611	0.4900118	75.86912	0.0315517	0.245345	0.812863	2.91024	8.080604
490	-13388.98	-13716.49	327.5088	0.5244497	68.58288	0.038004	0.267578	0.837274	2.85714	8.539733
500	-13474.39	-13778.3	303.9129	0.5013982	70.27649	0.0336472	0.252828	0.821283	2.89224	8.879737
510	-13467.43	-13806.9	339.4791	0.6764323	72.77928	0.069163	0.352195	0.915812	2.66283	8.37644
520	-13453.73	-13784.61	330.8803	0.5641217	69.83825	0.045803	0.291731	0.86185	2.80062	8.495128
530	-13437.06	-13774.03	336.9675	0.4908582	71.75127	0.0317061	0.245906	0.813501	2.90889	8.411597
540	-13425.43	-13777.4	351.9733	0.4414856	69.23853	0.0231258	0.212012	0.772536	2.99233	8.188698
550	-13396.77	-13743.55	346.7859	0.4726654	73.03577	0.0284403	0.233697	0.799313	2.93855	8.276093
560	-13341.6	-13752.55	410.9495	0.4446049	85.9736	0.0236399	0.214224	0.775366	2.98677	7.428478
570	-13339.14	-13742.88	403.7317	0.4445912	77.61375	0.0236376	0.214214	0.775354	2.98679	7.527297
580	-13326.91	-13740.25	413.3459	0.5257778	76.19581	0.0382593	0.268411	0.838155	2.85517	7.39513
590	-13307.03	-13727.02	419.9963	0.4771608	79.29946	0.0292367	0.236744	0.802911	2.93111	7.325652
600	-13304.04	-13764.32	460.281	0.5055071	89.3644	0.034413	0.255496	0.824235	2.88586	6.854939
610	-13267.81	-13745.04	477.2236	0.4213832	91.3788	0.0199163	0.197541	0.75342	3.02912	6.665006
620	-13322.18	-13765.86	443.6812	0.4851577	83.03541	0.0306709	0.242116	0.809161	2.91805	7.044998
630	-13277.17	-13737.96	460.7876	0.3818265	83.93097	0.0141823	0.168055	0.710841	3.10692	6.842994
640	-13290.61	-13775.49	484.8836	0.4790804	86.95766	0.029579	0.23804	0.804429	2.92795	6.572933
650	-13311.73	-13734.89	423.1627	0.4220016	74.94073	0.0200122	0.197992	0.754032	3.02796	7.254149
660	-13365.64	-13756.38	390.743	0.4923804	77.10035	0.0319843	0.246913	0.814644	2.90646	7.693933
670	-13359.4	-13726.44	367.0406	0.5337407	75.60019	0.0397991	0.273373	0.843347	2.84348	8.003216
680	-13349.82	-13718.03	368.2081	0.516111	73.6707	0.0364113	0.262303	0.831646	2.86964	7.984987
690	-13340.47	-13737.28	396.813	0.5073904	84.53732	0.0347656	0.256713	0.825572	2.88295	7.601948
700	-13344.61	-13724.66	380.0447	0.5740194	82.42084	0.0477977	0.297518	0.867463	2.78722	7.815321
710	-13356.79	-13765.41	408.6223	0.4936304	83.60811	0.0322133	0.247737	0.815578	2.90447	7.465583
720	-13378.24	-13750.97	372.7231	0.55632	78.86794	0.0442432	0.287102	0.857287	2.81137	7.923399
730	-13294.3	-13723.98	429.6823	0.3955629	88.19208	0.0160795	0.178434	0.726434	3.07905	7.20299
740	-13280.66	-13710.48	429.8192	0.4635398	81.04277	0.0268458	0.227449	0.791812	2.95389	7.208654
750	-13344.19	-13766.07	421.8799	0.4995044	79.98334	0.0332959	0.251592	0.819908	2.8952	7.304211
760	-13324.32	-13749.57	425.2507	0.4747076	85.57066	0.0288012	0.235084	0.800955	2.93516	7.263289
770	-13284.89	-13741.42	456.5317	0.4421022	91.18974	0.0232271	0.21245	0.773098	2.99122	6.892091
780	-13250.78	-13723.6	472.8105	0.4613939	98.00358	0.0264754	0.225967	0.790009	2.95755	6.688047
790	-13332.71	-13746.59	413.8754	0.4756132	81.42736	0.0289617	0.235697	0.801679	2.93366	7.405456
800	-13379.23	-13768.69	389.4635	0.4411605	84.4353	0.0230725	0.211781	0.772239	2.99291	7.689565
810	-13340.49	-13749.99	409.5054	0.4894961	84.21139	0.0314578	0.245003	0.812472	2.91107	7.453029
820	-13301.3	-13729.06	427.7551	0.4799921	85.38237	0.029742	0.238654	0.805146	2.92646	7.234446
830	-13314.77	-13724.53	409.754	0.5042785	83.3526	0.0341835	0.2547	0.823357	2.88776	7.452775
840	-13356.6	-13740.71	384.1113	0.4731257	77.62731	0.0285215	0.23401	0.799684	2.93778	7.780091
850	-13388.54	-13758.79	370.2495	0.524337	79.9344	0.0379824	0.267507	0.837199	2.85731	7.949976
860	-13436.7	-13754.01	317.3135	0.5136158	66.70778	0.0359383	0.260712	0.829928	2.87342	8.681001
870	-13432.17	-13737.3	305.1261	0.5394439	72.39313	0.0409112	0.276888	0.846975	2.83523	8.851234
880	-13410.28	-13759.91	349.6294	0.5201769	77.54577	0.0371856	0.264884	0.834412	2.86352	8.224758
890	-13426.7	-13739.36	312.6532	0.5296306	69.72956	0.0390024	0.27082	0.840686	2.84949	8.756253
900	-13382.52	-13762.25	379.729	0.5110058	75.22773	0.0354453	0.25904	0.828114	2.8774	7.834525
910	-13392.91	-13738.36	345.4543	0.522405	73.49524	0.0376118	0.266291	0.83591	2.86019	8.294041
920	-13408.15	-13758.1	349.9461	0.4580157	73.22553	0.0258958	0.223626	0.78714	2.96334	8.232905
930	-13412.22	-13742.13	329.9077	0.4783314	74.7449	0.0294453	0.237535	0.803838	2.92918	8.499653
940	-13386.48	-13743.46	356.978	0.456783	72.63228	0.0256854	0.222769	0.786084	2.96546	8.135642
950	-13399.71	-13777.1	377.3883	0.5230924	74.2306	0.0377435	0.266724	0.83637	2.85916	7.862716
960	-13392.55	-13758.82	366.2676	0.5286055	76.37243	0.0388043	0.270181	0.840016	2.851	8.012762
970	-13385.1	-13731.01	345.911	0.5562661	76.81381	0.0442325	0.28707	0.857255	2.81144	8.27702
980	-13380.04	-13716.48	336.4412	0.4256529	68.10488	0.0205825	0.200645	0.757612	3.02116	8.406349
990	-13378.73	-13743.72	364.9839	0.558794	71.9286	0.0447366	0.288576	0.858747	2.80794	8.022106
1000	-13353.63	-13757.44	403.8082	0.5120869	76.02756	0.0356493	0.259733	0.828868	2.87575	7.519391
1010	-13299.74	-13740.43	440.6871	0.4499227	78.47572	0.0245257	0.217973	0.78011	2.97739	7.058623
1020	-13292.8	-13735.33	442.5243	0.4632353	84.61398	0.0267932	0.227239	0.791557	2.95441	7.061277
1030	-13305.99	-13734.36	428.3666	0.484429	83.581	0.0305393	0.241629	0.808599	2.91923	7.229439
1040	-13294.86	-13738.44	443.58	0.4972855	88.90144	0.0328857	0.25014	0.818283	2.89869	7.043373
1050	-13338.48	-13743.77	405.2983	0.4200111	75.31361	0.019704	0.19654	0.752057	3.0317	7.495237
1060	-13379.91	-13753.52	373.6156	0.5780657	81.97067	0.0486179	0.299858	0.869702	2.78182	7.896414
1070	-13312.47	-13730.43	417.9629	0.4940215	79.142	0.0322851	0.247995	0.815869	2.90385	7.350772
1080	-13289.58	-13733.05	443.4733	0.5218252	85.8557	0.0375008	0.265925	0.835521	2.86105	7.05024
1090	-13293.95	-13736.7	442.7569	0.4461621	87.10744	0.023898	0.215324	0.776766	2.98401	7.057135
1100	-13216.1	-13699.91	483.8184	0.4169473	91.78495	0.0192333	0.194298	0.748987	3.03748	6.592686
1110	-13336.85	-13754.55	417.7045	0.5277594	88.40418	0.0386411	0.269652	0.839461	2.85225	7.337538
1120	-13262.55	-13732.61	470.0534	0.4711711	89.76559	0.0281771	0.232679	0.798103	2.94104	6.745431
1130	-13285.65	-13743.7	458.0483	0.4143994	85.59189	0.0188454	0.192428	0.746404	3.04232	6.880046
1140	-13216.94	-13746.92	529.9822	0.3844627	94.65323	0.0145382	0.170057	0.713905	3.1015	6.100369
1150	-13220.09	-13732.25	512.1601	0.3654751	99.61813	0.0120649	0.155536	0.691045	3.14135	6.282939
1160	-13244.62	-13727.76	483.1387	0.4407041	86.18787	0.0229977	0.211456	0.771822	2.99372	6.58981
1170	-13271.68	-13731.36	459.6791	0.4736136	86.96637	0.0286077	0.234341	0.800077	2.93697	6.862788
1180	-13313.74	-13755.5	441.7675	0.4884084	83.01546	0.0312599	0.244281	0.811647	2.91281	7.068
1190	-13281.24	-13728.78	447.5373	0.4899493	92.79039	0.0315403	0.245304	0.812815	2.91034	6.982762
1200	-13338.36	-13715.05	376.6892	0.503742	77.39029	0.0340834	0.254352	0.822972	2.88859	7.875978
1210	-13352.01	-13726.38	374.3614	0.5990435	77.44601	0.0529108	0.31174	0.88083	2.75452	7.905977
1220	-13398.39	-13783.32	384.9275	0.4977301	83.35077	0.0329678	0.250431	0.81861	2.89799	7.750635
1230	-13319.54	-13748.31	428.776	0.5248473	83.02611	0.0380804	0.267828	0.837538	2.85655	7.224499
1240	-13309.72	-13737.23	427.5119	0.455639	87.46449	0.0254907	0.221973	0.785099	2.96744	7.230759
1250	-13238.58	-13731.3	492.7245	0.417	93.47	0.0192414	0.194337	0.74904	3.03738	6.495423
1260	-13260.37	-13730.7	470.3296	0.4057183	93.5972	0.0175479	0.186015	0.737395	3.05904	6.734587
1270	-13278.72	-13741.62	462.8939	0.4918607	86.93939	0.0318892	0.246569	0.814255	2.90729	6.825793
1280	-13291.23	-13726.26	435.0289	0.537527	86.00291	0.0405366	0.27571	0.845764	2.83799	7.148348
1290	-13263.69	-13704.93	441.2364	0.4935509	89.66051	0.0321988	0.247685	0.815519	2.9046	7.066886
1300	-13332.24	-13719.81	387.574	0.4855702	76.63056	0.0307454	0.242391	0.809478	2.91739	7.734311
1310	-13367.07	-13743.69	376.6212	0.4615729	77.28587	0.0265062	0.226091	0.79016	2.95724	7.876955
1320	-13344.32	-13709.14	364.8202	0.5336815	72.29727	0.0397876	0.273336	0.843309	2.84357	8.026214
1330	-13354.83	-13721.04	366.2046	0.5578455	75.67453	0.0445473	0.288012	0.858189	2.80925	8.014244
1340	-13332.3	-13716.14	383.8369	0.4755259	79.0352	0.0289462	0.235638	0.80161	2.93381	7.782181
1350	-13321.47	-13733.31	411.8359	0.5045112	82.03257	0.0342269	0.254851	0.823523	2.8874	7.430084
1360	-13360.66	-13720.57	359.9094	0.5712103	75.41247	0.0472298	0.295885	0.865889	2.791	8.097791
1370	-13380.74	-13722.32	341.582	0.4787242	77.01867	0.0295154	0.2378	0.804148	2.92854	8.332085
