Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
620	-6204.889	-6209.929	5.039492	1.035654	27.63124	0.144013	0.487212	1.00567	2.36311	8.139524
630	-6196.681	-6205.013	8.331839	2.165641	29.47496	0.312277	0.671546	1.07363	1.94255	7.986106
640	-6198.553	-6209.79	11.23601	1.378914	25.40577	0.205997	0.567077	1.04244	2.18448	7.902305
650	-6179.655	-6211.954	32.29884	1.139673	28.31784	0.16395	0.515053	1.01977	2.30122	7.164523
660	-6184.11	-6213.57	29.45984	2.030803	29.73685	0.296924	0.65825	1.07074	1.97408	7.268659
670	-6173.712	-6195.985	22.27297	1.508478	26.66187	0.226629	0.589961	1.05092	2.13249	7.503018
680	-6174.788	-6197.424	22.63636	1.350312	27.89142	0.201245	0.561584	1.04027	2.1969	7.504413
690	-6160.608	-6192.581	31.97267	1.205652	29.49082	0.176076	0.530901	1.02718	2.26584	7.184064
700	-6158.113	-6190.223	32.1109	1.593664	28.90697	0.239436	0.603439	1.05548	2.10165	7.17693
710	-6189.7	-6205.125	15.42514	1.658446	26.0385	0.248794	0.612968	1.05851	2.07972	7.751439
720	-6200.417	-6212.057	11.63947	1.587725	24.24856	0.238561	0.602536	1.05518	2.10372	7.851292
730	-6195.145	-6199.181	4.036611	2.449483	26.93102	0.341614	0.695633	1.07803	1.88472	8.184864
740	-6178.19	-6197.226	19.03554	1.554241	28.50588	0.233581	0.597343	1.05345	2.11562	7.632072
750	-6177.411	-6210.45	33.03874	1.789661	28.61158	0.266805	0.630605	1.06371	2.03888	7.142044
760	-6186.208	-6200.7	14.49229	1.289378	29.78788	0.190878	0.54928	1.03522	2.22462	7.770942
770	-6183.087	-6181.424	-1.662972	1.572165	22.18667	0.236258	0.600144	1.05439	2.10921	8.321925
780	-6192.486	-6185.403	-7.082857	1.449717	23.69744	0.217449	0.579967	1.04733	2.15526	8.61613
790	-6213.404	-6209.946	-3.457503	1.514882	24.2568	0.227612	0.591015	1.05128	2.13009	8.474006
800	-6196.488	-6196.263	-0.2246188	1.416012	26.91891	0.212052	0.573952	1.04508	2.16891	8.343275
810	-6173.016	-6201.636	28.62023	1.13806	30.06326	0.163649	0.51465	1.01958	2.30212	7.295022
820	-6191.511	-6219.576	28.06458	1.311658	31.26067	0.194708	0.553878	1.03714	2.21428	7.299325
830	-6176.536	-6198.396	21.86053	1.560139	28.87919	0.234465	0.59827	1.05377	2.1135	7.531675
840	-6181.822	-6200.888	19.06601	1.584635	26.89419	0.238106	0.602063	1.05503	2.1048	7.626368
850	-6211.935	-6217.066	5.130982	1.444492	26.27221	0.216619	0.579049	1.04699	2.15734	8.147016
860	-6191.579	-6195.746	4.166534	1.051478	28.77753	0.147109	0.491696	1.00803	2.35316	8.147006
870	-6176.912	-6179.743	2.83101	1.417079	26.08076	0.212224	0.574146	1.04516	2.16847	8.235061
880	-6183.106	-6196.769	13.66267	1.354231	29.36998	0.201901	0.562347	1.04058	2.19518	7.807255
890	-6179.285	-6200.015	20.7293	1.737843	25.73595	0.259838	0.623888	1.0618	2.05448	7.539362
900	-6154.442	-6184.759	30.31739	1.795727	28.54172	0.267608	0.631371	1.06392	2.0371	7.236603
910	-6198.495	-6219.791	21.29611	1.54373	31.12448	0.231999	0.595677	1.05289	2.11943	7.518883
920	-6154.974	-6196.987	42.01285	1.267244	31.95381	0.187028	0.544596	1.03323	2.23515	6.850441
930	-6158.027	-6186.767	28.74025	1.767296	27.00784	0.263821	0.627743	1.0629	2.04553	7.269427
940	-6137.924	-6186.518	48.59412	1.267298	31.75782	0.187037	0.544607	1.03323	2.23512	6.644292
950	-6158.444	-6179.29	20.84652	1.640932	29.05494	0.246296	0.610449	1.05773	2.08553	7.565538
960	-6143.873	-6196.47	52.59791	1.079861	32.34743	0.152607	0.499507	1.01207	2.33582	6.520306
970	-6138.409	-6189.164	50.75492	1.293348	31.28256	0.191563	0.550108	1.03557	2.22276	6.573642
980	-6157.937	-6207.193	49.25603	0.6361878	29.73907	0.0606473	0.3318	0.898715	2.70884	6.602989
990	-6146.104	-6180.407	34.30323	1.531213	30.44381	0.230104	0.593671	1.0522	2.12402	7.105149
1000	-6167.126	-6183.463	16.33665	1.286885	27.06741	0.190446	0.548759	1.035	2.22579	7.729063
1010	-6192.611	-6190.821	-1.789822	1.980011	25.43747	0.290877	0.652871	1.06948	1.98677	8.415016
1020	-6182.765	-6195.664	12.89842	1.489495	26.08433	0.223695	0.586798	1.0498	2.13971	7.8491
1030	-6191.859	-6191.177	-0.6824908	1.443686	23.32475	0.216491	0.578906	1.04694	2.15767	8.333758
1040	-6160.587	-6187.385	26.79847	1.403651	29.49184	0.210048	0.571692	1.04422	2.17404	7.359511
1050	-6193.44	-6198.68	5.239601	1.477568	29.81328	0.221836	0.584779	1.04908	2.14431	8.080766
1060	-6195.387	-6196.406	1.018837	1.215569	26.20529	0.177863	0.533174	1.02821	2.26075	8.303938
1070	-6188.003	-6201.36	13.35744	1.494225	27.17955	0.224429	0.587592	1.05008	2.1379	7.839274
1080	-6198.733	-6191.438	-7.295082	1.518024	24.30477	0.228093	0.591529	1.05146	2.12891	8.632582
1090	-6164.073	-6174.699	10.62613	1.435161	28.21392	0.21513	0.577396	1.04638	2.1611	7.931268
1100	-6174.005	-6183.134	9.129507	1.582889	29.47241	0.237848	0.601796	1.05494	2.10542	7.959106
1110	-6196.298	-6203.404	7.105725	1.554804	24.62626	0.233666	0.597431	1.05348	2.11542	8.04936
1120	-6191.719	-6199.629	7.909707	1.609896	25.76711	0.241811	0.605882	1.05627	2.09603	8.037805
1130	-6187.418	-6205.219	17.80146	1.467327	31.8845	0.220231	0.583026	1.04844	2.1483	7.610199
1140	-6172.693	-6200.349	27.65618	1.532102	32.08832	0.230239	0.593814	1.05225	2.12369	7.296967
1150	-6151.991	-6181.494	29.50298	1.511111	30.00965	0.227034	0.590395	1.05107	2.1315	7.265971
1160	-6157.77	-6193.53	35.75989	1.021651	32.25464	0.141253	0.483164	1.0035	2.37209	7.042169
1170	-6179.314	-6195.973	16.65815	1.129409	25.85681	0.162028	0.512469	1.01852	2.30698	7.700319
1180	-6184.717	-6187.565	2.847919	1.69922	26.8924	0.254523	0.618675	1.06026	2.06655	8.22942
1190	-6192.495	-6190.045	-2.449751	1.229391	26.04715	0.180339	0.536298	1.0296	2.25376	8.437842
1200	-6165.846	-6189.686	23.83975	1.150491	34.87819	0.165966	0.517741	1.02106	2.29523	7.330192
1210	-6165.091	-6183	17.90874	1.176469	29.50555	0.170763	0.52405	1.02403	2.28115	7.660739
1220	-6159.273	-6190.054	30.78154	1.280518	27.96759	0.189342	0.54742	1.03443	2.2288	7.213549
1230	-6140.514	-6190.299	49.78485	1.32505	30.22062	0.196988	0.556585	1.03825	2.20817	6.59349
1240	-6166.33	-6199.373	33.04232	1.251489	31.36321	0.18426	0.541187	1.03175	2.2428	7.13896
1250	-6146.266	-6178.033	31.76638	1.306466	29.0332	0.193819	0.552817	1.0367	2.21666	7.189591
1260	-6179.188	-6193.248	14.05973	1.378869	28.90728	0.205989	0.567069	1.04244	2.1845	7.801383
1270	-6163.563	-6199.913	36.3493	1.345108	30.68273	0.200373	0.560566	1.03986	2.1992	7.037377
1280	-6166.455	-6194.993	28.53863	2.075566	27.71897	0.302131	0.662816	1.07177	1.96328	7.290411
1290	-6153.713	-6191.995	38.28272	1.497481	30.3452	0.224933	0.588137	1.05027	2.13666	6.974333
1300	-6166.199	-6198.987	32.78799	1.074798	32.99219	0.151632	0.498135	1.01137	2.33887	7.120424
1310	-6177.243	-6185.487	8.243863	1.487783	21.26925	0.223429	0.58651	1.0497	2.14036	7.788908
1320	-6199.717	-6196.323	-3.393796	2.050105	25.07855	0.299183	0.660238	1.07119	1.96938	8.478177
1330	-6190.082	-6194.897	4.815584	1.642595	24.87327	0.246534	0.61069	1.0578	2.08497	8.147384
1340	-6173.588	-6201.375	27.7873	1.441515	30.42076	0.216145	0.578523	1.04679	2.15854	7.319425
1350	-6155.887	-6172.304	16.41678	1.203493	26.72861	0.175685	0.530402	1.02696	2.26696	7.723366
1360	-6193.585	-6205.527	11.9423	1.070392	25.94252	0.150781	0.496933	1.01075	2.34154	7.883934
1370	-6156.415	-6189.016	32.60122	1.330927	28.70067	0.197984	0.557761	1.03873	2.20552	7.15822
1380	-6152.153	-6179.374	27.22135	1.200606	30.08377	0.175163	0.529733	1.02665	2.26845	7.341376
1390	-6150.657	-6172.659	22.00202	1.516889	28.36411	0.22792	0.591344	1.0514	2.12934	7.528138
1400	-6143.336	-6183.031	39.69462	1.130842	29.16534	0.162297	0.512832	1.0187	2.30617	6.918371
1410	-6141.644	-6188.171	46.52752	1.104142	31.65632	0.157252	0.505962	1.01532	2.32147	6.709374
1420	-6129.424	-6180.98	51.55611	1.244921	32.72789	0.183099	0.539747	1.03113	2.24603	6.55226
1430	-6143.457	-6166.587	23.12911	1.533354	29.05	0.230429	0.594016	1.05232	2.12323	7.487002
1440	-6165.938	-6196.891	30.953	1.104883	30.68395	0.157393	0.506156	1.01542	2.32104	7.21324
1450	-6152.162	-6174.178	22.01686	1.169177	29.35175	0.169423	0.522299	1.02322	2.28506	7.522972
1460	-6175.537	-6177.558	2.021278	1.76826	24.19774	0.26395	0.627868	1.06294	2.04524	8.246697
1470	-6202.152	-6197.764	-4.38725	1.433262	27.91946	0.214826	0.577057	1.04625	2.16187	8.47247
1480	-6176.579	-6166.527	-10.05242	1.666298	25.68885	0.249907	0.614084	1.05886	2.07715	8.736188
1490	-6134.97	-6162.644	27.67369	1.316451	28.92112	0.195526	0.554851	1.03754	2.21208	7.330451
1500	-6151.481	-6186.667	35.186	1.164472	30.83748	0.168556	0.521162	1.02268	2.2876	7.074509
1510	-6167.677	-6200.327	32.64921	1.233773	34.75173	0.18112	0.537278	1.03004	2.25156	7.081206
1520	-6145.017	-6173.476	28.45867	1.401963	30.51688	0.209773	0.571381	1.0441	2.17474	7.29638
1530	-6148.655	-6184.756	36.10105	1.339316	27.09746	0.199399	0.559425	1.0394	2.20177	6.999855
1540	-6186.064	-6200.969	14.90515	1.226688	27.60951	0.179856	0.535691	1.02933	2.25512	7.782519
1550	-6171.379	-6196.904	25.52539	1.266045	26.94672	0.186818	0.544338	1.03312	2.23573	7.38726
1560	-6151.067	-6181.095	30.0275	1.110447	29.5292	0.158449	0.507606	1.01614	2.31781	7.249986
1570	-6174.373	-6193.116	18.74227	1.25013	28.64072	0.18402	0.54089	1.03162	2.24347	7.641523
1580	-6145.395	-6189.689	44.294	1.193296	32.59307	0.173836	0.52803	1.02587	2.27226	6.775266
1590	-6174.624	-6197.883	23.2589	1.137255	29.72393	0.163498	0.514448	1.01948	2.30257	7.477322
1600	-6155.951	-6184.713	28.76226	1.099691	28.86984	0.156405	0.504794	1.01474	2.32407	7.292659
1610	-6171.508	-6197.306	25.79861	1.152048	28.40718	0.166256	0.518125	1.02124	2.29438	7.394469
1620	-6134.896	-6171.221	36.32517	1.199297	26.621	0.174926	0.529429	1.02651	2.26913	6.974362
1630	-6160.158	-6180.854	20.696	1.885029	28.35157	0.279153	0.642203	1.06683	2.01182	7.574205
1640	-6135.278	-6169.686	34.40807	1.676905	30.01871	0.251403	0.615578	1.05932	2.0737	7.102518
1650	-6159.897	-6178.07	18.1732	1.58818	28.78204	0.238628	0.602605	1.05521	2.10356	7.660245
1660	-6165.542	-6184.112	18.57041	1.258347	27.11606	0.185468	0.542678	1.0324	2.23945	7.646963
1670	-6143.718	-6175.144	31.42566	1.629531	27.89685	0.244657	0.608787	1.0572	2.08935	7.189377
1680	-6169.567	-6170.824	1.256413	1.780871	27.40923	0.265636	0.629487	1.0634	2.04148	8.280638
1690	-6169.307	-6186.326	17.01877	1.247918	26.51839	0.183629	0.540405	1.03141	2.24455	7.698267
1700	-6181.106	-6198.989	17.88275	1.377281	25.6276	0.205727	0.566768	1.04232	2.18518	7.647104
1710	-6190.872	-6191.178	0.3057783	1.677551	23.72806	0.251494	0.615669	1.05935	2.07349	8.305284
1720	-6202.164	-6199.396	-2.767522	1.303373	24.26683	0.193289	0.552182	1.03644	2.21809	8.445719
1730	-6146.761	-6175.006	28.24466	1.82662	30.76813	0.271662	0.635212	1.06498	2.02815	7.300482
1740	-6147.943	-6183.487	35.54472	1.364165	33.24497	0.203556	0.564266	1.04134	2.19084	7.032121
1750	-6127.492	-6171.076	43.5839	1.314146	34.34035	0.195133	0.554384	1.03735	2.21314	6.774067
1760	-6169.499	-6177.48	7.98055	1.76058	28.29927	0.262918	0.626873	1.06266	2.04755	8.023605
1770	-6159.95	-6183.449	23.49821	1.203218	30.26791	0.175636	0.530338	1.02693	2.2671	7.462655
1780	-6181.428	-6206.441	25.01265	1.320319	26.1022	0.196184	0.555633	1.03786	2.21032	7.385228
1790	-6166.122	-6184.827	18.70474	1.538548	28.61185	0.231216	0.59485	1.05261	2.12133	7.643028
1800	-6158.918	-6184.605	25.68774	1.179965	26.81677	0.171404	0.524884	1.02442	2.27929	7.378495
1810	-6172.315	-6205.994	33.6794	1.433641	27.71545	0.214887	0.577125	1.04627	2.16171	7.104875
1820	-6146.006	-6184.291	38.28496	1.373152	30.32569	0.205045	0.565984	1.04201	2.18696	6.97423
1830	-6150.35	-6174.468	24.11722	1.552167	27.39605	0.23327	0.597015	1.05334	2.11637	7.446416
1840	-6179.829	-6187.199	7.369797	1.85757	25.3092	0.275659	0.63896	1.06598	2.0194	8.053025
1850	-6173.523	-6185.476	11.95302	1.526873	26.29285	0.229444	0.592969	1.05196	2.12562	7.887541
1860	-6136.732	-6176.35	39.61759	1.048966	29.34557	0.146619	0.490991	1.00766	2.35473	6.923253
1870	-6130.518	-6188.622	58.10384	1.046512	34.79812	0.14614	0.490299	1.0073	2.35626	6.3484
1880	-6124.863	-6187.535	62.67228	0.7033116	33.25038	0.0748958	0.365089	0.926089	2.63393	6.216158
1890	-6121.883	-6201.248	79.36495	0.9899915	35.10353	0.134953	0.473723	0.998322	2.393	5.740275
1900	-6129.484	-6194.657	65.17276	1.112768	37.12755	0.158889	0.508207	1.01643	2.31647	6.129354
1910	-6155.793	-6184.793	29.00025	1.409671	30.51548	0.211025	0.572796	1.04465	2.17153	7.278647
1920	-6160.04	-6174.99	14.9499	1.262342	29.75513	0.186169	0.543542	1.03277	2.23751	7.756239
1930	-6159.823	-6175.842	16.01943	1.25521	28.10723	0.184916	0.541998	1.03211	2.24098	7.74073
1940	-6185.999	-6198.431	12.43128	1.403128	26.46574	0.209962	0.571596	1.04419	2.17425	7.870871
1950	-6149.618	-6175.377	25.75893	1.196555	26.99439	0.174428	0.528791	1.02622	2.27056	7.37955
1960	-6162.178	-6185.831	23.65307	1.615427	33.16734	0.242615	0.606706	1.05654	2.09414	7.392146
1970	-6142.471	-6187.771	45.30006	1.446927	31.27678	0.217006	0.579477	1.04715	2.15637	6.748006
1980	-6165.362	-6182.64	17.27829	1.449018	24.52861	0.217338	0.579844	1.04728	2.15554	7.632005
1990	-6129.2	-6157.692	28.49206	1.447703	28.85546	0.21713	0.579614	1.0472	2.15606	7.301975
2000	-6159.882	-6182.098	22.21614	1.294133	29.75721	0.191699	0.550272	1.03564	2.22239	7.512013
2010	-6170.481	-6192.215	21.73383	1.836821	27.59909	0.272986	0.636458	1.06531	2.02524	7.535113
2020	-6184.867	-6191.277	6.41012	1.329949	31.36419	0.197818	0.557566	1.03865	2.20596	7.988077
2030	-6152.459	-6162.749	10.2896	1.26439	24.41588	0.186528	0.543983	1.03296	2.23652	7.913083
2040	-6191.087	-6196.784	5.697028	2.020716	27.49531	0.295735	0.657199	1.0705	1.97657	8.117558
2050	-6154.543	-6181.489	26.94661	1.375086	28.64282	0.205365	0.566352	1.04216	2.18612	7.355073
2060	-6161.472	-6185.478	24.00645	1.109615	28.34567	0.158291	0.507389	1.01603	2.31829	7.457427
2070	-6163.653	-6180.604	16.95092	1.074642	33.40854	0.151602	0.498092	1.01134	2.33896	7.585443
2080	-6174.823	-6205.305	30.48214	1.187508	31.25149	0.172782	0.52667	1.02525	2.2753	7.222111
2090	-6131.694	-6173.836	42.14167	1.189373	31.78363	0.173122	0.527109	1.02545	2.27432	6.847344
2100	-6136.461	-6177.961	41.50005	1.571488	30.01556	0.236157	0.600039	1.05436	2.10945	6.866242
2110	-6130.45	-6176.615	46.16536	1.326592	28.13133	0.19725	0.556895	1.03838	2.20748	6.668986
2120	-6134.42	-6181.508	47.08792	1.152716	32.27134	0.16638	0.51829	1.02132	2.29401	6.69091
2130	-6144.281	-6173.144	28.86249	1.251614	31.51041	0.184282	0.541214	1.03177	2.24274	7.269869
2140	-6143.709	-6185.808	42.09869	1.218446	31.6488	0.17838	0.533828	1.0285	2.25929	6.849308
2150	-6153	-6178.02	25.01972	1.244762	25.91279	0.183071	0.539712	1.03111	2.24611	7.378848
2160	-6166.183	-6195.464	29.28148	1.962676	29.98185	0.288778	0.650985	1.06903	1.99121	7.273511
2170	-6164.314	-6186.339	22.02509	1.533759	32.65923	0.230491	0.594081	1.05234	2.12308	7.45659
2180	-6145.316	-6186.538	41.22117	1.012354	37.25688	0.139412	0.480434	1.00202	2.37814	6.7707
2190	-6153.181	-6172.855	19.67383	1.450448	27.79013	0.217565	0.580095	1.04737	2.15497	7.610427
2200	-6212.212	-6210.987	-1.224386	1.564353	23.56343	0.235095	0.598929	1.05399	2.11199	8.364936
2210	-6190.818	-6202.9	12.08142	1.562921	28.5624	0.234881	0.598705	1.05391	2.1125	7.875233
2220	-6186.093	-6190.291	4.197657	1.629114	26.23337	0.244596	0.608726	1.05718	2.08949	8.182602
2230	-6201.723	-6199.939	-1.78395	1.847968	23.44399	0.274425	0.637808	1.06567	2.02209	8.384969
2240	-6206.581	-6211.909	5.328006	1.49069	24.99624	0.223881	0.586999	1.04987	2.13925	8.129026
2250	-6177.452	-6196.656	19.20423	1.431897	28.28086	0.214608	0.576814	1.04616	2.16242	7.627054
2260	-6191.434	-6189.144	-2.290209	1.25514	23.43524	0.184903	0.541982	1.0321	2.24101	8.406289
2270	-6175.289	-6188.08	12.7906	1.449603	24.87309	0.217431	0.579947	1.04732	2.1553	7.826752
2280	-6189.981	-6193.11	3.128877	1.427102	30.34607	0.213838	0.575955	1.04584	2.16437	8.132765
2290	-6184.747	-6197.639	12.89173	1.371493	28.19579	0.204771	0.565668	1.04189	2.18767	7.851151
2300	-6197.608	-6196.966	-0.6425236	1.745935	29.06218	0.260939	0.624957	1.06211	2.052	8.304897
2310	-6193.582	-6185.775	-7.807243	1.863632	24.06116	0.276434	0.639682	1.06617	2.01771	8.651605
2320	-6204.031	-6211.588	7.557135	1.916218	30.73771	0.283064	0.645798	1.06774	2.00339	7.973892
2330	-6144.146	-6179.502	35.35582	0.9387023	28.62406	0.124567	0.457519	0.989051	2.42886	7.06123
2340	-6148.337	-6189.267	40.9302	1.583649	26.72922	0.23796	0.601913	1.05498	2.10515	6.80627
2350	-6127.876	-6172.641	44.76449	1.071273	33.27169	0.150952	0.497174	1.01087	2.341	6.754495
2360	-6142.558	-6184.596	42.03809	1.158666	35.71954	0.167483	0.519748	1.02201	2.29076	6.789486
2370	-6160.184	-6202.6	42.41539	1.167577	31.43165	0.169128	0.521913	1.02303	2.28592	6.839963
2380	-6132.141	-6178.006	45.86534	1.217312	33.06143	0.178176	0.533571	1.02839	2.25987	6.723433
2390	-6162.362	-6190.848	28.48599	1.34665	26.11359	0.200632	0.560868	1.03999	2.19851	7.252569
2400	-6147.46	-6200.509	53.04905	1.208377	33.53421	0.176568	0.531528	1.02747	2.26444	6.50433
2410	-6144.14	-6184.857	40.71698	1.261112	32.05154	0.185953	0.543276	1.03266	2.23811	6.89024
2420	-6152.856	-6194.246	41.38996	1.268557	27.27758	0.187257	0.544877	1.03335	2.23452	6.811611
2430	-6153.734	-6190.175	36.44111	1.444307	29.79161	0.21659	0.579016	1.04698	2.15742	7.034119
2440	-6155.596	-6191.486	35.89037	1.327728	28.51743	0.197442	0.557122	1.03847	2.20697	7.040975
2450	-6119.367	-6180.999	61.63252	1.101429	29.88985	0.156736	0.505251	1.01496	2.32305	6.191655
2460	-6171.912	-6207.255	35.34314	0.9306903	29.35424	0.122926	0.45488	0.987494	2.4347	7.068969
2470	-6127.797	-6180.047	52.24989	1.408347	32.74063	0.210811	0.572554	1.04455	2.17208	6.531046
2480	-6176.409	-6183.953	7.543494	1.455897	28.12638	0.218428	0.581047	1.04772	2.1528	8.041979
2490	-6171.55	-6196.736	25.18614	1.416747	28.60217	0.21217	0.574086	1.04513	2.16861	7.416486
2500	-6173.142	-6197.797	24.65483	1.291665	29.58746	0.191273	0.549758	1.03542	2.22355	7.431491
2510	-6190.128	-6209.809	19.68133	1.045147	30.95781	0.145873	0.489913	1.0071	2.35712	7.574616
2520	-6151.882	-6179.285	27.403	1.319391	30.63732	0.196026	0.555446	1.03779	2.21074	7.329523
