Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
475	1	-6161.462	-6179.71	18.24866	1.528383	27.15511	0.229674	0.593214	1.05205	2.12507	7.659133
476	0	-6132.141	-6178.006	45.86534	1.217312	33.06143	0.178176	0.533571	1.02839	2.25987	6.723433
477	1	-6133.714	-6178.501	44.78763	1.38618	32.12074	0.207192	0.568445	1.04297	2.18139	6.76294
478	0	-6162.362	-6190.848	28.48599	1.34665	26.11359	0.200632	0.560868	1.03999	2.19851	7.252569
479	1	-6134.502	-6185.283	50.78118	1.248625	30.22931	0.183754	0.54056	1.03148	2.2442	6.560661
480	0	-6147.46	-6200.509	53.04905	1.208377	33.53421	0.176568	0.531528	1.02747	2.26444	6.50433
481	1	-6141.944	-6183.356	41.41207	1.066019	32.37161	0.149935	0.495734	1.01013	2.3442	6.865887
482	0	-6144.14	-6184.857	40.71698	1.261112	32.05154	0.185953	0.543276	1.03266	2.23811	6.89024
483	1	-6175.156	-6210.144	34.98858	1.234363	31.59629	0.181225	0.537409	1.0301	2.25127	7.074544
484	0	-6152.856	-6194.246	41.38996	1.268557	27.27758	0.187257	0.544877	1.03335	2.23452	6.811611
485	1	-6150.482	-6196.235	45.75301	1.559937	31.79738	0.234435	0.598238	1.05376	2.11357	6.733702
486	0	-6153.734	-6190.175	36.44111	1.444307	29.79161	0.21659	0.579016	1.04698	2.15742	7.034119
487	1	-6138.684	-6181.697	43.01307	0.9587347	31.26415	0.128649	0.463987	0.992811	2.41455	6.821134
488	0	-6155.596	-6191.486	35.89037	1.327728	28.51743	0.197442	0.557122	1.03847	2.20697	7.040975
489	1	-6118.953	-6167.183	48.22982	1.682587	32.61753	0.252201	0.616373	1.05956	2.07187	6.654406
490	0	-6119.367	-6180.999	61.63252	1.101429	29.88985	0.156736	0.505251	1.01496	2.32305	6.191655
491	1	-6175.813	-6201.404	25.59059	1.852012	29.27942	0.274946	0.638294	1.0658	2.02096	7.40154
492	0	-6171.912	-6207.255	35.34314	0.9306903	29.35424	0.122926	0.45488	0.987494	2.4347	7.068969
493	1	-6178.093	-6191.468	13.37497	1.267468	27.13471	0.187067	0.544644	1.03325	2.23504	7.838587
494	0	-6127.797	-6180.047	52.24989	1.408347	32.74063	0.210811	0.572554	1.04455	2.17208	6.531046
495	1	-6153.544	-6176.067	22.5234	1.371714	27.15914	0.204807	0.56571	1.04191	2.18758	7.501767
496	0	-6176.409	-6183.953	7.543494	1.455897	28.12638	0.218428	0.581047	1.04772	2.1528	8.041979
497	1	-6171.64	-6185.304	13.66316	1.298952	27.61055	0.192529	0.55127	1.03606	2.22015	7.827499
498	0	-6171.55	-6196.736	25.18614	1.416747	28.60217	0.21217	0.574086	1.04513	2.16861	7.416486
499	1	-6204.751	-6194.775	-9.975664	1.540354	24.67068	0.23149	0.595138	1.05271	2.12067	8.74288
500	0	-6173.142	-6197.797	24.65483	1.291665	29.58746	0.191273	0.549758	1.03542	2.22355	7.431491
501	1	-6173.022	-6171.94	-1.081638	1.515188	24.51253	0.227659	0.591065	1.0513	2.12997	8.380286
502	0	-6190.128	-6209.809	19.68133	1.045147	30.95781	0.145873	0.489913	1.0071	2.35712	7.574616
503	1	-6185.474	-6178.917	-6.556973	1.457929	24.58759	0.21875	0.581401	1.04785	2.152	8.604011
504	0	-6151.882	-6179.285	27.403	1.319391	30.63732	0.196026	0.555446	1.03779	2.21074	7.329523
505	1	-6171.656	-6180.099	8.442719	1.476863	25.08858	0.221726	0.584659	1.04903	2.14458	8.006409
506	0	-6143.829	-6186.127	42.2982	0.8874024	31.26364	0.113977	0.44008	0.978513	2.46743	6.844001
507	1	-6151.442	-6178.171	26.7295	1.635544	28.96457	0.245522	0.609666	1.05748	2.08733	7.363104
508	0	-6126.758	-6189.419	62.66054	0.9708633	32.37844	0.131104	0.467815	0.994999	2.40608	6.20957
509	1	-6157.549	-6186.639	29.08948	1.124084	28.66507	0.161026	0.511115	1.01786	2.31	7.280386
510	0	-6147.674	-6189.908	42.23397	1.405627	33.74177	0.210369	0.572055	1.04436	2.17321	6.823663
511	1	-6138.56	-6188.369	49.80971	1.169059	32.70715	0.169401	0.522271	1.0232	2.28513	6.605692
512	0	-6150.94	-6189.816	38.876	0.9977626	27.90884	0.136507	0.476078	0.999628	2.38779	6.922621
513	1	-6136.236	-6165.619	29.38271	0.9757683	28.57648	0.132094	0.469345	0.995866	2.40269	7.269593
514	0	-6130.593	-6187.758	57.16486	1.528204	32.12099	0.229647	0.593185	1.05204	2.12513	6.377607
515	1	-6156.925	-6195.69	38.76466	1.522455	30.60117	0.22877	0.592252	1.05171	2.12726	6.958687
516	0	-6145.813	-6186.313	40.49952	0.8425261	28.8444	0.10457	0.423708	0.968076	2.50365	6.885658
517	1	-6165.484	-6179.524	14.03993	1.470372	29.83318	0.220709	0.583549	1.04863	2.14711	7.785156
518	0	-6158.381	-6172.237	13.85684	1.245191	27.45615	0.183147	0.539806	1.03115	2.2459	7.820859
519	1	-6159.712	-6175.209	15.49797	1.411524	24.96271	0.211326	0.573135	1.04477	2.17077	7.721032
520	0	-6175.4	-6183.856	8.456181	1.376807	27.37541	0.205649	0.566678	1.04229	2.18539	8.018237
521	1	-6150.522	-6180.379	29.85735	0.8952224	32.74211	0.115603	0.442823	0.98021	2.46136	7.21495
522	0	-6159.337	-6191.979	32.64229	1.179737	30.38335	0.171362	0.524829	1.0244	2.27941	7.160023
523	1	-6149.425	-6184.155	34.72902	1.437318	26.51615	0.215475	0.577779	1.04652	2.16023	7.030333
524	0	-6178.376	-6202.654	24.27822	1.717562	28.20606	0.257061	0.621173	1.061	2.06077	7.447358
525	1	-6152.254	-6182.117	29.86273	1.477612	31.50663	0.221843	0.584787	1.04908	2.14429	7.238184
526	0	-6142.927	-6175.642	32.71514	1.334963	29.83545	0.198665	0.558564	1.03906	2.20371	7.159167
527	1	-6136.474	-6172.917	36.44289	0.9858569	31.57238	0.134123	0.472459	0.997616	2.3958	7.028739
528	0	-6150.57	-6196.628	46.05784	1.196104	31.05081	0.174346	0.528686	1.02617	2.27079	6.723024
529	1	-6143.049	-6180.326	37.27727	1.35878	29.28516	0.20266	0.563228	1.04093	2.19319	7.002451
530	0	-6150.562	-6177.494	26.93199	1.4691	26.60756	0.220509	0.583331	1.04855	2.14761	7.326857
531	1	-6154.467	-6189.516	35.04847	1.088385	31.2186	0.154244	0.501796	1.01323	2.33073	7.076274
532	0	-6153.747	-6178.667	24.91966	1.471509	29.31947	0.220888	0.583744	1.0487	2.14666	7.42425
533	1	-6152.821	-6188.97	36.14929	1.368912	29.30714	0.204343	0.565176	1.0417	2.18878	7.041144
534	0	-6169.595	-6182.042	12.44686	1.528202	25.46722	0.229646	0.593184	1.05204	2.12513	7.855984
535	1	-6134.549	-6168.926	34.37677	1.212079	28.35213	0.177235	0.532377	1.02785	2.26254	7.091674
536	0	-6177.217	-6190.649	13.43118	1.593176	28.62574	0.239364	0.603365	1.05546	2.10182	7.82716
537	1	-6150.871	-6191.029	40.15774	1.616878	30.46016	0.242826	0.606921	1.05661	2.09365	6.912886
538	0	-6182.841	-6187.398	4.557412	1.441833	25.1234	0.216195	0.578579	1.04681	2.15841	8.161774
539	1	-6149.074	-6185.105	36.03068	1.341344	27.87469	0.199741	0.559825	1.03957	2.20087	7.023804
540	0	-6174.383	-6185.892	11.50909	1.10775	26.37864	0.157938	0.506904	1.01579	2.31937	7.905112
541	1	-6167.671	-6189.465	21.79453	1.44276	28.77518	0.216343	0.578743	1.04688	2.15804	7.534455
542	0	-6146.157	-6162.985	16.828	1.062513	28.2165	0.149256	0.494768	1.00963	2.34634	7.711438
543	1	-6166.991	-6187.115	20.12359	1.299331	27.1632	0.192594	0.551349	1.03609	2.21997	7.590169
544	0	-6179.005	-6178.267	-0.7377209	1.608076	23.41468	0.241545	0.60561	1.05618	2.09666	8.339332
545	1	-6152.469	-6178.698	26.22954	1.857217	29.78287	0.275614	0.638917	1.06597	2.0195	7.376951
546	0	-6164.592	-6174.082	9.490522	1.829876	27.25439	0.272085	0.635611	1.06509	2.02722	7.981176
547	1	-6162.127	-6180.161	18.03423	1.191061	25.38424	0.173429	0.527506	1.02563	2.27343	7.63405
548	0	-6141.898	-6166.818	24.91975	1.665113	28.14549	0.249739	0.613916	1.05881	2.07754	7.424295
549	1	-6150.68	-6187.733	37.05295	1.365878	32.03208	0.20384	0.564595	1.04147	2.1901	7.004781
550	0	-6178.499	-6186.463	7.96349	1.605674	26.32832	0.241195	0.60525	1.05607	2.09749	8.03939
551	1	-6142.571	-6191.531	48.95932	1.065114	33.77147	0.14976	0.495485	1.01	2.34475	6.624048
552	0	-6152.349	-6178.159	25.80948	1.534111	29.81782	0.230544	0.594137	1.05236	2.12295	7.390772
553	1	-6148.062	-6182.852	34.79019	1.339635	30.37216	0.199453	0.559488	1.03943	2.20163	7.089359
554	0	-6155.283	-6197.931	42.64854	1.190697	29.26441	0.173363	0.52742	1.02559	2.27362	6.818711
555	1	-6140.794	-6163.788	22.99382	1.298474	31.26755	0.192447	0.551171	1.03601	2.22037	7.461389
556	0	-6127.974	-6188.657	60.68324	1.209606	34.6656	0.17679	0.53181	1.02759	2.26381	6.274921
557	1	-6138.12	-6180.133	42.01272	0.9757865	27.5212	0.132098	0.469351	0.995869	2.40268	6.797669
558	0	-6146.181	-6184.753	38.57257	1.148426	27.21423	0.165583	0.517231	1.02082	2.29637	6.912748
559	1	-6171.53	-6208.102	36.57192	1.464692	28.44818	0.219816	0.582572	1.04828	2.14933	7.015927
560	0	-6180.137	-6190.158	10.0204	1.113428	23.97601	0.159014	0.508378	1.01652	2.31609	7.907098
561	1	-6175.393	-6201.325	25.93251	1.344312	30.25762	0.200239	0.560409	1.0398	2.19955	7.382348
562	0	-6154.837	-6177.227	22.38926	1.604015	29.1515	0.240953	0.605001	1.05599	2.09806	7.51182
563	1	-6166.858	-6192.548	25.69018	1.50292	31.00925	0.225773	0.589042	1.05059	2.13459	7.379668
564	0	-6166.368	-6192.715	26.34683	1.289959	29.6293	0.190978	0.549402	1.03527	2.22435	7.374054
565	1	-6198.988	-6211.148	12.15929	1.781803	27.018	0.26576	0.629606	1.06343	2.0412	7.883367
566	0	-6148.416	-6184.198	35.78175	1.291035	31.16006	0.191164	0.549626	1.03537	2.22384	7.05322
567	1	-6194.903	-6207.752	12.84939	1.857268	25.82322	0.27562	0.638924	1.06597	2.01949	7.847065
568	0	-6141.54	-6188.589	47.04955	1.43914	32.27376	0.215766	0.578102	1.04664	2.15949	6.69209
569	1	-6209.05	-6201.843	-7.206717	2.353927	26.79069	0.332155	0.688046	1.07676	1.90304	8.60575
570	0	-6147.634	-6181.746	34.11239	1.220909	30.39412	0.178822	0.534387	1.02875	2.25804	7.1116
571	1	-6183.963	-6193.966	10.00345	1.595814	26.4455	0.239751	0.603765	1.05559	2.1009	7.962518
572	0	-6155.479	-6187.517	32.03795	1.551688	29.52117	0.233198	0.59694	1.05332	2.11654	7.181892
573	1	-6171.648	-6176.27	4.621739	1.475461	25.48408	0.221507	0.58442	1.04895	2.14513	8.1634
574	0	-6164.77	-6215.621	50.8504	1.036345	29.50475	0.144148	0.48741	1.00577	2.36267	6.544264
575	1	-6170.377	-6185.49	15.11304	1.266379	24.98186	0.186876	0.54441	1.03315	2.23557	7.737091
576	0	-6152.365	-6185.229	32.86389	1.390449	29.29669	0.207892	0.569244	1.04328	2.17958	7.153203
577	1	-6161.842	-6177.712	15.86982	1.43687	29.2179	0.215403	0.5777	1.04649	2.16041	7.734479
578	0	-6165.459	-6193.99	28.53116	1.636103	30.46972	0.245603	0.609747	1.05751	2.08714	7.294488
579	1	-6144.789	-6169.758	24.96901	1.610482	30.60987	0.241896	0.60597	1.0563	2.09583	7.409379
580	0	-6195.633	-6195.378	-0.2549939	1.51271	26.69543	0.227279	0.590658	1.05116	2.1309	8.347542
581	1	-6170.064	-6177.593	7.52848	1.438075	25.35657	0.215596	0.577914	1.04657	2.15992	8.047499
582	0	-6173.872	-6172.476	-1.39681	1.645426	24.44084	0.246939	0.611099	1.05793	2.08403	8.392104
583	1	-6170.52	-6173.05	2.53007	1.725758	28.14122	0.258187	0.622276	1.06133	2.05821	8.21989
584	0	-6167.328	-6184.68	17.35219	1.725392	28.89798	0.258137	0.622227	1.06131	2.05833	7.687586
585	1	-6168.269	-6176.952	8.682608	1.352148	26.16926	0.201553	0.561942	1.04041	2.19609	8.011279
586	0	-6156.692	-6184.164	27.47253	1.635734	29.61111	0.24555	0.609694	1.05749	2.08727	7.336148
587	1	-6176.819	-6179.666	2.847212	1.285956	26.21117	0.190286	0.548564	1.03492	2.22623	8.23415
588	0	-6177.971	-6194.642	16.67039	1.678	27.62577	0.251557	0.615732	1.05936	2.07335	7.718589
589	1	-6171.115	-6191.052	19.93772	1.554114	28.76471	0.233562	0.597323	1.05345	2.11567	7.599052
590	0	-6149.618	-6172.103	22.48551	1.441758	27.45215	0.216183	0.578566	1.04681	2.15844	7.506548
591	1	-6171.18	-6182.672	11.49205	1.719091	28.70593	0.257271	0.62138	1.06106	2.06029	7.893629
592	0	-6177.037	-6195.998	18.96187	1.576219	25.56316	0.23686	0.60077	1.0546	2.10777	7.603103
593	1	-6161.053	-6181.472	20.41937	1.762437	29.87167	0.263168	0.627114	1.06273	2.04699	7.570758
594	0	-6182.789	-6198.113	15.32391	1.067017	28.52879	0.150128	0.496008	1.01027	2.34359	7.762051
595	1	-6160.999	-6198.821	37.82217	1.260763	31.63699	0.185892	0.543201	1.03263	2.23828	6.984531
596	0	-6163.14	-6178.235	15.09458	1.363799	26.9366	0.203495	0.564196	1.04131	2.191	7.774293
597	1	-6147.593	-6172.974	25.38048	1.575709	30.23269	0.236784	0.600692	1.05457	2.10795	7.400889
598	0	-6157.781	-6174.922	17.14136	1.201417	26.30202	0.17531	0.529921	1.02674	2.26803	7.690365
599	1	-6148.661	-6182.748	34.08751	1.165963	30.68794	0.168831	0.521523	1.02285	2.2868	7.111062
600	0	-6121.352	-6166.987	45.63551	1.388548	28.91518	0.207581	0.568889	1.04315	2.18038	6.709253
601	1	-6163.17	-6176.092	12.92173	1.483261	26.65696	0.222725	0.585746	1.04942	2.14211	7.853723
602	0	-6182.364	-6210.007	27.6432	1.161679	28.27564	0.16804	0.520483	1.02236	2.28912	7.328616
603	1	-6178.213	-6196.015	17.8028	1.579817	31.31301	0.237393	0.601324	1.05478	2.1065	7.626206
604	0	-6184.731	-6188.824	4.093032	1.457257	25.43688	0.218643	0.581284	1.04781	2.15226	8.183743
605	1	-6142.09	-6179.822	37.73287	1.075631	33.86609	0.151793	0.498361	1.01148	2.33836	6.95457
606	0	-6180.419	-6182.523	2.10393	1.465052	24.93036	0.219873	0.582634	1.0483	2.14919	8.257177
607	1	-6151.856	-6173.241	21.3844	1.467971	28.27757	0.220332	0.583137	1.04848	2.14805	7.549965
608	0	-6203.75	-6193.49	-10.26042	1.985176	22.43712	0.291499	0.653428	1.06961	1.98546	8.719543
609	1	-6144.495	-6177.189	32.69337	1.22708	30.70867	0.179926	0.535779	1.02937	2.25492	7.156342
610	0	-6196.667	-6179.906	-16.76144	1.500519	23.8072	0.225403	0.588643	1.05045	2.1355	9.024533
611	1	-6149.766	-6184.959	35.19314	1.024026	28.29608	0.141723	0.483856	1.00387	2.37055	7.061951
612	0	-6195.439	-6183.907	-11.53209	1.328943	22.82206	0.197648	0.557365	1.03857	2.20642	8.788055
613	1	-6172.945	-6189.55	16.60512	1.545354	26.13232	0.232244	0.595936	1.05298	2.11884	7.707879
614	0	-6185.719	-6188.348	2.629331	1.290169	25.59661	0.191014	0.549446	1.03529	2.22425	8.242168
615	1	-6158.661	-6178.569	19.90782	1.375088	27.874	0.205365	0.566352	1.04216	2.18612	7.602207
616	0	-6172.731	-6193.29	20.559	1.841349	26.88649	0.273572	0.637008	1.06546	2.02396	7.570747
617	1	-6170.06	-6192.488	22.42714	1.091973	27.27402	0.154931	0.502752	1.01371	2.3286	7.506749
618	0	-6172.129	-6181.958	9.829451	1.829669	24.57961	0.272058	0.635586	1.06508	2.02728	7.93731
619	1	-6138.655	-6169.263	30.60757	1.390472	30.09184	0.207896	0.569249	1.04328	2.17957	7.228776
620	0	-6192.833	-6194.107	1.273891	1.364465	30.18133	0.203605	0.564324	1.04136	2.19071	8.200211
621	1	-6148.998	-6174.439	25.4407	1.533764	27.67157	0.230492	0.594082	1.05234	2.12308	7.40165
622	0	-6177.027	-6192.81	15.78229	1.732055	26.618	0.259049	0.623118	1.06157	2.05626	7.74601
623	1	-6153.058	-6185.818	32.75961	1.333543	28.7528	0.198426	0.558281	1.03894	2.20435	7.153193
624	0	-6214.359	-6199.705	-14.65325	1.797707	25.95207	0.26787	0.63162	1.06399	2.03652	8.908861
625	1	-6126.574	-6166.347	39.77333	1.066227	31.95556	0.149976	0.495791	1.01016	2.34407	6.920513
626	0	-6202.822	-6197.069	-5.752116	1.343744	21.62715	0.200144	0.560298	1.03976	2.1998	8.472827
627	1	-6146.335	-6186.494	40.15926	1.165437	33.86027	0.168734	0.521395	1.02279	2.28708	6.88303
628	0	-6187.937	-6187.753	-0.1840823	1.503972	27.56508	0.225935	0.589216	1.05065	2.13419	8.329994
629	1	-6136.925	-6184.377	47.45199	1.249055	30.40606	0.18383	0.540655	1.03152	2.24399	6.672843
630	0	-6196.271	-6198.69	2.418461	1.208679	28.5596	0.176622	0.531597	1.0275	2.26428	8.213616
631	1	-6153.339	-6174.843	21.5043	1.227482	29.09095	0.179998	0.53587	1.02941	2.25472	7.542639
632	0	-6143.933	-6164.684	20.75093	1.790184	31.1073	0.266874	0.630671	1.06373	2.03873	7.536784
633	1	-6172.404	-6188.258	15.85482	1.165209	25.84825	0.168692	0.52134	1.02277	2.2872	7.731208
634	0	-6149.586	-6172.267	22.68152	1.754208	25.93376	0.262059	0.626043	1.06242	2.04948	7.469711
635	1	-6171.104	-6176.173	5.068063	1.647501	24.36256	0.247235	0.611399	1.05803	2.08334	8.125514
636	0	-6163.003	-6186.891	23.8882	1.736302	27.96232	0.259628	0.623683	1.06174	2.05495	7.459992
637	1	-6159.06	-6190.669	31.6088	1.299876	29.52797	0.192688	0.551461	1.03614	2.21972	7.196434
638	0	-6154.793	-6175.766	20.97209	1.673283	27.91915	0.250893	0.61507	1.05916	2.07488	7.564165
639	1	-6160.975	-6173.057	12.08156	1.489566	24.28647	0.223706	0.58681	1.0498	2.13968	7.834608
640	0	-6187.93	-6185.772	-2.158288	1.736758	25.42427	0.259691	0.623744	1.06175	2.05481	8.42951
641	1	-6156.912	-6169.82	12.90828	1.08585	26.18797	0.153758	0.501118	1.01289	2.33224	7.85003
642	0	-6177.322	-6184.509	7.186817	2.04459	27.7556	0.29854	0.659673	1.07107	1.97072	8.060225
643	1	-6192.798	-6182.354	-10.44371	1.300969	23.64811	0.192876	0.551687	1.03623	2.21921	8.757342
644	0	-6160.094	-6184.951	24.85627	1.457977	28.51006	0.218757	0.581409	1.04786	2.15198	7.427886
645	1	-6173.574	-6188.315	14.74092	1.773363	25.45124	0.264634	0.628525	1.06313	2.04371	7.765505
646	0	-6138.605	-6173.443	34.83835	1.092505	30.30039	0.155033	0.502893	1.01378	2.32829	7.087936
647	1	-6145.05	-6170.412	25.36193	1.600284	29.343	0.240407	0.60444	1.05581	2.09935	7.409051
648	0	-6170.884	-6206.966	36.08238	1.465396	27.6575	0.219927	0.582693	1.04832	2.14906	7.016724
649	1	-6167.618	-6192.156	24.5379	1.746835	28.28082	0.261061	0.625076	1.06214	2.05172	7.438457
650	0	-6181.49	-6191.425	9.935182	1.219942	26.13361	0.178648	0.534168	1.02865	2.25853	7.963127
651	1	-6156.919	-6191.802	34.88321	1.281518	26.93105	0.189516	0.547631	1.03452	2.22833	7.039472
652	0	-6155.802	-6183.321	27.51975	1.638331	29.40646	0.245922	0.610071	1.05761	2.0864	7.33534
653	1	-6162.891	-6193.203	30.31174	1.07289	28.60139	0.151264	0.497615	1.0111	2.34002	7.237277
654	0	-6145.584	-6172.705	27.12095	1.547376	28.07654	0.232549	0.596257	1.05309	2.11811	7.345487
655	1	-6167.824	-6184.229	16.40545	1.717446	29.73355	0.257045	0.621158	1.061	2.0608	7.707717
656	0	-6145.627	-6168.311	22.6845	1.315521	27.99611	0.195367	0.554663	1.03746	2.21251	7.50319
657	1	-6144.994	-6173.155	28.16119	1.573238	26.71117	0.236418	0.60031	1.05445	2.10882	7.283506
658	0	-6182.901	-6190.701	7.799996	1.369572	31.18244	0.204453	0.565302	1.04175	2.1885	7.950413
659	1	-6148.417	-6174.514	26.09755	1.81838	26.85686	0.270587	0.634198	1.0647	2.03051	7.364104
660	0	-6175.344	-6186.916	11.57195	1.50668	30.1824	0.226353	0.589665	1.05081	2.13317	7.858976
661	1	-6173.331	-6199.109	25.77856	1.739001	29.15346	0.259996	0.624041	1.06184	2.05412	7.395549
662	0	-6175.998	-6186.435	10.43714	1.441782	24.62828	0.216187	0.57857	1.04681	2.15843	7.914145
663	1	-6142.122	-6163.966	21.84358	1.53123	29.0639	0.230107	0.593673	1.0522	2.12402	7.531162
664	0	-6174.879	-6176.887	2.007795	1.463435	24.66619	0.219618	0.582355	1.0482	2.14983	8.257067
665	1	-6171.2	-6194.626	23.42643	1.395354	25.6792	0.208695	0.570158	1.04364	2.17751	7.432608
666	0	-6159.776	-6175.551	15.77487	1.804341	32.3511	0.268745	0.632453	1.06422	2.03458	7.658544
667	1	-6143.715	-6171.865	28.14964	1.342369	28.92065	0.199913	0.560027	1.03965	2.20041	7.313994
668	0	-6183.314	-6191.717	8.403587	1.478066	26.10907	0.221914	0.584864	1.04911	2.14411	8.021581
669	1	-6153.297	-6179.377	26.08037	1.649031	28.11412	0.247454	0.611619	1.05809	2.08283	7.382833
670	0	-6168.442	-6182.304	13.86295	1.446937	24.69361	0.217008	0.579479	1.04715	2.15637	7.77744
671	1	-6133.038	-6176.028	42.99003	1.252678	33.68248	0.18447	0.541446	1.03187	2.24222	6.802145
672	0	-6170.47	-6184.98	14.51011	1.361391	25.57102	0.203094	0.563732	1.04113	2.19205	7.777431
673	1	-6148.173	-6194.11	45.93679	0.8124313	33.05211	0.0982011	0.412091	0.960341	2.52937	6.721355
674	0	-6187.225	-6194.205	6.979466	1.579634	26.04198	0.237366	0.601296	1.05477	2.10656	8.07581
675	1	-6156.87	-6185.561	28.69107	1.686237	27.84519	0.252712	0.616881	1.05971	2.07069	7.286715
676	0	-6199.248	-6203.811	4.563563	1.443412	23.98143	0.216447	0.578858	1.04692	2.15778	8.134874
677	1	-6142.536	-6187.639	45.10349	1.031417	34.29968	0.143179	0.485995	1.00502	2.36581	6.730467
678	0	-6178.788	-6190.94	12.15202	1.614687	26.72478	0.242508	0.606596	1.0565	2.09439	7.882908
679	1	-6125.973	-6172.731	46.75767	1.153	30.99246	0.166433	0.51836	1.02135	2.29385	6.700186
680	0	-6171.571	-6188.624	17.05332	1.46245	28.07675	0.219463	0.582185	1.04814	2.15021	7.704064
681	1	-6116.228	-6167.548	51.31943	1.115604	31.27707	0.159426	0.50894	1.01679	2.31484	6.555554
682	0	-6149.45	-6165.195	15.74558	1.469407	28.0767	0.220558	0.583384	1.04857	2.14749	7.750641
683	1	-6182.27	-6197.08	14.81018	2.151809	30.37118	0.310747	0.670243	1.07336	1.94565	7.747222
684	0	-6141.291	-6177.74	36.44871	1.740318	30.82145	0.260175	0.624216	1.06189	2.05372	7.03363
685	1	-6155.145	-6186.1	30.955	1.21727	28.04728	0.178169	0.533561	1.02838	2.25989	7.208517
686	0	-6164.13	-6199.241	35.11078	1.204082	31.11862	0.175792	0.530538	1.02702	2.26665	7.075075
687	1	-6156.745	-6189.709	32.96426	1.134097	29.95413	0.162907	0.513654	1.0191	2.30434	7.150717
688	0	-6145.429	-6190.82	45.39107	1.043643	32.17125	0.145579	0.489488	1.00687	2.35806	6.743947
689	1	-6157.363	-6200.632	43.26864	1.08623	32.43467	0.153831	0.50122	1.01294	2.33201	6.808049
690	0	-6169.697	-6189.539	19.84192	1.491579	28.24933	0.224019	0.587149	1.04992	2.13891	7.604569
691	1	-6173.922	-6202.101	28.17879	1.258	31.17479	0.185407	0.542603	1.03237	2.23962	7.296994
692	0	-6156.18	-6187.734	31.55456	1.531183	29.35542	0.2301	0.593666	1.0522	2.12403	7.198035
693	1	-6143.353	-6187.134	43.78091	1.301148	33.0073	0.192907	0.551724	1.03625	2.21912	6.787066
694	0	-6152.839	-6179.528	26.6894	1.032703	28.61245	0.143433	0.486365	1.00521	2.36499	7.363961
695	1	-6147.38	-6181.32	33.9401	1.2355	32.9307	0.181427	0.537662	1.03021	2.2507	7.086701
696	0	-6154.641	-6202.71	48.0693	0.9159514	27.85625	0.119894	0.449945	0.984547	2.44561	6.591214
697	1	-6146.551	-6191.435	44.8839	1.050133	29.96582	0.146847	0.491319	1.00783	2.354	6.752927
698	0	-6180.463	-6202.036	21.57309	1.215864	31.18382	0.177916	0.533241	1.02824	2.2606	7.508689
699	1	-6143.432	-6188.991	45.5585	1.181462	34.15556	0.171677	0.525239	1.02459	2.2785	6.71939
700	0	-6167.747	-6194.554	26.80727	1.22961	29.53735	0.180378	0.536347	1.02963	2.25365	7.358999
701	1	-6166.682	-6190.412	23.73022	1.137704	27.89563	0.163582	0.51456	1.01953	2.30232	7.465222
702	0	-6188.611	-6195.606	6.994895	1.72647	28.21767	0.258284	0.622372	1.06135	2.05799	8.059905
703	1	-6167.447	-6194.892	27.44409	1.159508	27.49601	0.167638	0.519954	1.02211	2.2903	7.326632
704	0	-6173.88	-6192.64	18.76057	1.387348	28.97764	0.207384	0.568664	1.04306	2.18089	7.638105
705	1	-6173.177	-6180.756	7.579477	1.608677	23.21743	0.241633	0.6057	1.05621	2.09645	7.973852
706	0	-6186.857	-6198.892	12.03505	1.482795	28.63605	0.222652	0.585667	1.0494	2.14229	7.875778
707	1	-6207.491	-6200.481	-7.010071	1.383419	26.42044	0.206738	0.567927	1.04277	2.18256	8.606355
708	0	-6167.442	-6194.251	26.80967	1.537284	27.11578	0.231025	0.594647	1.05254	2.12179	7.343105
709	1	-6184.391	-6189.315	4.924052	1.298831	29.55374	0.192508	0.551245	1.03605	2.2202	8.099372
710	0	-6156.005	-6180.59	24.58516	1.449871	29.25006	0.217474	0.579994	1.04734	2.1552	7.436032
711	1	-6209.601	-6203.643	-5.958321	1.485612	22.82131	0.223091	0.586144	1.04957	2.1412	8.543799
712	0	-6183.466	-6195.007	11.54091	1.436851	25.89058	0.2154	0.577696	1.04649	2.16042	7.898703
713	1	-6198.29	-6184.614	-13.67572	1.819586	24.29223	0.270744	0.634347	1.06474	2.03017	8.89515
714	0	-6205.089	-6207.132	2.043575	1.645161	29.42045	0.246901	0.611061	1.05792	2.08412	8.201232
715	1	-6183.891	-6189.617	5.725683	1.726714	24.18857	0.258318	0.622405	1.06136	2.05791	8.09332
716	0	-6201.408	-6195.077	-6.330863	1.690606	28.02064	0.253323	0.617487	1.0599	2.06929	8.538791
717	1	-6182.572	-6191.159	8.586987	1.513248	30.7683	0.227362	0.590747	1.05119	2.1307	7.939374
718	0	-6217.494	-6210.978	-6.515663	1.320481	25.84053	0.196212	0.555666	1.03788	2.21025	8.596759
719	1	-6206.141	-6212.453	6.312278	2.174152	26.18262	0.313213	0.672341	1.07379	1.94065	8.101889
720	0	-6176.87	-6185.82	8.950578	1.365174	28.80805	0.203723	0.56446	1.04141	2.1904	7.980155
721	1	-6204.344	-6201.118	-3.226385	1.517738	24.23101	0.22805	0.591482	1.05145	2.12902	8.464086
722	0	-6187.806	-6208.445	20.63894	1.758524	29.20767	0.262641	0.626606	1.06258	2.04817	7.571349
