Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
530	-979.8241	-1047.667	67.8427	63701.84	34.53248	0.994968	0.998709	1.00128	1.00504	2.439974
540	-984.3323	-1030.914	46.58142	78777.33	31.45354	0.995475	0.99884	1.00115	1.00453	3.086352
550	-1018.307	-1041.358	23.05142	25720.34	22.37239	0.992085	0.997965	1.00201	1.00794	3.994951
560	-990.576	-1020.285	29.70872	99463.75	25.06333	0.995972	0.998968	1.00103	1.00403	3.718508
570	-986.2808	-1026.651	40.3706	95934.94	30.17792	0.995899	0.998949	1.00105	1.00411	3.297999
580	-977.9688	-1032.786	54.81675	74266.1	32.25888	0.99534	0.998805	1.00119	1.00467	2.825041
590	-996.3213	-1035.037	38.71607	42921.67	24.58437	0.993871	0.998426	1.00156	1.00614	3.352334
600	-993.1525	-1026.078	32.92581	11082.81	25.76384	0.987952	0.99689	1.00306	1.0121	3.590882
610	-984.6321	-1026.969	42.33637	31807.9	28.50091	0.992882	0.998171	1.00181	1.00714	3.240264
620	-988.2515	-1033.756	45.50451	43217.11	27.22383	0.993892	0.998432	1.00156	1.00612	3.121931
630	-974.7315	-1023.763	49.03145	55730.55	32.54779	0.994621	0.99862	1.00137	1.00539	3.002509
640	-984.5936	-1046.754	62.16071	25414.52	34.81263	0.992038	0.997952	1.00203	1.00798	2.604459
650	-980.6599	-1039.573	58.91283	60689.22	36.70325	0.994845	0.998677	1.00131	1.00516	2.688254
660	-974.25	-1031.096	56.84621	58480.43	30.30133	0.994749	0.998653	1.00134	1.00526	2.753091
670	-967.0099	-1020.048	53.03807	34595.63	30.96549	0.993174	0.998246	1.00174	1.00684	2.880651
680	-985.1496	-1038.134	52.98409	20145.69	33.53735	0.991059	0.997698	1.00227	1.00897	2.876782
690	-994.7049	-1030.349	35.64362	20924.06	27.99918	0.991226	0.997742	1.00223	1.0088	3.479415
700	-995.897	-1038.836	42.93884	71791.11	29.13967	0.99526	0.998784	1.00121	1.00475	3.217956
710	-1008.582	-1045.648	37.06541	59282.42	27.83431	0.994784	0.998662	1.00133	1.00523	3.429547
720	-992.055	-1037.927	45.87236	99263.14	25.70888	0.995968	0.998967	1.00103	1.00404	3.087347
730	-993.3153	-1031.49	38.17502	92073.06	24.39322	0.995814	0.998927	1.00107	1.00419	3.371312
740	-991.4693	-1038.453	46.98332	90894.79	27.72325	0.995787	0.99892	1.00107	1.00422	3.072352
750	-988.6687	-1031.58	42.91083	46341.47	26.58001	0.994101	0.998486	1.0015	1.00591	3.212634
760	-1003.829	-1040.056	36.22699	26459.15	23.99409	0.992196	0.997993	1.00199	1.00783	3.445213
770	-983.4475	-1031.218	47.77096	57694.22	31.60886	0.994713	0.998643	1.00135	1.0053	3.047687
780	-1008.908	-1048.394	39.48532	33925.62	25.94071	0.993107	0.998229	1.00175	1.00691	3.337752
790	-980.4629	-1041.608	61.14469	68995.03	32.40982	0.995165	0.99876	1.00123	1.00484	2.629676
800	-987.0487	-1034.34	47.29132	20898.22	32.90726	0.991221	0.997741	1.00223	1.00881	3.052782
810	-984.3226	-1036.291	51.96825	28210.25	31.55164	0.992442	0.998057	1.00192	1.00758	2.914978
820	-994.9849	-1034.686	39.7011	12630.83	32.25482	0.988713	0.997089	1.00287	1.01133	3.293675
830	-1021.368	-1046.518	25.14997	54937.26	27.11123	0.994582	0.99861	1.00138	1.00543	3.871678
840	-980.3543	-1021.186	40.83179	62523.07	26.51066	0.994921	0.998697	1.00129	1.00509	3.290425
850	-987.7387	-1036.228	48.48971	13776.33	31.7454	0.989191	0.997213	1.00275	1.01085	3.024248
860	-1002.389	-1038.878	36.48943	91330.35	31.8355	0.995797	0.998923	1.00107	1.00421	3.400705
870	-986.4391	-1032.409	45.97012	13877.67	32.38588	0.989231	0.997223	1.00274	1.01081	3.09811
880	-992.8622	-1025.641	32.77898	86246.6	26.12824	0.995675	0.998891	1.0011	1.00433	3.595773
890	-983.9268	-1028.29	44.36308	708.1738	32.27564	0.952647	0.9874	1.01179	1.04816	3.148918
900	-987.7133	-1030.702	42.98826	99329.72	26.9666	0.99597	0.998967	1.00103	1.00404	3.21278
910	-989.2764	-1031.883	42.60625	65802.58	30.22814	0.995049	0.99873	1.00126	1.00496	3.223564
920	-984.6098	-1026.252	41.64218	30346.58	23.69885	0.992713	0.998127	1.00185	1.00731	3.211448
930	-996.7619	-1044.041	47.27947	39294.7	27.78419	0.993595	0.998355	1.00163	1.00642	3.062181
940	-977.4465	-1032.823	55.37623	51007.12	31.8035	0.994377	0.998557	1.00143	1.00563	2.807401
950	-999.8116	-1036.842	37.03007	23769.02	25.64355	0.991767	0.997882	1.00209	1.00826	3.430912
960	-976.4163	-1028.862	52.44622	87645.91	37.19606	0.99571	0.9989	1.00109	1.0043	2.858622
970	-997.6385	-1039.216	41.5775	99311.44	30.06157	0.995969	0.998967	1.00103	1.00404	3.258926
980	-983.3798	-1025.313	41.93315	63027.88	24.01774	0.994941	0.998702	1.00129	1.00507	3.208021
990	-989.9713	-1032.371	42.39957	43479.33	22.00989	0.993911	0.998436	1.00155	1.0061	3.112982
1000	-996.2611	-1037.857	41.59541	30852.72	28.49845	0.992773	0.998142	1.00184	1.00725	3.266267
1010	-984.0548	-1031.669	47.6146	23754.38	36.88944	0.991765	0.997881	1.00209	1.00826	2.993255
1020	-988.3672	-1030.199	41.83141	21703.29	30.56816	0.991385	0.997783	1.00219	1.00864	3.246325
1030	-979.239	-1029.685	50.44625	18798.28	31.62717	0.990744	0.997617	1.00235	1.00929	2.962995
1040	-986.9304	-1030.041	43.1107	79094.54	34.7659	0.995484	0.998842	1.00115	1.00452	3.152432
1050	-984.5711	-1032.298	47.72639	9077.003	25.20923	0.98669	0.996561	1.00338	1.01337	3.003438
1060	-994.315	-1036.439	42.12426	18581.57	27.73526	0.990691	0.997603	1.00237	1.00934	3.247644
1070	-995.6759	-1030.524	34.84791	81016.78	26.4806	0.995538	0.998856	1.00114	1.00447	3.516204
1080	-1014.051	-1035.261	21.20985	25541.34	21.38791	0.992058	0.997957	1.00202	1.00796	4.070051
1090	-993.9742	-1036.682	42.70781	92638.55	30.77501	0.995827	0.99893	1.00106	1.00418	3.21594
1100	-1011.097	-1041.585	30.48885	39921.77	27.26974	0.993645	0.998368	1.00162	1.00637	3.672967
1110	-984.1589	-1024.143	39.98432	36774.88	25.17663	0.993379	0.998299	1.00169	1.00664	3.310111
1120	-991.0232	-1026.222	35.19901	70319.47	26.62868	0.995211	0.998772	1.00122	1.0048	3.502667
1130	-997.0973	-1024.201	27.10403	22938.53	20.32511	0.99162	0.997844	1.00213	1.00841	3.760093
1140	-1019.799	-1049.172	29.37259	43944.76	20.33298	0.993943	0.998445	1.00154	1.00607	3.648836
1150	-1003.693	-1035.404	31.71094	45673.39	28.34122	0.994059	0.998475	1.00151	1.00595	3.615328
1160	-997.3194	-1035.647	38.32728	31047.61	30.12081	0.992795	0.998148	1.00183	1.00722	3.366369
1170	-979.3938	-1020.622	41.22853	54266.44	30.9926	0.994549	0.998601	1.00139	1.00546	3.261739
1180	-973.6788	-1018.717	45.03823	92773.75	26.1672	0.99583	0.998931	1.00106	1.00418	3.127148
1190	-995.3878	-1029.7	34.3127	97739.23	30.7577	0.995937	0.998959	1.00104	1.00407	3.489032
1200	-994.2635	-1027.26	32.9967	96723.49	27.79299	0.995916	0.998953	1.00104	1.00409	3.576152
1210	-989.8057	-1035.596	45.79061	7193.471	27.78286	0.985053	0.996132	1.00379	1.01503	3.115759
1220	-998.7476	-1032.857	34.10932	99144.57	27.93862	0.995966	0.998966	1.00103	1.00404	3.534789
1230	-1003.528	-1039.224	35.69559	9926.55	28.98293	0.987271	0.996713	1.00323	1.01279	3.468304
1240	-996.3562	-1033.831	37.47476	80907.76	29.9169	0.995535	0.998855	1.00114	1.00447	3.397149
1250	-981.6034	-1020.997	39.39404	17016.41	30.23733	0.990273	0.997494	1.00247	1.00976	3.329732
1260	-1003.271	-1034.982	31.71086	87250.58	22.13977	0.9957	0.998898	1.0011	1.00431	3.602107
1270	-976.253	-1019.399	43.14615	77570.04	28.67353	0.99544	0.998831	1.00116	1.00457	3.211738
1280	-995.2709	-1022.586	27.31494	65784.79	30.52935	0.995048	0.99873	1.00126	1.00496	3.722162
1290	-980.0259	-1027.893	47.86714	77750.28	27.9995	0.995445	0.998832	1.00116	1.00456	3.04285
1300	-1020.561	-1049.412	28.85021	74527.72	22.61449	0.995348	0.998807	1.00119	1.00466	3.739789
1310	-979.6492	-1030.281	50.63204	50195.4	28.74552	0.994332	0.998545	1.00144	1.00568	2.951236
1320	-996.4995	-1029.665	33.1655	39306.99	26.70381	0.993596	0.998355	1.00163	1.00642	3.578634
1330	-1008.22	-1038.056	29.83532	33814.8	26.07387	0.993096	0.998226	1.00176	1.00692	3.708835
1340	-997.8978	-1048.108	50.20974	41210.39	33.28303	0.993745	0.998394	1.00159	1.00627	2.961464
1350	-980.8289	-1039.407	58.57772	24685.55	31.00552	0.991921	0.997922	1.00205	1.0081	2.702049
1360	-985.6135	-1028.987	43.37394	6309.33	27.62584	0.984043	0.995867	1.00404	1.01605	3.202184
1370	-999.1885	-1037.121	37.93249	1520.609	25.92663	0.967594	0.991487	1.00814	1.03278	3.397536
1380	-996.433	-1038.106	41.67348	64776.26	29.38243	0.99501	0.99872	1.00127	1.005	3.260171
1390	-975.1421	-1016.223	41.08061	41849.23	25.21473	0.993793	0.998406	1.00158	1.00622	3.267146
1400	-977.8715	-1028.094	50.22289	95886.13	30.72121	0.995898	0.998949	1.00105	1.00411	2.971776
1410	-959.2012	-1014.328	55.12665	50325.26	34.96835	0.99434	0.998547	1.00144	1.00567	2.805506
1420	-993.7852	-1032.83	39.04474	69595.56	27.4499	0.995186	0.998765	1.00123	1.00482	3.359125
1430	-974.4531	-1020.204	45.75059	70270.92	29.67064	0.995209	0.998771	1.00122	1.0048	3.121059
1440	-992.3024	-1028.906	36.60382	98602.13	25.33106	0.995955	0.998963	1.00103	1.00405	3.445581
1450	-985.7066	-1041.273	55.56667	48402.3	34.24789	0.994228	0.998518	1.00147	1.00578	2.796919
1460	-982.047	-1036.816	54.76901	13382.7	36.28289	0.989034	0.997172	1.00279	1.01101	2.80513
1470	-995.8994	-1045.644	49.7451	6056.098	33.21694	0.983714	0.995781	1.00412	1.01638	2.975938
1480	-997.2626	-1033.715	36.45216	38533.01	25.43352	0.993532	0.998339	1.00165	1.00648	3.452253
1490	-1001.568	-1034.486	32.91794	81973.92	24.89331	0.995564	0.998863	1.00113	1.00444	3.589829
1500	-999.6058	-1036.845	37.23872	79682.73	26.40637	0.995501	0.998846	1.00115	1.00451	3.4258
1510	-1003.446	-1035.354	31.9076	81505.62	26.71536	0.995551	0.998859	1.00113	1.00446	3.625656
1520	-994.3714	-1023.614	29.24274	72027.63	26.61238	0.995268	0.998786	1.00121	1.00474	3.726518
1530	-1008.212	-1038.427	30.21575	12013.14	24.43108	0.988427	0.997014	1.00294	1.01162	3.69772
1540	-993.5342	-1032.815	39.28088	92324.4	25.10811	0.99582	0.998928	1.00107	1.00419	3.337178
1550	-980.8067	-1036.204	55.39722	45772.89	32.6466	0.994065	0.998476	1.00151	1.00595	2.806832
1560	-988.6	-1030.756	42.15635	87657.37	22.82345	0.99571	0.9989	1.00109	1.0043	3.159805
1570	-969.2437	-1026.132	56.8885	68789.42	29.26535	0.995158	0.998758	1.00123	1.00485	2.740881
1580	-974.8387	-1030.985	56.14594	52509.07	32.15679	0.994458	0.998578	1.00141	1.00555	2.783748
1590	-975.142	-1028.141	52.99874	22168.28	33.76274	0.991476	0.997807	1.00217	1.00855	2.875052
1600	-980.9457	-1025.665	44.71965	85907.17	28.39458	0.995667	0.998889	1.0011	1.00434	3.156443
1610	-979.326	-1036.189	56.86283	33339.28	30.86478	0.993047	0.998213	1.00177	1.00697	2.756545
1620	-992.1467	-1040.94	48.79368	44795.36	26.98905	0.994001	0.99846	1.00153	1.00601	2.997829
1630	-988.5618	-1031.367	42.8055	71747.94	26.21822	0.995259	0.998784	1.00121	1.00475	3.213039
1640	-990.6256	-1039.005	48.37929	20432.69	31.5639	0.991122	0.997715	1.00226	1.00891	3.028666
1650	-990.9606	-1026.598	35.63696	73946.78	26.04095	0.99533	0.998802	1.00119	1.00468	3.486282
1660	-985.5855	-1027.354	41.76848	48068.74	26.97349	0.994208	0.998513	1.00147	1.0058	3.258048
1670	-993.7063	-1031.669	37.96236	43065.28	24.13731	0.993881	0.998429	1.00156	1.00613	3.375604
1680	-993.6391	-1035.021	41.38212	14943.78	28.03317	0.989621	0.997325	1.00264	1.01042	3.274447
1690	-968.4909	-1023.904	55.4134	19974.33	36.72129	0.991021	0.997689	1.00228	1.00901	2.78343
1700	-976.148	-1023.61	47.46155	46648.68	30.25553	0.994121	0.998491	1.0015	1.00589	3.062892
1710	-982.4833	-1026.797	44.31326	12078.61	32.57397	0.988458	0.997022	1.00293	1.01159	3.147175
1720	-993.8636	-1029.395	35.5317	55673.03	32.79419	0.994618	0.998619	1.00137	1.00539	3.412405
1730	-999.0233	-1035.711	36.68727	91241.81	26.49548	0.995795	0.998922	1.00107	1.00421	3.446752
1740	-1006.431	-1034.989	28.55855	89482.76	26.63219	0.995754	0.998911	1.00108	1.00425	3.751998
1750	-985.2741	-1029.382	44.10763	95829.89	32.20633	0.995897	0.998948	1.00105	1.00411	3.157582
1760	-985.9336	-1032.204	46.27054	38825.77	30.94621	0.993556	0.998345	1.00164	1.00646	3.099305
1770	-981.2234	-1028.695	47.47156	94709.36	31.24096	0.995873	0.998942	1.00105	1.00413	3.059166
1780	-986.2896	-1026.587	40.2971	46030.6	29.16739	0.994082	0.998481	1.00151	1.00593	3.308442
1790	-1016.471	-1051.143	34.67187	40815.32	22.27724	0.993715	0.998386	1.0016	1.0063	3.472681
1800	-1002.296	-1035.151	32.8556	85587.78	25.14318	0.995658	0.998887	1.00111	1.00435	3.593177
1810	-977.7713	-1021.243	43.47191	47681.32	30.49269	0.994185	0.998507	1.00148	1.00583	3.193192
1820	-991.8071	-1025.692	33.88522	43767.68	38.70916	0.993931	0.998442	1.00155	1.00608	3.31848
1830	-985.4527	-1027.073	41.62047	38152.42	32.65954	0.9935	0.99833	1.00165	1.00652	3.228647
1840	-995.8882	-1032.698	36.80935	93555.01	25.79553	0.995847	0.998935	1.00106	1.00416	3.440297
1850	-999.811	-1033.037	33.22596	33013.11	27.11066	0.993013	0.998204	1.00178	1.007	3.573799
1860	-979.1775	-1029.852	50.67418	88580.24	37.82367	0.995732	0.998906	1.00109	1.00427	2.89763
1870	-980.4702	-1033.312	52.84214	15695.81	33.96832	0.989872	0.99739	1.00257	1.01016	2.878387
1880	-997.9975	-1030.525	32.52781	80930.99	21.56826	0.995535	0.998855	1.00114	1.00447	3.547359
1890	-985.5449	-1025.661	40.11621	94962.03	26.5116	0.995878	0.998943	1.00105	1.00413	3.317423
1900	-995.9728	-1031.621	35.64848	26082.08	26.83109	0.99214	0.997979	1.002	1.00788	3.485358
1910	-992.8206	-1043.313	50.49262	56091.19	29.26467	0.994638	0.998624	1.00137	1.00537	2.959426
1920	-1012.436	-1052.179	39.74353	847.1544	28.86841	0.956672	0.988511	1.01081	1.044	3.329333
1930	-988.656	-1037.847	49.19139	56758.32	31.1699	0.99467	0.998632	1.00136	1.00534	3.004334
1940	-1005.255	-1047.613	42.35782	50758.51	24.90078	0.994364	0.998553	1.00144	1.00565	3.210761
1950	-989.482	-1034.982	45.5001	34969.09	30.38593	0.993211	0.998256	1.00173	1.00681	3.12717
1960	-977.708	-1032.975	55.26699	75304.68	35.33123	0.995372	0.998813	1.00118	1.00464	2.799008
1970	-1016.306	-1040.968	24.66189	61111.43	30.33987	0.994863	0.998682	1.00131	1.00515	3.814197
1980	-1018.762	-1054.223	35.46115	34147.02	36.36644	0.99313	0.998235	1.00175	1.00689	3.335286
1990	-997.5354	-1041.682	44.14634	79345.85	25.38188	0.995491	0.998844	1.00115	1.00452	3.14878
2000	-998.0364	-1035.424	37.38752	23166.87	27.55095	0.991661	0.997855	1.00212	1.00836	3.41916
2010	-985.541	-1026.083	40.54183	45353.41	23.38174	0.994038	0.998469	1.00152	1.00597	3.24889
2020	-1006.121	-1034.293	28.17167	94271.98	30.04612	0.995863	0.99894	1.00105	1.00414	3.70522
2030	-990.3785	-1031.984	41.60584	51936.98	25.71301	0.994428	0.99857	1.00142	1.00558	3.253353
2040	-999.5745	-1035.72	36.14574	18921.66	25.68914	0.990775	0.997625	1.00235	1.00926	3.4656
2050	-993.6888	-1046.752	53.06328	82912.81	32.81297	0.995589	0.998869	1.00112	1.00442	2.877742
2060	-984.0879	-1031.007	46.91871	86101.21	27.20226	0.995671	0.99889	1.0011	1.00434	3.069751
2070	-992.4898	-1032.358	39.8677	99835.18	27.50159	0.99598	0.99897	1.00102	1.00403	3.329148
2080	-995.2797	-1038.541	43.26141	29131.38	23.6238	0.992562	0.998088	1.00189	1.00746	3.14072
2090	-990.5333	-1037.686	47.15239	9153.373	32.93758	0.986745	0.996575	1.00336	1.01332	3.056718
2100	-1002.771	-1051.354	48.58308	49036.97	29.0802	0.994266	0.998528	1.00146	1.00575	3.02404
2110	-1020.72	-1046.13	25.40925	26194.93	22.34	0.992157	0.997983	1.002	1.00786	3.889199
2120	-994.5341	-1039.423	44.88843	87654.41	26.38408	0.99571	0.9989	1.00109	1.0043	3.135821
2130	-979.3553	-1028.5	49.14452	30365.15	27.99957	0.992715	0.998127	1.00185	1.0073	2.997229
2140	-1001.419	-1040.497	39.07817	92241.79	29.51325	0.995818	0.998928	1.00107	1.00419	3.347371
2150	-1014.9	-1051.045	36.14502	72786.26	22.04577	0.995292	0.998793	1.0012	1.00472	3.398464
2160	-993.0051	-1031.746	38.74049	6277.782	22.37671	0.984003	0.995857	1.00405	1.01609	3.293844
2170	-985.0321	-1025.79	40.7578	70438.5	32.42865	0.995215	0.998773	1.00122	1.00479	3.258439
2180	-995.4715	-1028.338	32.86636	78006.2	25.53025	0.995453	0.998834	1.00116	1.00455	3.593291
2190	-999.5487	-1032.441	32.89207	78545.44	25.47806	0.995468	0.998838	1.00115	1.00454	3.592261
2200	-1001.951	-1032.972	31.02133	91692.78	28.56847	0.995805	0.998925	1.00107	1.0042	3.636234
2210	-997.7039	-1030.131	32.42725	88491.58	25.68641	0.99573	0.998905	1.00109	1.00428	3.610353
2220	-980.2237	-1024.46	44.23576	63193.61	34.14367	0.994948	0.998704	1.00129	1.00506	3.129268
2230	-997.3191	-1048.255	50.93591	1115.889	32.90907	0.962209	0.990027	1.00946	1.0383	2.942018
2240	-999.8809	-1030.398	30.51688	38008.66	24.31481	0.993488	0.998327	1.00166	1.00653	3.684943
2250	-1011.767	-1038.621	26.85469	80185.94	25.17376	0.995515	0.99885	1.00114	1.00449	3.831632
2260	-973.3509	-1018.268	44.91661	70309.53	27.03982	0.99521	0.998772	1.00122	1.0048	3.14195
2270	-992.8127	-1036.17	43.35775	96741.24	30.97165	0.995916	0.998953	1.00104	1.00409	3.193216
2280	-990.8166	-1033.773	42.95621	91144.52	32.0857	0.995793	0.998921	1.00107	1.00421	3.194747
2290	-1001.56	-1035.876	34.31625	90471.26	24.55484	0.995777	0.998917	1.00108	1.00423	3.531042
2300	-991.2991	-1034.227	42.92837	98424.94	29.84912	0.995951	0.998962	1.00103	1.00405	3.21524
2310	-1002.681	-1037.107	34.42572	29544.58	26.74369	0.992615	0.998102	1.00188	1.0074	3.53129
2320	-1011.177	-1037.628	26.45011	89759.23	22.93725	0.99576	0.998913	1.00108	1.00425	3.848918
2330	-994.2409	-1031.161	36.92043	55439.96	26.67491	0.994607	0.998616	1.00137	1.0054	3.438024
2340	-999.3161	-1043.602	44.2861	15373.87	33.78143	0.989767	0.997363	1.0026	1.01027	3.132852
2350	-1006.887	-1033.896	27.00906	10571.52	20.68818	0.987664	0.996815	1.00313	1.01239	3.7782
2360	-999.4928	-1036.043	36.55035	64163.35	27.92725	0.994986	0.998714	1.00128	1.00502	3.447489
2370	-979.1924	-1017.876	38.68378	95339.77	26.76485	0.995886	0.998946	1.00105	1.00412	3.372115
2380	-997.1318	-1025.171	28.03922	26730.01	26.41252	0.992236	0.998004	1.00198	1.00779	3.774111
2390	-1002.083	-1033.483	31.39986	46352.66	28.14303	0.994102	0.998486	1.0015	1.00591	3.629063
2400	-981.8407	-1023.056	41.21481	18862.97	29.32109	0.99076	0.997621	1.00235	1.00927	3.276139
2410	-998.3299	-1037.953	39.62263	45126.65	31.10026	0.994023	0.998465	1.00152	1.00599	3.312207
2420	-999.5422	-1034.324	34.78221	33706.09	27.53297	0.993085	0.998223	1.00176	1.00693	3.513848
2430	-1008.784	-1041.667	32.8825	12655.5	29.04915	0.988724	0.997091	1.00286	1.01132	3.564402
2440	-998.7722	-1030.817	32.04436	72131.87	26.45598	0.995271	0.998787	1.0012	1.00474	3.622222
2450	-1001.829	-1039.695	37.86582	44900.12	25.75081	0.994008	0.998461	1.00153	1.00601	3.399056
2460	-977.6711	-1026.787	49.11541	49626.02	25.82532	0.9943	0.998537	1.00145	1.00571	2.963921
2470	-1001.451	-1046.849	45.39802	51300.15	30.62666	0.994394	0.998561	1.00143	1.00562	3.129344
2480	-982.329	-1035.36	53.0308	39116.67	29.88748	0.99358	0.998351	1.00163	1.00643	2.87701
2490	-984.2139	-1029.289	45.07478	69712.47	31.70763	0.99519	0.998766	1.00123	1.00482	3.132148
2500	-1001.429	-1042.134	40.70536	39029.19	23.66426	0.993573	0.998349	1.00164	1.00644	3.250036
2510	-986.8175	-1032.321	45.50348	24060.41	23.9355	0.991817	0.997895	1.00208	1.00821	3.056666
2520	-1007.421	-1047.064	39.64292	32262.73	29.95406	0.992932	0.998184	1.0018	1.00709	3.324323
