Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
478	0	-1002.083	-1033.483	31.39986	46352.66	28.14303	0.994102	0.998486	1.0015	1.00591	3.629063
479	1	-975.0191	-1030.222	55.20286	88797.26	31.18463	0.995738	0.998907	1.00109	1.00427	2.811519
480	0	-981.8407	-1023.056	41.21481	18862.97	29.32109	0.99076	0.997621	1.00235	1.00927	3.276139
481	1	-976.2894	-1030.018	53.72866	74003.01	33.58334	0.995331	0.998803	1.00119	1.00468	2.854356
482	0	-998.3299	-1037.953	39.62263	45126.65	31.10026	0.994023	0.998465	1.00152	1.00599	3.312207
483	1	-982.7026	-1033.504	50.8013	9228.718	31.66191	0.9868	0.99659	1.00335	1.01326	2.951674
484	0	-999.5422	-1034.324	34.78221	33706.09	27.53297	0.993085	0.998223	1.00176	1.00693	3.513848
485	1	-963.0362	-1017.407	54.37104	39820.53	36.93779	0.993637	0.998366	1.00162	1.00638	2.8096
486	0	-1008.784	-1041.667	32.8825	12655.5	29.04915	0.988724	0.997091	1.00286	1.01132	3.564402
487	1	-959.3447	-1021.137	61.79216	36422.3	41.67535	0.993348	0.998291	1.00169	1.00667	2.570278
488	0	-998.7722	-1030.817	32.04436	72131.87	26.45598	0.995271	0.998787	1.0012	1.00474	3.622222
489	1	-979.6876	-1027.972	48.28458	69768.17	31.20809	0.995192	0.998767	1.00123	1.00482	3.033275
490	0	-1001.829	-1039.695	37.86582	44900.12	25.75081	0.994008	0.998461	1.00153	1.00601	3.399056
491	1	-1007.039	-1046.034	38.99506	13964.72	24.99717	0.989264	0.997232	1.00273	1.01078	3.347127
492	0	-977.6711	-1026.787	49.11541	49626.02	25.82532	0.9943	0.998537	1.00145	1.00571	2.963921
493	1	-987.6525	-1030.411	42.7581	65929.85	26.9182	0.995054	0.998731	1.00126	1.00495	3.220993
494	0	-1001.451	-1046.849	45.39802	51300.15	30.62666	0.994394	0.998561	1.00143	1.00562	3.129344
495	1	-994.3618	-1039.28	44.91861	31546.49	29.64461	0.992852	0.998163	1.00182	1.00717	3.149169
496	0	-982.329	-1035.36	53.0308	39116.67	29.88748	0.99358	0.998351	1.00163	1.00643	2.87701
497	1	-979.1359	-1020.894	41.75797	27644.85	27.16302	0.992365	0.998037	1.00194	1.00766	3.259311
498	0	-984.2139	-1029.289	45.07478	69712.47	31.70763	0.99519	0.998766	1.00123	1.00482	3.132148
499	1	-990.1765	-1033.635	43.45802	2552.118	34.06364	0.974952	0.993462	1.00631	1.02527	3.15324
500	0	-1001.429	-1042.134	40.70536	39029.19	23.66426	0.993573	0.998349	1.00164	1.00644	3.250036
501	1	-971.1482	-1021.035	49.88651	9864.224	27.80585	0.987231	0.996702	1.00324	1.01283	2.9686
502	0	-986.8175	-1032.321	45.50348	24060.41	23.9355	0.991817	0.997895	1.00208	1.00821	3.056666
503	1	-984.501	-1026.751	42.25012	43285.77	25.09472	0.993897	0.998433	1.00155	1.00612	3.218682
504	0	-1007.421	-1047.064	39.64292	32262.73	29.95406	0.992932	0.998184	1.0018	1.00709	3.324323
505	1	-978.9484	-1022.453	43.50475	35721.53	31.07694	0.993283	0.998274	1.00171	1.00673	3.187582
506	0	-990.2592	-1031.078	40.8184	50330.43	26.97334	0.99434	0.998547	1.00144	1.00567	3.29327
507	1	-981.2981	-1023.034	41.73546	20480.9	27.78602	0.991132	0.997717	1.00225	1.0089	3.261721
508	0	-991.8337	-1028.625	36.7916	83974.94	23.62508	0.995617	0.998876	1.00112	1.00439	3.414615
509	1	-995.8941	-1032.713	36.81929	60188.39	27.13515	0.994824	0.998672	1.00132	1.00519	3.441197
510	0	-1002.707	-1035.998	33.2904	76883.93	23.23892	0.99542	0.998825	1.00117	1.00459	3.55655
511	1	-978.3454	-1020.7	42.35429	19059.5	24.78325	0.990808	0.997633	1.00234	1.00922	3.208561
512	0	-1002.489	-1032.74	30.25164	86986.69	24.29569	0.995694	0.998896	1.0011	1.00431	3.695777
513	1	-986.6236	-1030.739	44.11522	18039.28	27.44923	0.990552	0.997567	1.0024	1.00948	3.174404
514	0	-1003.96	-1040.367	36.40659	15265	26.80336	0.989731	0.997354	1.00261	1.01031	3.457145
515	1	-973.892	-1028.496	54.60353	74921.1	34.03807	0.99536	0.99881	1.00118	1.00465	2.826177
516	0	-994.1362	-1024.666	30.5294	58503.64	25.9565	0.99475	0.998653	1.00134	1.00526	3.68291
517	1	-990.6478	-1029.324	38.67653	6525.766	30.94405	0.984309	0.995937	1.00398	1.01578	3.344727
518	0	-992.8752	-1024.851	31.97607	56101.3	26.44945	0.994639	0.998624	1.00137	1.00537	3.624842
519	1	-991.7307	-1025.694	33.9636	97184.88	23.21643	0.995926	0.998956	1.00104	1.00408	3.527148
520	0	-998.5301	-1038.589	40.05889	96400.83	23.98945	0.995909	0.998951	1.00104	1.0041	3.285403
521	1	-982.7328	-1024.805	42.07248	67954.95	27.50737	0.995128	0.99875	1.00124	1.00488	3.248995
522	0	-998.2712	-1034.489	36.21772	28898.77	29.69016	0.992533	0.99808	1.0019	1.00749	3.442103
523	1	-1002.191	-1034.251	32.06002	64409.31	27.391	0.994996	0.998716	1.00127	1.00501	3.614173
524	0	-1000.065	-1037.401	37.33581	51341.56	25.64435	0.994396	0.998562	1.00143	1.00562	3.418995
525	1	-1009.514	-1045.815	36.30157	57907.3	28.13411	0.994723	0.998646	1.00134	1.00529	3.454958
526	0	-992.7336	-1033.616	40.88232	43953.2	32.12039	0.993944	0.998445	1.00154	1.00607	3.25891
527	1	-974.8939	-1030.524	55.62992	45616.39	31.92227	0.994055	0.998474	1.00151	1.00596	2.799592
528	0	-999.0573	-1043.169	44.11134	987.6235	27.55714	0.959848	0.989382	1.01004	1.04073	3.175142
529	1	-990.237	-1026.194	35.95702	21923.41	26.02221	0.991428	0.997794	1.00218	1.0086	3.473954
530	0	-998.5466	-1037.891	39.34459	60952.73	27.43061	0.994856	0.99868	1.00131	1.00515	3.348211
531	1	-1002.46	-1037.49	35.02979	30795.77	24.41951	0.992766	0.998141	1.00184	1.00725	3.500546
532	0	-1000.388	-1031.49	31.10222	47460.04	27.5685	0.994171	0.998504	1.00148	1.00584	3.647085
533	1	-999.0891	-1035.942	36.8533	85376.91	27.68907	0.995653	0.998886	1.00111	1.00435	3.437919
534	0	-986.9733	-1031.229	44.25613	7373.422	32.24931	0.985236	0.99618	1.00374	1.01484	3.152514
535	1	-983.4516	-1024.175	40.72379	7030.405	24.73539	0.984881	0.996087	1.00383	1.0152	3.273494
536	0	-998.0772	-1040.85	42.77296	16556.6	29.04988	0.990139	0.99746	1.00251	1.0099	3.223926
537	1	-987.7841	-1029.199	41.41501	55911.22	30.72549	0.994629	0.998622	1.00137	1.00538	3.258437
538	0	-999.3785	-1039.538	40.1591	99056.38	25.14694	0.995964	0.998966	1.00103	1.00404	3.302754
539	1	-997.1168	-1035.157	38.04036	69543.64	25.02175	0.995184	0.998765	1.00123	1.00482	3.385607
540	0	-1009.447	-1041.872	32.42545	57733.39	27.36283	0.994715	0.998644	1.00135	1.0053	3.601097
541	1	-967.5869	-1025.719	58.13246	72370.92	36.24954	0.995279	0.998789	1.0012	1.00473	2.712648
542	0	-1010.517	-1037.95	27.43224	55619.08	22.20215	0.994615	0.998618	1.00137	1.00539	3.796429
543	1	-973.9709	-1026.051	52.08031	77982.66	27.92406	0.995452	0.998834	1.00116	1.00456	2.89136
544	0	-1008.373	-1036.914	28.54094	34658.01	21.27441	0.99318	0.998248	1.00174	1.00684	3.723976
545	1	-985.8424	-1025.665	39.82236	58615.71	25.51634	0.994755	0.998654	1.00134	1.00526	3.320678
546	0	-1024.035	-1037.693	13.65815	23629.48	31.08831	0.991743	0.997876	1.0021	1.00828	4.147543
547	1	-976.6452	-1029.71	53.0643	73730.47	31.04805	0.995323	0.9988	1.00119	1.00469	2.879933
548	0	-993.9066	-1030.287	36.38078	95794.58	28.57637	0.995896	0.998948	1.00105	1.00411	3.448564
549	1	-983.7745	-1034.691	50.9166	12777.9	30.68196	0.988778	0.997106	1.00285	1.01127	2.949182
550	0	-1002.654	-1037.881	35.22708	54194.25	29.20734	0.994545	0.9986	1.00139	1.00547	3.481776
551	1	-975.6281	-1030.562	54.93369	73865.49	30.24758	0.995327	0.998802	1.00119	1.00468	2.815874
552	0	-990.7276	-1026.186	35.45866	44781.16	21.55485	0.994	0.998459	1.00153	1.00601	3.41092
553	1	-987.4381	-1031.347	43.90838	70796.85	35.52697	0.995227	0.998776	1.00122	1.00478	3.117287
554	0	-980.6464	-1027.337	46.69033	3515.23	31.27035	0.978643	0.994443	1.00539	1.02152	3.084003
555	1	-994.0972	-1038.728	44.631	71690.93	29.24407	0.995257	0.998783	1.00121	1.00475	3.159753
556	0	-970.3409	-1032.444	62.10355	80897.65	33.6699	0.995535	0.998855	1.00114	1.00447	2.605185
557	1	-1004.024	-1051.481	47.45756	83465.31	33.25683	0.995604	0.998873	1.00112	1.0044	3.044413
558	0	-980.8101	-1029.46	48.64963	89122.23	24.37913	0.995745	0.998909	1.00108	1.00426	2.941423
559	1	-999.8695	-1036.751	36.88134	29758.78	31.21451	0.992641	0.998108	1.00187	1.00738	3.398568
560	0	-987.3761	-1032.429	45.05331	43609.13	30.57469	0.99392	0.998439	1.00155	1.00609	3.140889
561	1	-975.1919	-1031.848	56.65598	45009.25	33.20852	0.994015	0.998463	1.00152	1.006	2.767897
562	0	-970.5241	-1026.858	56.33362	37751.16	34.47003	0.993465	0.998321	1.00166	1.00655	2.77355
563	1	-989.0916	-1034.979	45.88711	53030.52	27.95181	0.994486	0.998585	1.0014	1.00553	3.113304
564	0	-993.7339	-1034.466	40.732	3970.845	29.22483	0.979901	0.994776	1.00508	1.02024	3.293195
565	1	-993.4245	-1031.452	38.0274	57081.43	24.26252	0.994685	0.998636	1.00135	1.00533	3.375156
566	0	-991.0672	-1031.798	40.73049	37266.43	28.8856	0.993423	0.998311	1.00167	1.00659	3.295064
567	1	-1004.237	-1040.467	36.23008	33845.27	32.18822	0.993099	0.998227	1.00176	1.00692	3.40251
568	0	-1002.348	-1044.217	41.86896	93521.31	26.37295	0.995847	0.998935	1.00106	1.00416	3.250169
569	1	-987.5015	-1040.14	52.63812	27041.77	33.22709	0.992281	0.998015	1.00196	1.00774	2.888791
570	0	-1016.975	-1046.745	29.77033	26762.19	23.79128	0.992241	0.998005	1.00197	1.00778	3.713066
571	1	-977.4147	-1031.854	54.43933	25357.7	28.51536	0.992029	0.99795	1.00203	1.00799	2.815808
572	0	-1012.751	-1037.311	24.55984	60963.82	23.20461	0.994857	0.99868	1.00131	1.00515	3.932171
573	1	-982.9613	-1034.791	51.82998	41764.22	29.96635	0.993787	0.998405	1.00158	1.00623	2.917514
574	0	-997.4317	-1033.661	36.22981	24351.54	26.37093	0.991866	0.997908	1.00207	1.00816	3.463991
575	1	-981.8937	-1030.331	48.43694	25615.92	29.57405	0.992069	0.99796	1.00202	1.00795	3.030376
576	0	-991.1706	-1033.418	42.2475	17749.69	29.1966	0.990475	0.997547	1.00242	1.00956	3.241455
577	1	-991.83	-1037.872	46.04212	15845.16	26.69728	0.98992	0.997403	1.00256	1.01012	3.09635
578	0	-999.6008	-1025.026	25.42498	6462.187	23.20629	0.984232	0.995917	1.00399	1.01586	3.894894
579	1	-994.7109	-1029.305	34.59437	95636.11	23.48728	0.995893	0.998947	1.00105	1.00411	3.505213
580	0	-979.7486	-1024.571	44.82234	32122.08	26.19221	0.992917	0.99818	1.0018	1.0071	3.135751
581	1	-1000.168	-1039.533	39.36473	47603.52	26.68318	0.99418	0.998506	1.00148	1.00583	3.346419
582	0	-976.0618	-1021.612	45.55027	22819.04	29.46309	0.991598	0.997838	1.00214	1.00843	3.128143
583	1	-984.3914	-1032.782	48.39042	90850.55	26.40419	0.995786	0.99892	1.00107	1.00422	3.00345
584	0	-979.6337	-1029.529	49.89513	37086.53	29.55425	0.993407	0.998306	1.00168	1.00661	2.981003
585	1	-981.9941	-1028.952	46.95749	25456.48	31.25916	0.992044	0.997954	1.00202	1.00798	3.075521
586	0	-999.0757	-1039.102	40.02595	56809.54	25.46111	0.994672	0.998633	1.00136	1.00534	3.312063
587	1	-989.0082	-1030.585	41.57717	84678.96	29.81139	0.995635	0.998881	1.00111	1.00437	3.260772
588	0	-1008.693	-1043.734	35.04146	21989.79	25.89587	0.991441	0.997798	1.00218	1.00858	3.509003
589	1	-977.8425	-1026.79	48.94766	81351.65	33.86484	0.995547	0.998858	1.00113	1.00446	2.994055
590	0	-964.162	-1023.403	59.24094	59258.19	32.1005	0.994783	0.998661	1.00133	1.00523	2.68727
591	1	-995.4366	-1032.812	37.37506	50640.69	26.21785	0.994357	0.998552	1.00144	1.00565	3.420163
592	0	-971.8675	-1022.753	50.88527	72218.64	29.5818	0.995274	0.998788	1.0012	1.00473	2.947625
593	1	-975.7018	-1021.293	45.59107	48215.45	29.79563	0.994217	0.998516	1.00147	1.00579	3.126167
594	0	-995.7957	-1038.723	42.92692	57213.14	31.01705	0.994691	0.998638	1.00135	1.00532	3.206719
595	1	-979.7407	-1027.793	48.05259	75191.03	27.48616	0.995368	0.998812	1.00118	1.00464	3.031366
596	0	-998.7623	-1054.157	55.39501	42160.15	32.47263	0.993816	0.998412	1.00157	1.0062	2.807049
597	1	-987.2017	-1026.314	39.11278	68622.51	26.98519	0.995152	0.998756	1.00124	1.00486	3.356521
598	0	-991.9378	-1041.53	49.59177	70526.03	35.78864	0.995218	0.998773	1.00122	1.00479	2.954118
599	1	-996.4762	-1035.859	39.38295	6843.431	24.81722	0.984677	0.996034	1.00388	1.01541	3.328978
600	0	-983.697	-1034.374	50.6771	75426.64	36.11261	0.995376	0.998814	1.00118	1.00463	2.919974
601	1	-995.8588	-1031.565	35.70603	55796.01	28.34178	0.994624	0.99862	1.00137	1.00539	3.474359
602	0	-990.347	-1032.172	41.82447	19248.16	23.28317	0.990853	0.997645	1.00233	1.00918	3.190803
603	1	-999.8766	-1035.841	35.96419	67838.04	28.79848	0.995124	0.998749	1.00124	1.00488	3.460968
604	0	-995.8068	-1037.738	41.93133	54400.89	26.77819	0.994555	0.998603	1.00139	1.00546	3.250864
605	1	-971.912	-1021.776	49.86365	96237.96	29.84093	0.995906	0.99895	1.00104	1.0041	2.982877
606	0	-999.8982	-1038.071	38.17259	77884.47	27.59977	0.995449	0.998833	1.00116	1.00456	3.390535
607	1	-980.1263	-1029.526	49.40002	64728.66	32.59428	0.995008	0.998719	1.00127	1.005	2.990881
608	0	-1005.111	-1033.729	28.61817	44121.02	20.18484	0.993955	0.998448	1.00154	1.00606	3.679319
609	1	-988.7361	-1031.784	43.04828	99404.22	26.84259	0.995971	0.998967	1.00103	1.00403	3.209654
610	0	-985.2257	-1028.271	43.04523	10846.27	27.74502	0.987821	0.996856	1.00309	1.01223	3.214467
611	1	-990.8058	-1027.216	36.41035	92818.15	19.27091	0.995831	0.998931	1.00106	1.00418	3.22572
612	0	-995.7663	-1026.681	30.91509	32212.88	30.22014	0.992927	0.998182	1.0018	1.00709	3.610487
613	1	-987.0493	-1021.96	34.91045	10127.58	25.43789	0.987398	0.996746	1.0032	1.01266	3.512888
614	0	-984.7029	-1028.643	43.93992	1247.546	29.34957	0.964245	0.99058	1.00896	1.03621	3.183125
615	1	-990.637	-1040.624	49.98658	862.308	33.65912	0.957051	0.988615	1.01072	1.04361	2.965151
616	0	-995.4676	-1034.588	39.12003	62083.88	25.33148	0.994903	0.998692	1.0013	1.00511	3.346253
617	1	-1003.305	-1037.674	34.36891	853.5632	28.16168	0.956834	0.988555	1.01078	1.04384	3.52338
618	0	-985.3779	-1025.749	40.37076	26080.91	27.06339	0.99214	0.997979	1.002	1.00788	3.310133
619	1	-1005.616	-1040.949	35.33212	4649.45	27.79039	0.98142	0.995177	1.0047	1.0187	3.492142
620	0	-1002.083	-1036.593	34.51	45674.21	27.21804	0.994059	0.998475	1.00151	1.00595	3.525822
621	1	-991.4295	-1030.557	39.12736	72845.38	26.22351	0.995294	0.998793	1.0012	1.00471	3.353358
622	0	-994.5581	-1031.891	37.33269	82902.18	26.65493	0.995589	0.998869	1.00112	1.00442	3.422558
623	1	-1005.856	-1041.79	35.93433	62708.58	26.12846	0.994929	0.998699	1.00129	1.00508	3.475009
624	0	-968.5886	-1023.75	55.1616	14271.94	36.51718	0.98938	0.997262	1.0027	1.01066	2.792196
625	1	-985.1098	-1025.12	40.01037	80910.6	29.47932	0.995535	0.998855	1.00114	1.00447	3.316047
626	0	-982.0109	-1028.701	46.69027	88888.94	30.39931	0.99574	0.998908	1.00109	1.00427	3.087959
627	1	-991.5981	-1035.642	44.04379	9467.068	26.83042	0.986966	0.996633	1.00331	1.01309	3.172457
628	0	-987.6742	-1030.962	43.28825	89721.66	25.71033	0.99576	0.998913	1.00108	1.00425	3.187882
629	1	-981.5952	-1019.687	38.09202	71323.62	29.99664	0.995244	0.99878	1.00121	1.00476	3.375616
630	0	-999.5814	-1037.433	37.85125	12667.5	23.01127	0.988729	0.997093	1.00286	1.01132	3.354016
631	1	-991.6213	-1031.206	39.58517	92721.11	26.77052	0.995829	0.998931	1.00106	1.00418	3.338455
632	0	-980.5177	-1030.007	49.48969	99052.75	29.3072	0.995964	0.998966	1.00103	1.00404	2.993869
633	1	-982.8655	-1038.219	55.35362	47480.2	33.72924	0.994173	0.998504	1.00148	1.00584	2.805434
634	0	-975.4254	-1025.329	49.90335	94698.64	33.62656	0.995872	0.998942	1.00105	1.00413	2.967899
635	1	-995.7392	-1039.639	43.89967	34070.96	32.35862	0.993122	0.998233	1.00175	1.00689	3.162348
636	0	-983.8868	-1027.416	43.52886	25928.27	27.13778	0.992117	0.997973	1.00201	1.0079	3.19395
637	1	-969.0547	-1029.389	60.33431	85117.59	28.3683	0.995647	0.998884	1.00111	1.00436	2.60596
638	0	-992.7029	-1037.545	44.84178	37176	29.87475	0.993415	0.998308	1.00168	1.0066	3.151049
639	1	-978.2976	-1023.996	45.6981	62687.04	34.26717	0.994928	0.998699	1.00129	1.00508	3.084816
640	0	-986.3822	-1031.644	45.2618	12973.8	23.51837	0.988863	0.997128	1.00283	1.01118	3.052192
641	1	-1001.713	-1036.162	34.44919	2218.94	23.78758	0.973146	0.99298	1.00676	1.02711	3.516347
642	0	-976.5096	-1032.464	55.95454	5154.095	31.35971	0.98235	0.995422	1.00447	1.01776	2.788054
643	1	-994.3778	-1029.79	35.41184	78274.32	25.48343	0.99546	0.998836	1.00116	1.00455	3.493386
644	0	-1005.862	-1040.754	34.89123	95932	34.32318	0.995899	0.998949	1.00105	1.00411	3.398927
645	1	-984.3534	-1027.303	42.94947	12401.78	28.916	0.988609	0.997062	1.00289	1.01144	3.218179
646	0	-985.527	-1046.632	61.10478	40385.92	34.29893	0.993682	0.998377	1.00161	1.00633	2.635205
647	1	-990.0391	-1033.933	43.89358	37618.85	29.0373	0.993454	0.998319	1.00167	1.00656	3.18537
648	0	-989.9858	-1026.732	36.74614	78232.96	27.11787	0.995459	0.998836	1.00116	1.00455	3.443936
649	1	-1013.384	-1043.446	30.06212	25802.95	27.56797	0.992098	0.997968	1.00201	1.00792	3.68482
650	0	-995.2386	-1032.296	37.05757	40769.81	24.13071	0.993712	0.998385	1.0016	1.0063	3.412978
651	1	-990.2331	-1029.463	39.22952	27024.42	26.5025	0.992278	0.998014	1.00196	1.00774	3.350831
652	0	-993.6083	-1031.416	37.80783	81857.14	32.46847	0.995561	0.998862	1.00113	1.00445	3.34872
653	1	-995.2465	-1033.101	37.85429	20650.88	32.50931	0.991169	0.997727	1.00225	1.00886	3.346584
654	0	-976.0479	-1020.408	44.3599	50454.94	27.6302	0.994347	0.998549	1.00144	1.00566	3.166517
655	1	-991.3463	-1035.342	43.99571	13608.78	27.08191	0.989125	0.997196	1.00276	1.01092	3.176332
656	0	-983.499	-1029.557	46.05756	45802.67	30.03635	0.994067	0.998477	1.00151	1.00595	3.109965
657	1	-997.4746	-1039.304	41.82944	70399.02	29.2502	0.995213	0.998772	1.00122	1.00479	3.255524
658	0	-985.6215	-1038.332	52.71064	51580.58	27.02504	0.994409	0.998565	1.00142	1.0056	2.853415
659	1	-1013.15	-1038.813	25.6627	25689.87	26.35447	0.992081	0.997963	1.00201	1.00794	3.864942
660	0	-988.0048	-1034.324	46.31872	77623.03	31.84412	0.995441	0.998831	1.00116	1.00457	3.091886
661	1	-1004.651	-1032.476	27.82456	11221.83	27.91884	0.988026	0.99691	1.00304	1.01202	3.760083
662	0	-997.9284	-1043.815	45.88664	70662.44	32.22931	0.995222	0.998775	1.00122	1.00479	3.102136
663	1	-976.9575	-1032.389	55.431	68033.78	29.60241	0.995131	0.998751	1.00124	1.00488	2.794156
664	0	-989.4471	-1034.026	44.57921	51161.14	30.44243	0.994386	0.998559	1.00143	1.00563	3.157164
665	1	-985.6208	-1031.043	45.42173	44158.01	26.39873	0.993958	0.998449	1.00154	1.00606	3.115808
666	0	-982.3334	-1034.492	52.15819	18956.5	40.20453	0.990783	0.997627	1.00234	1.00925	2.824561
667	1	-992.1277	-1034.294	42.16593	11146.68	30.68828	0.987986	0.996899	1.00305	1.01207	3.234332
668	0	-981.8487	-1030.916	49.06779	14576.04	33.24285	0.989491	0.997291	1.00267	1.01055	2.996112
669	1	-993.1831	-1035.059	41.87558	82377.42	29.02789	0.995575	0.998865	1.00113	1.00443	3.254904
670	0	-981.623	-1034.177	52.55368	22775.11	31.60965	0.99159	0.997836	1.00214	1.00844	2.896377
671	1	-1003.647	-1045.671	42.02392	83239.63	27.90698	0.995598	0.998871	1.00112	1.00441	3.251479
672	0	-975.2185	-1030.043	54.82459	8067.636	27.29052	0.985884	0.99635	1.00358	1.01419	2.780997
673	1	-1003.733	-1031.418	27.68539	34455.79	21.66538	0.993161	0.998243	1.00174	1.00686	3.774186
674	0	-999.5491	-1034.174	34.62473	26134.02	24.77156	0.992148	0.997981	1.002	1.00787	3.520356
675	1	-1034.904	-1054.897	19.99322	21864.73	21.18367	0.991417	0.997791	1.00218	1.00861	4.124716
676	0	-995.3726	-1039.866	44.49368	34298.56	27.67401	0.993145	0.998239	1.00174	1.00687	3.161906
677	1	-1022.96	-1049.024	26.06346	90452.89	20.05391	0.995777	0.998917	1.00108	1.00423	3.800562
678	0	-983.9574	-1027.087	43.1295	33045.75	33.55377	0.993016	0.998205	1.00178	1.007	3.170387
679	1	-995.7856	-1030.247	34.4616	68313.52	29.30077	0.995141	0.998754	1.00124	1.00487	3.506734
680	0	-982.641	-1030.54	47.89859	7234.191	29.26713	0.985095	0.996143	1.00378	1.01498	3.048072
681	1	-987.8856	-1022.253	34.36699	85291.7	24.76233	0.995651	0.998885	1.00111	1.00436	3.530692
682	0	-976.68	-1033.164	56.48435	83969.6	33.34077	0.995617	0.998876	1.00112	1.00439	2.772835
683	1	-1023.983	-1041.935	17.95119	15827.5	25.34493	0.989915	0.997401	1.00256	1.01012	4.181632
684	0	-991.5589	-1031.718	40.159	14732.82	28.52225	0.989547	0.997306	1.00266	1.01049	3.316574
685	1	-995.1323	-1026.4	31.26727	89614.67	27.72498	0.995757	0.998912	1.00108	1.00425	3.639221
686	0	-1004.646	-1035.151	30.50478	45568.44	22.8891	0.994052	0.998473	1.00151	1.00596	3.671386
687	1	-999.8148	-1037.169	37.35386	86468.15	25.36743	0.995681	0.998893	1.0011	1.00433	3.416274
688	0	-994.7611	-1039.835	45.0743	43400.01	26.93517	0.993905	0.998435	1.00155	1.00611	3.135116
689	1	-973.8851	-1029.064	55.17871	58543.35	32.2867	0.994751	0.998653	1.00134	1.00526	2.813813
690	0	-1001.948	-1033.751	31.80319	53867.19	20.88345	0.994529	0.998596	1.00139	1.00548	3.555072
691	1	-989.0487	-1039.445	50.39631	75542.58	32.01545	0.995379	0.998815	1.00118	1.00463	2.963164
692	0	-1010.073	-1039.829	29.75554	61844.28	21.90693	0.994893	0.99869	1.0013	1.00512	3.684961
693	1	-992.8879	-1033.842	40.95451	50602.33	30.17784	0.994355	0.998551	1.00144	1.00566	3.278651
694	0	-991.7959	-1038.117	46.32073	13289.27	24.92703	0.988995	0.997162	1.00279	1.01105	3.052289
695	1	-982.6215	-1035.352	52.73019	65241.87	34.26512	0.995028	0.998725	1.00127	1.00498	2.879617
696	0	-999.8732	-1047.43	47.55694	11654.17	34.30989	0.98825	0.996968	1.00298	1.0118	3.03007
697	1	-984.6301	-1029.812	45.18184	79873.4	27.31549	0.995506	0.998848	1.00115	1.0045	3.134533
698	0	-1007.546	-1040.485	32.93873	20550.56	24.36977	0.991147	0.997721	1.00225	1.00888	3.585789
699	1	-987.5614	-1026.244	38.6824	98835.68	28.94016	0.99596	0.998964	1.00103	1.00405	3.36557
700	0	-1004.838	-1037.462	32.62404	12249.31	22.82036	0.988539	0.997043	1.00291	1.01151	3.577396
701	1	-996.1788	-1044.098	47.9197	24987	26.98276	0.99197	0.997935	1.00204	1.00805	3.030127
702	0	-1009.991	-1043.227	33.23531	86875.79	25.91913	0.995691	0.998895	1.0011	1.00432	3.578718
703	1	-1019.833	-1042.6	22.76706	88556.33	22.82853	0.995732	0.998906	1.00109	1.00427	4.009348
704	0	-996.717	-1044.06	47.34279	96627.66	28.83297	0.995914	0.998953	1.00104	1.00409	3.065977
705	1	-993.7791	-1034.336	40.55705	14027.08	29.46689	0.989288	0.997238	1.00272	1.01075	3.29759
706	0	-980.1847	-1028.478	48.29382	90688.79	29.30264	0.995782	0.998919	1.00107	1.00422	3.034662
707	1	-991.5864	-1032.646	41.05969	84320.28	28.6299	0.995626	0.998879	1.00111	1.00438	3.284655
708	0	-990.3062	-1036.311	46.00513	34291	34.74548	0.993144	0.998238	1.00174	1.00687	3.069458
709	1	-1005.059	-1034.121	29.06187	27908.5	23.28313	0.992402	0.998046	1.00193	1.00762	3.738949
710	0	-982.4259	-1031.202	48.77615	68150.69	38.839	0.995135	0.998752	1.00124	1.00487	2.931679
711	1	-976.439	-1015.234	38.79512	58619.67	28.63175	0.994755	0.998654	1.00134	1.00525	3.363742
712	0	-980.8721	-1027.22	46.34777	83786.85	31.11574	0.995612	0.998875	1.00112	1.00439	3.095878
713	1	-982.8115	-1027.447	44.63507	85498.68	26.93698	0.995656	0.998886	1.00111	1.00435	3.151439
714	0	-994.8661	-1031.083	36.21676	62361.85	24.7911	0.994915	0.998695	1.0013	1.00509	3.456291
715	1	-996.1028	-1031.181	35.07844	69035.37	20.59585	0.995166	0.99876	1.00123	1.00484	3.383172
716	0	-1000.455	-1039.317	38.8618	4939.939	33.07186	0.981973	0.995323	1.00456	1.01814	3.306112
717	1	-1015.333	-1040.521	25.18784	70064.86	26.87503	0.995202	0.998769	1.00122	1.00481	3.874472
718	0	-975.6361	-1020.987	45.35098	55927.3	29.89639	0.99463	0.998622	1.00137	1.00538	3.133941
719	1	-993.3773	-1028.511	35.13391	75780.62	24.43287	0.995386	0.998817	1.00118	1.00462	3.496433
720	0	-978.6901	-1020.973	42.28316	36925.44	27.74166	0.993393	0.998303	1.00168	1.00662	3.241927
721	1	-991.4139	-1033.547	42.13323	54412.55	26.87353	0.994556	0.998603	1.00139	1.00545	3.243937
722	0	-976.4028	-1024.66	48.25749	381.5924	30.14393	0.9357	0.982639	1.01586	1.0658	3.036676
723	1	-991.2198	-1032.445	41.22561	11017.61	26.72993	0.987916	0.996881	1.00307	1.01214	3.27695
724	0	-980.4512	-1036.783	56.33198	1165.285	35.58703	0.963013	0.990246	1.00926	1.03748	2.767188
725	1	-993.5194	-1042.649	49.12994	73652.03	30.08906	0.99532	0.9988	1.00119	1.00469	3.007709
726	0	-984.1599	-1037.022	52.8625	55644.24	37.63638	0.994617	0.998619	1.00137	1.00539	2.842108
