Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
985	1	-989.4582	-1032.328	42.86962	54179.58	29.54032	0.994544	0.9986	1.00139	1.00547	3.218783
986	0	-1002.552	-1037.439	34.88617	40738.47	26.12231	0.993709	0.998384	1.0016	1.0063	3.515125
987	1	-1015.227	-1036.615	21.38857	8472.985	28.17346	0.986225	0.996439	1.00349	1.01384	3.983993
988	0	-988.9605	-1034.372	45.41164	48459.6	35.18118	0.994232	0.998519	1.00147	1.00578	3.080196
989	1	-985.0702	-1024.349	39.27925	87047.24	29.41502	0.995695	0.998896	1.0011	1.00431	3.341388
990	0	-985.8001	-1035.421	49.62059	62316.98	29.6453	0.994913	0.998695	1.0013	1.0051	2.990559
991	1	-989.8994	-1038.577	48.67785	1383.176	25.66482	0.966032	0.991065	1.00852	1.03438	2.977195
992	0	-981.4897	-1028.633	47.14328	76129.14	31.32754	0.995397	0.99882	1.00117	1.00461	3.069207
993	1	-1003.894	-1040.999	37.10478	862.5498	25.54759	0.957057	0.988617	1.01072	1.04361	3.427391
994	0	-983.5833	-1025.816	42.23227	52437.88	29.98919	0.994455	0.998577	1.00141	1.00556	3.237643
995	1	-982.9236	-1029.59	46.6663	78322.06	33.50945	0.995462	0.998836	1.00116	1.00455	3.065472
996	0	-999.0335	-1033.892	34.85835	49837.26	30.25764	0.994312	0.99854	1.00145	1.0057	3.479418
997	1	-993.5932	-1038.761	45.16749	50458.88	33.75728	0.994347	0.998549	1.00144	1.00566	3.107072
998	0	-1005.666	-1052.284	46.61777	82856.48	29.02671	0.995588	0.998869	1.00112	1.00442	3.091535
999	1	-1003.751	-1036.417	32.66545	87661.81	27.51262	0.99571	0.9989	1.00109	1.0043	3.590926
1000	0	-996.821	-1025.043	28.2215	78275.43	25.73082	0.99546	0.998836	1.00116	1.00455	3.77374
1001	1	-987.115	-1024.271	37.1556	5206.06	24.32008	0.982439	0.995446	1.00444	1.01767	3.411993
1002	0	-987.8106	-1032.181	44.3709	24985.62	25.04425	0.99197	0.997935	1.00204	1.00805	3.133093
1003	1	-993.9558	-1016.675	22.71963	43164.03	20.60069	0.993888	0.998431	1.00156	1.00612	3.983358
1004	0	-979.2609	-1028.64	49.37875	68339.2	32.892	0.995142	0.998754	1.00124	1.00487	2.98946
1005	1	-969.5419	-1018.553	49.01156	91698.76	30.23287	0.995806	0.998925	1.00107	1.0042	3.011665
1006	0	-991.9807	-1042.015	50.03396	50637.5	27.3652	0.994357	0.998552	1.00144	1.00565	2.957611
1007	1	-981.4715	-1021.86	40.38851	67034.73	26.92624	0.995095	0.998742	1.00125	1.00491	3.30905
1008	0	-984.2678	-1037.436	53.16869	85810.48	33.87104	0.995664	0.998888	1.0011	1.00434	2.869374
1009	1	-990.3206	-1025.499	35.17877	73559.68	23.86361	0.995317	0.998799	1.00119	1.00469	3.486905
1010	0	-1005.404	-1045.517	40.1129	9875.137	33.97761	0.987238	0.996704	1.00324	1.01282	3.252962
1011	1	-992.8631	-1028.053	35.18952	35763.58	24.95903	0.993287	0.998275	1.00171	1.00673	3.499084
1012	0	-972.5125	-1023.75	51.23761	4552.864	28.39442	0.981225	0.995126	1.00475	1.0189	2.926892
1013	1	-999.3345	-1036.584	37.24971	97989.27	26.32497	0.995942	0.99896	1.00103	1.00406	3.425218
1014	0	-965.9587	-1022.325	56.36642	3838.558	37.21081	0.979559	0.994686	1.00517	1.02059	2.753092
1015	1	-997.4178	-1038.396	40.97776	23188.1	30.24752	0.991665	0.997856	1.00212	1.00836	3.277265
1016	0	-970.7239	-1028.119	57.39517	30966.01	32.13672	0.992786	0.998146	1.00184	1.00723	2.744855
1017	1	-1018.996	-1044.648	25.65183	83163.74	26.49941	0.995596	0.998871	1.00112	1.00441	3.863195
1018	0	-991.1799	-1050.989	59.8094	7289.808	33.96946	0.985152	0.996158	1.00376	1.01493	2.673276
1019	1	-991.9863	-1032.202	40.21615	90548.6	25.14555	0.995779	0.998918	1.00108	1.00423	3.300465
1020	0	-975.2332	-1035.299	60.06536	81868.01	31.18733	0.995561	0.998862	1.00113	1.00445	2.655615
1021	1	-1002.608	-1041.229	38.62127	58253.75	28.00995	0.994738	0.99865	1.00134	1.00527	3.373025
1022	0	-977.1522	-1030.337	53.18471	57887.4	35.5543	0.994722	0.998646	1.00134	1.00529	2.85593
1023	1	-1005.567	-1040.957	35.39073	89326.97	28.98805	0.99575	0.998911	1.00108	1.00426	3.478764
1024	0	-997.5209	-1036.914	39.39274	37219.19	23.84283	0.993419	0.998309	1.00168	1.0066	3.309834
1025	1	-990.8901	-1036.649	45.75902	28185.21	26.66176	0.992439	0.998056	1.00192	1.00758	3.106516
1026	0	-986.411	-1030.787	44.37592	73107.24	25.99075	0.995303	0.998795	1.0012	1.00471	3.149967
1027	1	-1005.488	-1040.048	34.55982	81211.49	24.25853	0.995543	0.998857	1.00114	1.00446	3.518029
1028	0	-988.5202	-1025.909	37.38912	20505.62	29.06898	0.991137	0.997719	1.00225	1.00889	3.409079
1029	1	-976.7597	-1027.458	50.69834	67729.6	26.79473	0.99512	0.998748	1.00124	1.00489	2.923778
1030	0	-994.8959	-1033.061	38.16531	65316.35	26.70184	0.995031	0.998725	1.00127	1.00498	3.391399
1031	1	-971.4815	-1031.608	60.12671	90251.12	30.74677	0.995772	0.998916	1.00108	1.00423	2.649654
1032	0	-996.502	-1030.254	33.75187	22775.38	21.37067	0.99159	0.997836	1.00214	1.00844	3.482956
1033	1	-997.0986	-1037.59	40.49104	39697.31	27.07845	0.993628	0.998363	1.00162	1.00639	3.305732
1034	0	-993.4716	-1026.519	33.04756	52046.76	21.56796	0.994434	0.998571	1.00142	1.00558	3.52325
1035	1	-994.6501	-1031.13	36.47983	65996.4	29.54036	0.995056	0.998732	1.00126	1.00495	3.43509
1036	0	-996.3814	-1027.817	31.43528	53709.58	26.43539	0.994521	0.998594	1.0014	1.00549	3.645383
1037	1	-1000.969	-1030.479	29.51098	28621.1	24.02956	0.992497	0.998071	1.00191	1.00752	3.725285
1038	0	-983.9014	-1022.273	38.37128	30268.2	23.8162	0.992703	0.998124	1.00186	1.00732	3.352097
1039	1	-966.4346	-1020.005	53.57011	57305.55	31.39171	0.994695	0.998639	1.00135	1.00531	2.864117
1040	0	-983.3379	-1023.31	39.97167	40547.28	27.69914	0.993695	0.998381	1.00161	1.00632	3.325289
1041	1	-986.0007	-1030.223	44.22257	19552.25	30.61869	0.990924	0.997664	1.00231	1.0091	3.167776
1042	0	-990.1248	-1025.4	35.27545	1547.201	24.46479	0.967872	0.991562	1.00807	1.0325	3.491001
1043	1	-977.34	-1024.144	46.80382	86253.23	27.47553	0.995675	0.998891	1.0011	1.00433	3.076701
1044	0	-994.9109	-1028.445	33.53449	92490.61	31.74561	0.995824	0.998929	1.00106	1.00418	3.495343
1045	1	-987.4489	-1035.98	48.53108	2906.197	31.78508	0.976521	0.99388	1.00592	1.02368	3.022734
1046	0	-987.3193	-1036.889	49.56971	56512.78	30.81606	0.994658	0.998629	1.00136	1.00535	2.992913
1047	1	-972.0281	-1035.585	63.55706	42691.37	38.91124	0.993855	0.998422	1.00156	1.00616	2.550635
1048	0	-985.4993	-1035.05	49.55064	53243.3	32.44724	0.994497	0.998588	1.0014	1.00551	2.987182
1049	1	-995.6022	-1043.345	47.74229	79117.88	28.53424	0.995485	0.998842	1.00115	1.00452	3.050764
1050	0	-985.002	-1031.503	46.50074	1769.965	23.33371	0.96995	0.992122	1.00755	1.03037	2.992064
1051	1	-992.1574	-1036.113	43.95517	61547.89	30.92349	0.994881	0.998687	1.0013	1.00513	3.174299
1052	0	-985.3943	-1024.148	38.75387	94422.28	27.22877	0.995866	0.99894	1.00105	1.00414	3.369898
1053	1	-971.1848	-1029.004	57.8192	45364.22	31.06354	0.994038	0.998469	1.00152	1.00597	2.726884
1054	0	-983.0449	-1025.919	42.8742	57814.75	31.05611	0.994719	0.998645	1.00135	1.00529	3.208063
1055	1	-978.5638	-1036.069	57.50558	26737.38	33.45204	0.992237	0.998004	1.00197	1.00778	2.74208
1056	0	-1004.472	-1044.283	39.81079	83790.82	26.62141	0.995612	0.998875	1.00112	1.00439	3.329447
1057	1	-972.583	-1024.168	51.5854	46477.56	31.5577	0.99411	0.998488	1.0015	1.0059	2.927101
1058	0	-997.5582	-1030.376	32.81795	91480.77	28.85614	0.995801	0.998923	1.00107	1.00421	3.569409
1059	1	-996.3825	-1036.891	40.50872	32676.16	25.97247	0.992977	0.998195	1.00179	1.00704	3.298593
1060	0	-997.077	-1031.542	34.46502	94106.09	27.69552	0.995859	0.998939	1.00106	1.00415	3.52412
1061	1	-976.1699	-1023.485	47.31475	30841.35	30.79883	0.992771	0.998142	1.00184	1.00725	3.066154
1062	0	-1009.053	-1042.308	33.25507	50199.52	27.74011	0.994332	0.998545	1.00144	1.00568	3.567377
1063	1	-994.2743	-1027.548	33.27396	62958.79	28.07522	0.994939	0.998702	1.00129	1.00507	3.563224
1064	0	-996.9366	-1030.08	33.14324	28416.16	21.11794	0.99247	0.998064	1.00192	1.00755	3.501208
1065	1	-993.8814	-1034.376	40.49453	79352.87	25.19253	0.995491	0.998844	1.00115	1.00452	3.290074
1066	0	-1010.988	-1035.53	24.54223	47857.02	22.26824	0.994196	0.99851	1.00148	1.00582	3.927297
1067	1	-979.6091	-1030.62	51.01096	48086.62	31.96023	0.994209	0.998514	1.00147	1.0058	2.944158
1068	0	-1021.493	-1043.108	21.61504	78334.9	23.32325	0.995462	0.998836	1.00116	1.00455	4.058622
1069	1	-993.4027	-1034.174	40.7711	72641.95	27.78564	0.995288	0.998791	1.0012	1.00472	3.296428
1070	0	-998.232	-1034.127	35.8952	60459.83	28.36698	0.994835	0.998675	1.00132	1.00517	3.467465
1071	1	-970.2018	-1033.272	63.07	24071.05	39.87956	0.991819	0.997896	1.00208	1.0082	2.555848
1072	0	-1019.007	-1042.293	23.28628	56127.17	23.67284	0.99464	0.998625	1.00137	1.00537	3.986097
1073	1	-972.9306	-1025.859	52.92831	46124.09	32.26123	0.994088	0.998482	1.00151	1.00592	2.883575
1074	0	-994.1241	-1027.416	33.29173	22271.4	22.53462	0.991495	0.997812	1.00216	1.00853	3.541426
1075	1	-995.0575	-1037.937	42.87939	6881.101	31.0016	0.984718	0.996045	1.00387	1.01536	3.208392
1076	0	-985.2317	-1019.939	34.70778	81466.81	28.72769	0.99555	0.998859	1.00113	1.00446	3.505414
1077	1	-998.276	-1041.377	43.10122	38108.56	27.51306	0.993496	0.998329	1.00166	1.00652	3.21162
1078	0	-987.9681	-1026.654	38.68636	54485.41	23.96685	0.99456	0.998604	1.00139	1.00545	3.342143
1079	1	-995.9296	-1032.759	36.82896	45684.04	28.08168	0.994059	0.998475	1.00151	1.00595	3.436558
1080	0	-973.2088	-1022.407	49.19789	38804.79	27.46375	0.993555	0.998345	1.00164	1.00646	2.98942
1081	1	-991.5829	-1037.362	45.77911	9270.199	27.10879	0.986829	0.996597	1.00334	1.01323	3.110747
1082	0	-999.8811	-1032.913	33.03158	43075.89	24.6579	0.993882	0.998429	1.00156	1.00613	3.584024
1083	1	-983.4303	-1030.359	46.92858	45064.44	29.19078	0.994019	0.998464	1.00152	1.00599	3.081117
1084	0	-989.0437	-1035.882	46.83853	56498.1	26.12856	0.994657	0.998629	1.00136	1.00535	3.05768
1085	1	-985.049	-1024.475	39.42571	56741.25	31.03671	0.994669	0.998632	1.00136	1.00534	3.319351
1086	0	-980.3741	-1023.175	42.8005	12049.2	25.95331	0.988444	0.997019	1.00293	1.0116	3.210114
1087	1	-1017.627	-1046.821	29.19405	84538.76	22.89561	0.995632	0.99888	1.00111	1.00438	3.728738
1088	0	-970.5134	-1028.373	57.8598	78104.42	32.78791	0.995455	0.998835	1.00116	1.00455	2.731545
1089	1	-990.7638	-1027.817	37.0535	85184	31.56978	0.995648	0.998884	1.00111	1.00436	3.387391
1090	0	-1009.299	-1041.526	32.22714	91286.22	29.7389	0.995796	0.998922	1.00107	1.00421	3.575671
1091	1	-999.0658	-1033.921	34.85485	51895.21	25.53605	0.994426	0.998569	1.00142	1.00559	3.515423
1092	0	-1007.612	-1042.635	35.02265	94844.75	25.15676	0.995876	0.998943	1.00105	1.00413	3.507069
1093	1	-979.0395	-1024.975	45.93592	10022.53	30.13299	0.987332	0.996729	1.00321	1.01273	3.113727
1094	0	-990.5405	-1027.947	37.40636	20699.72	25.56583	0.991179	0.99773	1.00224	1.00885	3.415715
1095	1	-972.8843	-1029.322	56.43782	26592.64	30.32311	0.992216	0.997998	1.00198	1.00781	2.766737
1096	0	-970.9096	-1022.393	51.48319	29391.59	26.04032	0.992595	0.998097	1.00188	1.00742	2.877754
1097	1	-994.798	-1034.387	39.58912	72567.53	32.1815	0.995285	0.998791	1.0012	1.00472	3.298255
1098	0	-985.9687	-1031.949	45.9808	60467.84	26.64399	0.994836	0.998675	1.00132	1.00517	3.09797
1099	1	-978.6959	-1031.555	52.85889	62094.96	35.8128	0.994904	0.998693	1.0013	1.00511	2.862591
1100	0	-1000.291	-1044.464	44.17321	15176.91	23.26461	0.989701	0.997346	1.00262	1.01034	3.089225
1101	1	-976.6634	-1027.527	50.86324	92024.97	33.84891	0.995813	0.998927	1.00107	1.00419	2.937618
1102	0	-986.6722	-1033.738	47.06591	25073.53	31.17742	0.991984	0.997938	1.00204	1.00804	3.072485
1103	1	-983.7285	-1031.01	47.2816	70513.1	28.79363	0.995217	0.998773	1.00122	1.00479	3.067965
1104	0	-989.6131	-1038.471	48.85768	69540.41	29.26619	0.995184	0.998765	1.00123	1.00482	3.015298
1105	1	-991.519	-1031.37	39.85124	20116.61	30.12879	0.991052	0.997697	1.00227	1.00898	3.315696
1106	0	-984.1948	-1031.69	47.49477	46754.83	28.62319	0.994128	0.998492	1.0015	1.00588	3.059857
1107	1	-984.0551	-1030.507	46.45239	16750.29	29.88164	0.990196	0.997474	1.00249	1.00984	3.097126
1108	0	-990.677	-1034.228	43.55138	97794.58	25.60874	0.995938	0.998959	1.00104	1.00407	3.176051
1109	1	-996.0839	-1033.614	37.53007	68466.77	26.76354	0.995146	0.998755	1.00124	1.00486	3.41522
1110	0	-987.5131	-1032.53	45.01691	54603.14	28.30053	0.994566	0.998605	1.00138	1.00544	3.145722
1111	1	-996.9748	-1038.844	41.86969	50653.5	32.97129	0.994358	0.998552	1.00144	1.00565	3.216619
1112	0	-997.2588	-1028.99	31.73076	14345.02	22.51797	0.989407	0.997269	1.00269	1.01063	3.610329
1113	1	-989.4644	-1036.695	47.23094	1338.009	31.36924	0.965467	0.990912	1.00866	1.03496	3.06618
1114	0	-1006.063	-1039.991	33.92851	68741.23	24.77191	0.995156	0.998758	1.00123	1.00485	3.548464
1115	1	-989.152	-1043.168	54.01609	81655.18	30.98733	0.995555	0.99886	1.00113	1.00445	2.849125
1116	0	-1001.589	-1036.832	35.24294	9849.612	30.06529	0.987221	0.9967	1.00324	1.01284	3.46959
1117	1	-1004.59	-1048.941	44.3503	88003.9	30.02636	0.995718	0.998902	1.00109	1.00429	3.16685
1118	0	-1002.537	-1039.163	36.62568	38758.43	33.8634	0.993551	0.998344	1.00164	1.00646	3.357942
1119	1	-1038.017	-1055.544	17.52693	10826.58	24.36308	0.98781	0.996853	1.00309	1.01224	4.218324
1120	0	-973.5832	-1031.942	58.35828	81470.47	38.5307	0.99555	0.998859	1.00113	1.00446	2.687986
1121	1	-1003.911	-1030.378	26.46719	50390.82	22.14288	0.994343	0.998548	1.00144	1.00567	3.839
1122	0	-995.2773	-1034.679	39.40177	60134.34	30.18247	0.994821	0.998671	1.00132	1.00519	3.330055
1123	1	-1005.925	-1033.713	27.78763	5719.216	21.94282	0.983242	0.995657	1.00424	1.01686	3.775527
1124	0	-999.6883	-1037.901	38.21269	92332.97	27.49957	0.99582	0.998928	1.00107	1.00419	3.389331
1125	1	-986.2873	-1027.955	41.66778	95624.08	26.22412	0.995892	0.998947	1.00105	1.00411	3.256488
1126	0	-978.776	-1031.505	52.72932	17867.1	32.2248	0.990507	0.997555	1.00241	1.00953	2.889835
1127	1	-996.9547	-1045.26	48.30556	47520.01	33.75848	0.994175	0.998505	1.00148	1.00584	3.0141
1128	0	-981.8394	-1037.916	56.0764	30064.04	32.09114	0.992679	0.998118	1.00186	1.00734	2.785842
1129	1	-992.2337	-1043.101	50.86694	96589.98	33.91471	0.995913	0.998952	1.00104	1.00409	2.936976
1130	0	-993.1332	-1036.186	43.05237	4656.245	34.01962	0.981434	0.995181	1.0047	1.01869	3.165816
1131	1	-992.201	-1033.96	41.75924	48809.84	30.02422	0.994252	0.998525	1.00146	1.00576	3.253159
1132	0	-989.3858	-1028.65	39.26388	45326.71	28.59174	0.994036	0.998469	1.00152	1.00598	3.34759
1133	1	-986.6376	-1035.549	48.91114	83677.46	25.96251	0.995609	0.998874	1.00112	1.0044	2.974865
1134	0	-989.8261	-1027.311	37.485	62316.2	24.85445	0.994913	0.998695	1.0013	1.0051	3.405905
1135	1	-997.5469	-1033.341	35.79404	61047.59	32.70683	0.99486	0.998681	1.00131	1.00515	3.406122
1136	0	-984.1461	-1028.846	44.70011	46713.59	26.21317	0.994125	0.998492	1.0015	1.00589	3.140707
1137	1	-985.0384	-1035.672	50.63361	15337.47	29.6534	0.989755	0.99736	1.0026	1.01028	2.956419
1138	0	-988.8335	-1035.556	46.72207	8272.469	27.03603	0.986059	0.996396	1.00353	1.01401	3.075136
1139	1	-1003.843	-1038.239	34.396	33558.55	27.78643	0.99307	0.998219	1.00176	1.00695	3.52586
1140	0	-995.3437	-1042.529	47.18511	80961.63	36.88747	0.995536	0.998855	1.00114	1.00447	3.004928
1141	1	-999.3841	-1028.099	28.71475	76986.18	23.77865	0.995423	0.998826	1.00117	1.00458	3.75737
1142	0	-979.5218	-1038.969	59.44674	99328.54	35.2702	0.99597	0.998967	1.00103	1.00404	2.680936
1143	1	-992.2461	-1034.78	42.53368	91582.63	30.09307	0.995803	0.998924	1.00107	1.0042	3.226907
1144	0	-971.9796	-1028.941	56.96165	2171.816	36.16388	0.972858	0.992902	1.00683	1.02741	2.745576
1145	1	-1008.614	-1036.79	28.17681	73118.16	24.78899	0.995303	0.998795	1.0012	1.0047	3.780605
1146	0	-989.2402	-1037.114	47.87338	89045.98	31.68556	0.995744	0.998909	1.00108	1.00426	3.044013
1147	1	-1007.099	-1037.066	29.96674	68384.6	24.14401	0.995143	0.998754	1.00124	1.00486	3.70689
1148	0	-989.3226	-1031.694	42.37183	16769.86	26.30993	0.990202	0.997476	1.00249	1.00983	3.230499
1149	1	-995.0584	-1028.468	33.40974	63750.44	26.03117	0.99497	0.99871	1.00128	1.00504	3.571826
1150	0	-982.959	-1024.461	41.50222	61813.41	27.35182	0.994892	0.99869	1.0013	1.00512	3.269347
1151	1	-981.7138	-1022.418	40.70433	42589.26	30.21319	0.993847	0.99842	1.00157	1.00617	3.28662
1152	0	-978.8889	-1024.965	46.07628	71125.94	28.01043	0.995238	0.998779	1.00121	1.00477	3.106872
1153	1	-980.7917	-1022.077	41.28503	80207.66	35.1237	0.995515	0.99885	1.00114	1.00449	3.198537
1154	0	-996.8996	-1041.243	44.34304	10105.86	29.73356	0.987384	0.996742	1.0032	1.01267	3.168281
1155	1	-998.9936	-1037.517	38.52327	77333.14	25.77905	0.995433	0.998829	1.00116	1.00457	3.373734
1156	0	-976.0495	-1028.074	52.02459	3640.342	31.42449	0.979012	0.994541	1.0053	1.02115	2.913324
1157	1	-971.5563	-1024.313	52.75623	74490.4	29.35459	0.995347	0.998807	1.00119	1.00466	2.882773
1158	0	-997.5257	-1039.526	41.99993	88026.05	30.221	0.995719	0.998902	1.00109	1.00429	3.243678
1159	1	-967.9526	-1023.509	55.55608	97292.67	30.19131	0.995928	0.998956	1.00104	1.00408	2.794898
1160	0	-992.1507	-1034.106	41.9553	12389.72	26.93618	0.988604	0.99706	1.00289	1.01144	3.250918
1161	1	-963.2754	-1015.244	51.96877	29470.6	34.30564	0.992605	0.998099	1.00188	1.00741	2.901516
1162	0	-985.7055	-1027.781	42.07538	78560.58	25.74691	0.995469	0.998838	1.00115	1.00454	3.235533
1163	1	-990.9652	-1035.446	44.48046	6092.962	29.80186	0.983763	0.995794	1.00411	1.01633	3.163419
1164	0	-997.7131	-1043.271	45.55746	14474.33	29.95883	0.989455	0.997282	1.00268	1.01058	3.126855
1165	1	-992.8062	-1034.24	41.43357	44920.05	32.22831	0.994009	0.998462	1.00153	1.006	3.240318
1166	0	-1000.653	-1040.564	39.91029	34737.77	27.92917	0.993188	0.99825	1.00173	1.00683	3.327175
1167	1	-995.2279	-1024.076	28.84765	55711.52	24.65918	0.99462	0.998619	1.00137	1.00539	3.753702
1168	0	-977.9901	-1024.275	46.28474	63378.65	30.49911	0.994955	0.998706	1.00129	1.00505	3.100921
1169	1	-975.4367	-1023.958	48.52094	98249.51	30.41303	0.995948	0.998961	1.00103	1.00406	3.027721
1170	0	-983.6558	-1025.466	41.81023	55009.43	28.90757	0.994586	0.998611	1.00138	1.00542	3.257607
1171	1	-963.9572	-1013.72	49.76331	55422.43	37.29188	0.994606	0.998616	1.00137	1.0054	2.929398
1172	0	-1004.531	-1045.475	40.94394	50756.64	31.19273	0.994364	0.998553	1.00144	1.00565	3.268668
1173	1	-967.5014	-1023.287	55.78606	92318.44	35.3023	0.99582	0.998928	1.00107	1.00419	2.784512
1174	0	-990.3789	-1028.921	38.54231	27645.17	28.76049	0.992365	0.998037	1.00194	1.00766	3.371711
1175	1	-983.6907	-1032.775	49.08392	3501.838	33.82406	0.978602	0.994432	1.0054	1.02156	2.990422
1176	0	-986.2426	-1021.746	35.50374	591.1572	24.23382	0.948215	0.986168	1.01287	1.05275	3.47879
1177	1	-975.8101	-1024.246	48.43635	93910.75	27.12356	0.995855	0.998938	1.00106	1.00415	3.012924
1178	0	-990.7768	-1028.582	37.8049	12994.77	23.97556	0.988872	0.99713	1.00283	1.01117	3.379091
1179	1	-986.2203	-1035.924	49.70363	93235.16	30.34181	0.99584	0.998934	1.00106	1.00417	2.988823
1180	0	-1006.242	-1046.674	40.43204	70166.76	29.52473	0.995205	0.99877	1.00122	1.0048	3.301414
1181	1	-1004.034	-1042.971	38.9367	99348.67	33.00195	0.99597	0.998967	1.00103	1.00404	3.30505
1182	0	-980.8802	-1036.28	55.39987	22302.96	38.9758	0.991501	0.997813	1.00216	1.00852	2.759493
1183	1	-983.435	-1034.92	51.48458	22069.8	31.68885	0.991457	0.997802	1.00217	1.00857	2.930036
1184	0	-981.0923	-1030.446	49.35361	44037.18	30.85865	0.993949	0.998446	1.00154	1.00606	2.999851
1185	1	-1013.259	-1053.266	40.00753	61537.71	28.34058	0.994881	0.998687	1.0013	1.00513	3.322591
1186	0	-979.2809	-1039.081	59.80041	65050.29	32.13624	0.995021	0.998723	1.00127	1.00499	2.670009
1187	1	-990.1662	-1044.027	53.86046	99940.32	33.30141	0.995982	0.99897	1.00102	1.00402	2.851701
1188	0	-967.512	-1032.805	65.2927	65636.04	35.43481	0.995043	0.998728	1.00126	1.00497	2.515322
1189	1	-987.3719	-1037.508	50.13576	386.5032	26.81845	0.936105	0.982755	1.01577	1.06537	2.945193
1190	0	-972.277	-1033.827	61.55024	94319.78	33.74044	0.995864	0.99894	1.00105	1.00414	2.621735
1191	1	-992.5713	-1029.519	36.94819	6355.774	32.23461	0.984101	0.995883	1.00403	1.01599	3.379382
1192	0	-998.3321	-1031.594	33.26212	30600.46	24.31505	0.992743	0.998135	1.00185	1.00728	3.572041
1193	1	-977.1589	-1026.84	49.68124	10085.98	30.91086	0.987372	0.996739	1.0032	1.01268	2.989151
1194	0	-989.4285	-1032.111	42.68269	94550.48	26.57922	0.995869	0.998941	1.00105	1.00414	3.22121
1195	1	-993.3955	-1029.908	36.51258	71979.36	26.39982	0.995266	0.998786	1.00121	1.00474	3.453293
1196	0	-999.478	-1041.072	41.59351	64417.9	30.67715	0.994996	0.998716	1.00127	1.00501	3.25309
1197	1	-995.8773	-1039.888	44.01065	16986.86	29.56049	0.990264	0.997492	1.00247	1.00977	3.18009
1198	0	-996.5673	-1034.545	37.97795	94117.62	26.15797	0.99586	0.998939	1.00106	1.00415	3.396923
1199	1	-973.4328	-1022.124	48.6915	99090.8	33.10431	0.995965	0.998966	1.00103	1.00404	3.008618
1200	0	-969.6588	-1026.003	56.34388	15652.24	33.28055	0.989858	0.997387	1.00258	1.01018	2.777166
1201	1	-983.8841	-1030.149	46.26469	36285.92	32.32888	0.993335	0.998288	1.0017	1.00668	3.089528
1202	0	-984.1846	-1032.163	47.97828	70956.34	27.72522	0.995232	0.998777	1.00121	1.00478	3.036481
1203	1	-990.2538	-1034.655	44.40094	93373.05	25.27656	0.995843	0.998934	1.00106	1.00416	3.136704
1204	0	-972.8159	-1030.039	57.22259	63680.3	38.93303	0.994967	0.998709	1.00128	1.00504	2.713192
1205	1	-994.7145	-1035.055	40.34066	84219.81	27.70194	0.995623	0.998878	1.00112	1.00438	3.311967
1206	0	-972.4362	-1023.443	51.00671	118.4697	32.38855	0.885753	0.967808	1.02737	1.11907	2.942579
1207	1	-997.1777	-1038.29	41.11189	20533.84	26.33615	0.991143	0.99772	1.00225	1.00888	3.278593
1208	0	-994.947	-1036.085	41.13759	89121.48	26.80947	0.995745	0.998909	1.00108	1.00426	3.280669
1209	1	-1002.561	-1042.67	40.10917	52355.81	31.13291	0.99445	0.998576	1.00141	1.00556	3.296165
1210	0	-987.5169	-1039.98	52.46355	42581.12	33.01031	0.993847	0.99842	1.00157	1.00617	2.89513
1211	1	-1003.782	-1032.686	28.90364	30133.59	29.80519	0.992687	0.99812	1.00186	1.00733	3.686027
1212	0	-1000.284	-1036.381	36.09685	83385.18	28.00897	0.995602	0.998872	1.00112	1.00441	3.463158
1213	1	-989.8911	-1029.926	40.03498	60945.49	26.63778	0.994856	0.99868	1.00131	1.00515	3.321101
1214	0	-1007.222	-1044.206	36.98322	38627.6	26.03299	0.99354	0.998341	1.00164	1.00647	3.434556
1215	1	-1007.838	-1045.406	37.56834	72600.41	25.65126	0.995286	0.998791	1.0012	1.00472	3.409973
1216	0	-971.7374	-1024.593	52.85593	52688.77	34.85371	0.994468	0.99858	1.00141	1.00554	2.871402
1217	1	-984.5821	-1030.481	45.89868	60150.27	31.98067	0.994822	0.998671	1.00132	1.00519	3.103943
1218	0	-998.796	-1039.859	41.06275	702.5841	29.2679	0.95246	0.987348	1.01184	1.04835	3.281635
1219	1	-987.2055	-1030.733	43.52789	38385.25	34.0583	0.99352	0.998335	1.00165	1.0065	3.151268
1220	0	-1003.234	-1041.879	38.64568	23587.2	24.55258	0.991736	0.997874	1.0021	1.00829	3.354689
1221	1	-970.3669	-1020.472	50.10498	3796.64	29.13869	0.979447	0.994656	1.00519	1.0207	2.972027
1222	0	-999.0365	-1044.009	44.97212	11389.44	29.11021	0.988115	0.996933	1.00302	1.01194	3.148197
1223	1	-990.9738	-1030.757	39.78326	87204.29	24.83213	0.995699	0.998897	1.0011	1.00431	3.313085
1224	0	-981.5587	-1026.845	45.2864	85066.38	31.01709	0.995645	0.998883	1.00111	1.00436	3.130649
1225	1	-1008.011	-1046.213	38.20227	14453.48	26.38798	0.989447	0.99728	1.00268	1.01059	3.389251
1226	0	-989.3001	-1029.378	40.07798	62760.8	24.62126	0.994931	0.9987	1.00129	1.00508	3.297605
1227	1	-1008.218	-1042.071	33.85322	49679.91	23.15476	0.994303	0.998538	1.00145	1.00571	3.530699
1228	0	-992.9149	-1039.405	46.49023	63668.23	26.64362	0.994967	0.998709	1.00128	1.00504	3.078845
