Iteration	Replicate_ID	Posterior	Likelihood	Prior	br_len_lambda	tree_length
440	0	-6280.438	-6320.573	40.13549	30.22449	7.293719
441	1	-6303.155	-6332.166	29.01105	30.97142	7.644799
442	0	-6290.451	-6316.553	26.10196	28.53699	7.787721
443	1	-6295.17	-6315.25	20.0798	29.33756	7.981554
444	0	-6287.195	-6316.175	28.9796	27.26722	7.688589
445	1	-6316.026	-6334.844	18.81878	25.80718	8.061599
446	0	-6291.4	-6314.036	22.63604	26.42269	7.920037
447	1	-6312.223	-6331.574	19.3511	23.51345	7.977945
448	0	-6274.147	-6302.729	28.58206	26.4095	7.694805
449	1	-6294.736	-6308.388	13.65153	26.4407	8.259948
450	0	-6289.423	-6314.555	25.13201	28.80365	7.818163
451	1	-6288.172	-6313.93	25.75713	26.67777	7.804274
452	0	-6293.159	-6315.457	22.29815	26.76244	7.934129
453	1	-6291.784	-6314.713	22.92897	29.2885	7.885465
454	0	-6286.568	-6315.019	28.45077	27.44387	7.708612
455	1	-6287.994	-6322.508	34.51395	27.27143	7.485675
456	0	-6283.719	-6311.981	28.26214	27.6059	7.715726
457	1	-6303.084	-6336.01	32.92548	26.37403	7.529578
458	0	-6304.178	-6325.619	21.44055	23.16821	7.869804
459	1	-6325.252	-6328.843	3.590456	26.82031	8.631735
460	0	-6298.269	-6315.308	17.03917	26.6029	8.131373
461	1	-6316.328	-6327.26	10.93171	24.52753	8.360098
462	0	-6300.962	-6321.008	20.04541	26.06675	8.016355
463	1	-6310.897	-6331.199	20.30268	27.56286	8.004464
464	0	-6287.22	-6314.862	27.64189	27.33032	7.737843
465	1	-6295.383	-6325.972	30.58952	28.26366	7.631619
466	0	-6269.991	-6301.286	31.29588	29.87025	7.592085
467	1	-6294.337	-6317.564	23.22691	25.97092	7.893112
468	0	-6301.28	-6324.445	23.16523	26.92219	7.902068
469	1	-6338.18	-6351.98	13.79978	25.72723	8.255946
470	0	-6310.519	-6327.114	16.59475	26.92444	8.146105
471	1	-6298.511	-6324.898	26.38699	28.55778	7.777509
472	0	-6288.441	-6318.263	29.82109	27.12066	7.656671
473	1	-6324.234	-6334.654	10.41977	26.75974	8.378014
474	0	-6282.894	-6322.049	39.15458	29.32932	7.331389
475	1	-6300.983	-6315.536	14.55307	24.33081	8.207988
476	0	-6305.438	-6319.322	13.8835	25.66181	8.252512
477	1	-6296.675	-6322.124	25.44946	24.10052	7.74979
478	0	-6313.768	-6337.178	23.41003	27.65187	7.891215
479	1	-6279.461	-6302.057	22.59624	28.98442	7.902914
480	0	-6293.287	-6315.781	22.49325	24.33471	7.881793
481	1	-6291.008	-6318.785	27.7764	25.23204	7.699286
482	0	-6310.228	-6321.85	11.62234	24.47888	8.331135
483	1	-6289.883	-6308.423	18.53925	27.35144	8.070702
484	0	-6283.171	-6300.712	17.54098	26.16681	8.112711
485	1	-6284.67	-6303.564	18.89417	26.60858	8.061637
486	0	-6276.573	-6299.557	22.98358	29.73346	7.873686
487	1	-6280.319	-6304.623	24.30353	29.23165	7.83961
488	0	-6292.089	-6327.882	35.79272	27.8388	7.445086
489	1	-6276.438	-6303.416	26.97768	28.89276	7.752967
490	0	-6287.386	-6308.747	21.36096	29.029	7.944618
491	1	-6286.413	-6319.381	32.96833	27.90919	7.546819
492	0	-6286.242	-6318.233	31.99148	27.00016	7.575232
493	1	-6286.651	-6312.379	25.72734	26.69927	7.805552
494	0	-6261.331	-6293.379	32.04827	26.45108	7.564378
495	1	-6276.869	-6314.356	37.48692	30.46348	7.378492
496	0	-6287.179	-6304.022	16.84209	32.21145	7.987487
497	1	-6296.236	-6312.997	16.76091	26.72323	8.141255
498	0	-6270.218	-6291.735	21.51753	27.10627	7.962887
499	1	-6286.429	-6315.412	28.98293	26.80325	7.684792
500	0	-6293.827	-6318.592	24.76453	28.06157	7.839596
501	1	-6287.909	-6310.894	22.98508	26.94095	7.908776
502	0	-6263.595	-6302.045	38.44992	26.47766	7.323115
503	1	-6279.221	-6302.658	23.43668	25.5146	7.87748
504	0	-6297.626	-6326.954	29.32855	26.07704	7.660438
505	1	-6288.307	-6300.308	12.00155	26.19504	8.324236
506	0	-6301.182	-6322.861	21.67952	29.70529	7.918254
507	1	-6287.703	-6306.65	18.94767	31.50335	7.950159
508	0	-6297.079	-6312.327	15.24822	24.32872	8.179364
509	1	-6299.927	-6308.997	9.070085	27.0686	8.422844
510	0	-6302.562	-6316.543	13.98068	29.73088	8.176561
511	1	-6301.906	-6306.402	4.495756	23.21202	8.602398
512	0	-6274.618	-6311.621	37.00292	27.56209	7.398557
513	1	-6269.845	-6297.611	27.76595	25.87152	7.7163
514	0	-6289.474	-6325.21	35.73582	26.38083	7.423196
515	1	-6287.945	-6313.699	25.75414	24.88356	7.768783
516	0	-6252.859	-6298.787	45.92799	28.43903	7.091613
517	1	-6294.233	-6309.723	15.49002	25.36762	8.187665
518	0	-6273.853	-6310.944	37.09137	30.28542	7.39372
519	1	-6318.046	-6338.105	20.0592	23.74355	7.958692
520	0	-6261.553	-6296.214	34.66168	27.97001	7.486476
521	1	-6301.893	-6309.318	7.425672	22.74127	8.458463
522	0	-6269.254	-6299.203	29.94924	29.83618	7.63774
523	1	-6287.958	-6300.331	12.37269	29.44626	8.240592
524	0	-6271.847	-6305.228	33.38015	29.12199	7.529944
525	1	-6285.712	-6316.407	30.69445	24.93531	7.572366
526	0	-6295.391	-6309.145	13.75448	28.87228	8.211219
527	1	-6293.167	-6315.825	22.65804	28.23294	7.912635
528	0	-6295.001	-6329.522	34.52135	27.98158	7.49155
529	1	-6294.804	-6322.248	27.44415	31.19509	7.689298
530	0	-6281.131	-6308.433	27.30224	28.66826	7.744337
531	1	-6308.187	-6329.542	21.35537	28.61074	7.952789
532	0	-6288.286	-6309.343	21.05628	22.50425	7.842007
533	1	-6284.814	-6304.758	19.9437	26.92312	8.021726
534	0	-6291.199	-6307.194	15.99492	27.26418	8.164827
535	1	-6303.562	-6326.022	22.45972	27.33224	7.927448
536	0	-6264.638	-6293.778	29.14035	28.77803	7.679245
537	1	-6284.342	-6315.448	31.10564	28.52704	7.612428
538	0	-6297.485	-6314.356	16.87068	26.03163	8.138054
539	1	-6293.844	-6313.565	19.72068	27.51848	8.02602
540	0	-6282.328	-6307.441	25.11325	24.59615	7.784516
541	1	-6300.146	-6318.902	18.75546	22.44959	7.940353
542	0	-6297.439	-6320.906	23.46675	27.16384	7.890934
543	1	-6302.656	-6312.63	9.974238	28.84953	8.342901
544	0	-6282.177	-6310.989	28.81194	27.19583	7.69435
545	1	-6274.739	-6292.228	17.48903	24.95189	8.10227
546	0	-6287.062	-6313.655	26.59251	28.26469	7.77303
547	1	-6284.467	-6308.561	24.09417	29.80211	7.834769
548	0	-6288.373	-6318.596	30.22261	28.37942	7.644144
549	1	-6274.064	-6306.463	32.3994	29.15502	7.56334
550	0	-6261.611	-6294.957	33.34647	29.30455	7.52964
551	1	-6281.15	-6306.511	25.36074	28.31262	7.816144
552	0	-6303.421	-6321.566	18.14492	26.07737	8.089308
553	1	-6280.514	-6299.971	19.45693	29.65376	7.994491
554	0	-6303.671	-6318.724	15.05361	25.71889	8.207176
555	1	-6279.204	-6319.396	40.19249	29.1365	7.296031
556	0	-6300.068	-6311.276	11.2082	24.26935	8.34428
557	1	-6267.359	-6294.433	27.07388	25.73456	7.740153
558	0	-6285.357	-6308.331	22.97387	25.56868	7.896631
559	1	-6280.838	-6307.229	26.39086	27.10524	7.783098
560	0	-6302.646	-6317.932	15.28602	22.9294	8.123303
561	1	-6299.297	-6326.326	27.02875	25.70213	7.741184
562	0	-6274.673	-6309.636	34.96382	29.18806	7.475192
563	1	-6301.894	-6324.41	22.51661	24.99039	7.90181
564	0	-6308.992	-6319.028	10.0361	23.56643	8.375741
565	1	-6293.016	-6314.841	21.8253	26.9869	7.951774
566	0	-6312.515	-6325.801	13.28605	22.62149	8.194121
567	1	-6303.905	-6316.951	13.04604	24.30325	8.269319
568	0	-6292.955	-6317.09	24.13462	26.53468	7.864197
569	1	-6295.553	-6316.153	20.60002	28.52737	7.980691
570	0	-6281.171	-6314.384	33.21325	25.64696	7.498778
571	1	-6294.716	-6318.291	23.57541	31.42012	7.806023
572	0	-6317.179	-6324.044	6.865122	23.11608	8.497193
573	1	-6275.899	-6309.11	33.21086	32.4686	7.472134
574	0	-6283.248	-6301.728	18.4799	24.2425	8.043787
575	1	-6284.494	-6312.063	27.56945	28.80434	7.733532
576	0	-6270.631	-6300.584	29.95298	28.33377	7.653855
577	1	-6293.263	-6320.425	27.16205	25.16641	7.721634
578	0	-6285.112	-6307.541	22.42878	26.09006	7.925165
579	1	-6301.132	-6324.754	23.6215	30.74311	7.82566
580	0	-6292.518	-6320.907	28.38929	29.94295	7.688017
581	1	-6314.793	-6331.757	16.96442	29.27074	8.089604
582	0	-6278.661	-6314.351	35.68994	28.57435	7.451759
583	1	-6304.492	-6319.673	15.18127	27.13468	8.196307
584	0	-6279.545	-6309.436	29.89076	29.20689	7.648774
585	1	-6302.535	-6320.45	17.91553	27.4327	8.092622
586	0	-6280.954	-6299.587	18.63259	24.34819	8.040859
587	1	-6283.171	-6311.138	27.96691	27.95873	7.72587
588	0	-6288.348	-6311.938	23.59034	25.04398	7.860332
589	1	-6296.626	-6318.387	21.76102	25.592	7.944446
590	0	-6301.976	-6325.785	23.80921	26.7867	7.877759
591	1	-6294.092	-6326.725	32.63309	26.0472	7.532949
592	0	-6295.58	-6314.104	18.52392	25.93873	8.073996
593	1	-6294.369	-6314.241	19.87213	29.58595	7.982292
594	0	-6276.988	-6302.947	25.95936	27.28802	7.799375
595	1	-6277.791	-6296.526	18.7351	25.82968	8.065031
596	0	-6275.3	-6301.493	26.19261	26.57124	7.786998
597	1	-6296.082	-6320.089	24.00728	26.23019	7.866302
598	0	-6298.71	-6301.557	2.84709	25.30514	8.686652
599	1	-6294.614	-6318.047	23.43247	24.13774	7.835094
600	0	-6279.722	-6300.178	20.45581	29.37401	7.967858
601	1	-6290.679	-6313.245	22.56625	25.34524	7.908251
602	0	-6274.855	-6307.422	32.56672	27.96231	7.561358
603	1	-6299.859	-6326.365	26.50646	29.56705	7.758407
604	0	-6282.234	-6307.884	25.64954	31.49558	7.737667
605	1	-6300.235	-6330.677	30.44184	24.90904	7.581436
606	0	-6302.806	-6324.034	21.22885	25.80553	7.968191
607	1	-6287.647	-6306.016	18.36884	27.1873	8.078417
608	0	-6284.576	-6311.757	27.18113	25.31861	7.725414
609	1	-6277.496	-6315.171	37.67493	27.62704	7.375027
610	0	-6283.86	-6306.844	22.98354	27.97037	7.903996
611	1	-6284.095	-6316.883	32.78772	26.2116	7.531117
612	0	-6288.327	-6310.964	22.63688	24.74066	7.889827
613	1	-6299.027	-6317.664	18.63737	25.32371	8.062942
614	0	-6298.12	-6323.21	25.0906	26.97286	7.830733
615	1	-6268.721	-6299.738	31.017	29.26709	7.609555
616	0	-6311.112	-6329.083	17.97024	27.06667	8.094059
617	1	-6307.013	-6321.658	14.64471	24.80846	8.214031
618	0	-6296.312	-6314.475	18.1635	28.18572	8.072682
619	1	-6313.29	-6334.448	21.1584	27.49088	7.973987
620	0	-6292.261	-6316.359	24.09856	26.12257	7.861572
621	1	-6309.719	-6338.276	28.55709	27.00561	7.702473
622	0	-6270.935	-6299.246	28.31104	28.08451	7.713122
623	1	-6292.677	-6319.722	27.04556	28.01465	7.758557
624	0	-6292.426	-6320.007	27.58109	31.73077	7.669306
625	1	-6315.703	-6333.779	18.07634	24.94951	8.078685
626	0	-6284.138	-6307.69	23.55179	25.47424	7.872149
627	1	-6309.477	-6327.486	18.00909	27.51865	8.088216
628	0	-6288.731	-6308.721	19.99044	27.73604	8.013949
629	1	-6304.427	-6312.462	8.034963	26.47013	8.471931
630	0	-6290.109	-6314.636	24.52785	27.19643	7.851878
631	1	-6316.33	-6348.653	32.32283	25.37016	7.524201
632	0	-6296.02	-6318.48	22.4602	25.55278	7.91644
633	1	-6297.393	-6314.148	16.75424	26.47721	8.142512
634	0	-6294.758	-6317.001	22.24286	28.01601	7.929977
635	1	-6295.29	-6317.424	22.13433	26.35762	7.938631
636	0	-6271.226	-6294.002	22.77632	24.8755	7.888221
637	1	-6283.029	-6313.384	30.35507	29.65916	7.626897
638	0	-6314.439	-6319.873	5.434294	25.73244	8.581052
639	1	-6302.671	-6330.951	28.28078	28.93722	7.707353
640	0	-6281.602	-6301.532	19.92982	25.22867	8.0102
641	1	-6304.579	-6330.267	25.68759	26.79158	7.807666
642	0	-6281.942	-6310.806	28.86435	25.3376	7.659523
643	1	-6289.247	-6319.4	30.15277	27.33079	7.645975
644	0	-6279.945	-6308.822	28.87676	26.73453	7.688001
645	1	-6295.361	-6318.657	23.29526	26.5752	7.896061
646	0	-6295.879	-6324.407	28.52806	26.44872	7.697428
647	1	-6299.064	-6315.115	16.05156	26.75966	8.167557
648	0	-6315.485	-6336.379	20.89388	25.96814	7.982918
649	1	-6296.917	-6320.621	23.70389	25.89532	7.873666
650	0	-6306.144	-6318.022	11.87809	28.82471	8.277669
651	1	-6279.353	-6318.791	39.43776	31.27577	7.303554
652	0	-6293.884	-6314.972	21.08758	28.4056	7.965616
653	1	-6290.421	-6317.433	27.01155	27.65614	7.760963
654	0	-6276.403	-6307.616	31.21277	28.10557	7.609789
655	1	-6299.635	-6322.623	22.98867	28.79966	7.892643
656	0	-6326.163	-6327.99	1.826718	24.95777	8.729934
657	1	-6294.52	-6315.425	20.90536	23.78311	7.924872
658	0	-6301.163	-6312.509	11.34658	26.50078	8.346502
659	1	-6299.588	-6314.591	15.00227	27.02363	8.2042
660	0	-6289.145	-6307.016	17.87086	27.69567	8.090935
661	1	-6284.316	-6309.772	25.45605	27.06453	7.817484
662	0	-6307.634	-6323.18	15.54618	27.66191	8.175437
663	1	-6292.19	-6310.483	18.29273	24.30277	8.05342
664	0	-6305.533	-6321.382	15.84897	29.64615	8.116399
665	1	-6300.32	-6319.86	19.53916	27.59467	8.031829
666	0	-6318.945	-6328.176	9.230765	24.99371	8.433466
667	1	-6285.458	-6308.926	23.46755	24.67641	7.85415
668	0	-6276.874	-6301.747	24.87247	28.38368	7.832619
669	1	-6271.842	-6307.363	35.52098	28.84251	7.457401
670	0	-6315.153	-6321.614	6.461053	26.12213	8.536761
671	1	-6295.043	-6314.567	19.52392	25.72885	8.03347
672	0	-6306.655	-6315.802	9.147556	22.71953	8.38174
673	1	-6279.867	-6316.695	36.82797	26.05324	7.372093
674	0	-6313.511	-6333.428	19.91667	26.30705	8.022588
675	1	-6288.753	-6314.184	25.43143	26.95677	7.818035
676	0	-6286.188	-6310.456	24.26776	25.50188	7.844637
677	1	-6281.025	-6311.948	30.92349	27.88883	7.620065
678	0	-6280.84	-6307.334	26.49396	25.94264	7.766803
679	1	-6325.327	-6337.877	12.55041	25.78256	8.304505
680	0	-6268.378	-6305.543	37.16406	27.16127	7.386641
681	1	-6320.347	-6346.504	26.15656	27.3461	7.792201
682	0	-6296.075	-6318.276	22.20127	25.70619	7.92907
683	1	-6309.211	-6319.315	10.10306	25.67871	8.399785
684	0	-6268.123	-6311.318	43.19546	31.35193	7.18246
685	1	-6316.716	-6328.453	11.73651	27.6139	8.314184
686	0	-6268.022	-6310.674	42.65122	26.36858	7.16062
687	1	-6275.135	-6310.559	35.42371	26.54845	7.439069
688	0	-6315.02	-6333.167	18.14767	26.6961	8.089453
689	1	-6313.52	-6326.813	13.29244	28.49197	8.23779
690	0	-6310.875	-6324.137	13.26221	26.1052	8.276459
691	1	-6285.148	-6306.756	21.608	26.11632	7.956859
692	0	-6285.587	-6314.279	28.69191	29.81425	7.680277
693	1	-6320.642	-6336.202	15.56052	26.79058	8.185668
694	0	-6277.851	-6302.722	24.87067	26.31408	7.834351
695	1	-6311.139	-6320.201	9.062736	25.73879	8.440014
696	0	-6281.585	-6306.306	24.72102	31.97044	7.751319
697	1	-6276.827	-6309.559	32.73165	31.90611	7.502456
698	0	-6273.151	-6305.322	32.17114	28.66101	7.574535
699	1	-6283.979	-6303.42	19.44126	27.16044	8.039149
700	0	-6295.129	-6316.362	21.23305	30.97978	7.895657
701	1	-6324.088	-6334.367	10.27897	25.85396	8.392301
702	0	-6289.646	-6313.543	23.89643	26.61518	7.873681
703	1	-6277.881	-6304.876	26.99499	26.34245	7.754014
704	0	-6282.295	-6310.157	27.86116	24.86634	7.68347
705	1	-6314.119	-6328.049	13.93002	26.90131	8.24534
706	0	-6293.913	-6312.185	18.27193	29.17073	8.047507
707	1	-6312.983	-6328.538	15.55545	24.54265	8.171927
708	0	-6276.529	-6294.935	18.40598	25.71475	8.076791
709	1	-6290.059	-6321.036	30.97654	26.57949	7.607091
710	0	-6282.582	-6315.759	33.17695	26.898	7.529825
711	1	-6284.205	-6324.133	39.92792	29.34118	7.305006
712	0	-6281.977	-6306.485	24.50756	26.01993	7.844518
713	1	-6286.424	-6318.689	32.26507	30.27509	7.553258
714	0	-6265.782	-6294.367	28.5853	29.3271	7.691787
715	1	-6305.203	-6334.635	29.43165	28.4868	7.671375
716	0	-6278.814	-6312.445	33.63131	26.57597	7.50714
717	1	-6286.596	-6317.519	30.92285	27.5444	7.61907
718	0	-6289.565	-6312.351	22.78592	29.58606	7.883804
719	1	-6310.165	-6326.795	16.62994	28.62035	8.117729
720	0	-6264.475	-6288.608	24.13354	25.96934	7.85818
721	1	-6280.111	-6308.32	28.20885	26.30839	7.707402
722	0	-6300.447	-6325.16	24.7138	27.18496	7.845037
723	1	-6270.502	-6297.261	26.75924	26.914	7.768521
724	0	-6287.886	-6310.238	22.3521	25.20948	7.913754
725	1	-6277.211	-6313.397	36.18624	28.52805	7.434332
726	0	-6292.679	-6321.934	29.25503	28.50113	7.677479
727	1	-6282.124	-6302.391	20.26679	25.65516	8.00368
728	0	-6283.363	-6310.919	27.55634	26.86129	7.7385
729	1	-6293.185	-6323.008	29.82323	31.42212	7.607122
730	0	-6279.488	-6310.074	30.58601	26.89538	7.626119
731	1	-6292.352	-6308.145	15.79326	24.13788	8.151582
732	0	-6284.683	-6315.805	31.12245	28.883	7.609591
733	1	-6313.56	-6336.256	22.6959	28.08867	7.913012
734	0	-6285.99	-6305.702	19.71195	31.01932	7.94338
735	1	-6293.965	-6314.351	20.38545	22.97222	7.903593
736	0	-6320.821	-6338.228	17.40668	26.01455	8.117399
737	1	-6299.941	-6319.715	19.77353	25.25519	8.016878
738	0	-6286.938	-6320.351	33.41349	30.41804	7.512981
739	1	-6294.976	-6311.031	16.05496	30.95506	8.063752
740	0	-6269.034	-6289.634	20.60007	28.05478	7.988094
741	1	-6271.696	-6314.088	42.39129	28.82152	7.219071
742	0	-6300.033	-6314.696	14.66291	24.46545	8.206625
743	1	-6298.424	-6316.397	17.97225	24.45673	8.071116
744	0	-6296.843	-6311.852	15.00871	24.42107	8.19146
745	1	-6278.685	-6309.125	30.43955	25.78341	7.610682
746	0	-6299.101	-6310.948	11.84702	26.4161	8.328421
747	1	-6289.53	-6312.794	23.26393	25.80162	7.889269
748	0	-6298.968	-6315.43	16.4619	24.33065	8.12953
749	1	-6301.526	-6323.159	21.63292	28.89313	7.937946
750	0	-6306.96	-6321.441	14.48072	23.81918	8.196227
751	1	-6305.846	-6319.206	13.3604	25.53408	8.272484
752	0	-6324.391	-6326.268	1.87653	27.00041	8.690586
753	1	-6299.392	-6322.849	23.45765	25.70495	7.880174
754	0	-6279.714	-6303.142	23.4279	25.6211	7.879851
755	1	-6271.825	-6307.667	35.84184	30.39157	7.433523
756	0	-6295.422	-6317.868	22.44572	25.1754	7.909251
757	1	-6304.495	-6335.687	31.19159	28.39179	7.609959
758	0	-6275.341	-6304.553	29.21179	27.8055	7.681492
759	1	-6290.049	-6319.873	29.82367	28.26959	7.658693
760	0	-6273.067	-6294.35	21.28282	29.3557	7.940129
761	1	-6300.269	-6331.88	31.61122	29.47557	7.586897
762	0	-6296.093	-6306.744	10.65071	28.71663	8.323668
763	1	-6285.005	-6304.699	19.69479	26.38728	8.031269
764	0	-6282.653	-6297.415	14.76129	26.02457	8.219087
765	1	-6317.016	-6329.819	12.8037	23.32766	8.249275
766	0	-6304.062	-6326.43	22.36776	26.32264	7.92953
767	1	-6294.172	-6319.617	25.44508	29.073	7.803223
768	0	-6300.767	-6321.941	21.17394	26.43129	7.975409
769	1	-6276.155	-6298.498	22.34331	28.9335	7.912607
770	0	-6287.358	-6311.94	24.58247	29.29682	7.828852
771	1	-6294.1	-6317.094	22.99448	24.69764	7.874007
772	0	-6272.711	-6304.478	31.76628	27.83019	7.589696
773	1	-6270.283	-6301.746	31.4636	27.07311	7.595606
774	0	-6294.788	-6320.353	25.56469	29.3424	7.794509
775	1	-6271.711	-6308.012	36.30168	30.80761	7.412163
776	0	-6275.203	-6300.514	25.3104	27.53903	7.822844
777	1	-6269.761	-6293.179	23.41742	23.68562	7.814276
778	0	-6277.419	-6299.081	21.66179	26.05805	7.954263
779	1	-6303.287	-6324.619	21.3324	25.17792	7.953528
780	0	-6291.419	-6317.389	25.97054	26.58678	7.795498
781	1	-6268.746	-6304.567	35.82119	29.38801	7.444673
782	0	-6297.693	-6327.51	29.81705	30.15196	7.636509
783	1	-6285.989	-6311.715	25.72591	25.61384	7.79
784	0	-6298.087	-6326.282	28.19524	27.99094	7.7176
785	1	-6285.428	-6310.619	25.1909	28.73373	7.817101
786	0	-6299.642	-6320.127	20.48559	23.49722	7.928877
787	1	-6292.459	-6316.795	24.33584	25.11417	7.832526
788	0	-6296.196	-6318.211	22.01553	23.63585	7.870974
789	1	-6277.652	-6310.569	32.91665	27.74994	7.547978
790	0	-6287.787	-6313.699	25.91227	26.5671	7.797511
791	1	-6299.725	-6322.105	22.3803	27.10635	7.931058
792	0	-6289.948	-6313.437	23.48866	29.47996	7.862372
793	1	-6291.836	-6322.263	30.42686	26.7784	7.630602
794	0	-6294.044	-6320.837	26.79303	31.98206	7.686131
795	1	-6291.765	-6316.987	25.22222	27.95128	7.82409
796	0	-6286.913	-6317.907	30.99457	27.50945	7.616289
797	1	-6269.915	-6300.895	30.97988	25.58915	7.584136
798	0	-6289.906	-6315.797	25.89081	28.96867	7.789482
799	1	-6279.279	-6313.622	34.34211	26.28455	7.473679
800	0	-6296.8	-6314.215	17.41549	31.97703	7.979554
801	1	-6303.626	-6323.952	20.32575	25.26546	7.995205
802	0	-6292.762	-6313.559	20.79693	26.25464	7.98884
803	1	-6301.272	-6328.213	26.94101	29.50951	7.744742
804	0	-6308.083	-6320.484	12.40146	26.20092	8.308936
805	1	-6313.613	-6340.511	26.89873	29.52473	7.745903
806	0	-6297.955	-6320.843	22.8878	27.81178	7.908876
807	1	-6280.188	-6305.026	24.83835	27.55267	7.839941
808	0	-6286.27	-6321.179	34.90874	30.37716	7.464442
809	1	-6280.757	-6302.509	21.75194	25.57587	7.944539
810	0	-6274.268	-6296.54	22.27198	27.60115	7.932748
811	1	-6275.7	-6303.869	28.16961	28.0925	7.718123
812	0	-6307.73	-6331.185	23.45438	25.49193	7.876332
813	1	-6285.134	-6297.955	12.82057	26.02738	8.293651
814	0	-6284.848	-6310.734	25.88583	28.61229	7.794423
815	1	-6285.018	-6308.444	23.42621	28.99987	7.874002
816	0	-6300.885	-6318.279	17.39395	25.87643	8.117232
817	1	-6288.551	-6315.947	27.39599	25.43482	7.720186
818	0	-6315.577	-6335.823	20.24557	28.24641	7.997873
819	1	-6293.405	-6319.662	26.25689	28.2273	7.785211
820	0	-6279.472	-6320.079	40.60777	30.03685	7.279403
821	1	-6277.068	-6303.867	26.79822	31.03748	7.714431
822	0	-6275.491	-6299.708	24.21788	25.38761	7.844071
823	1	-6300.378	-6330.039	29.6611	25.94451	7.644764
824	0	-6292.307	-6309.353	17.04563	27.29855	8.125912
825	1	-6295.499	-6317.084	21.58528	29.23264	7.932579
826	0	-6308.1	-6326.466	18.36561	29.41601	8.03789
827	1	-6290.579	-6318.898	28.31858	26.88344	7.710321
828	0	-6304.566	-6313.522	8.956425	24.90726	8.443981
829	1	-6307.252	-6319.207	11.95433	26.2256	8.32584
830	0	-6271.918	-6287.765	15.84689	23.88133	8.141066
831	1	-6303.331	-6329.219	25.88883	27.54071	7.801837
832	0	-6284.213	-6315.493	31.28032	24.54379	7.531267
833	1	-6292.357	-6315.314	22.95683	27.33556	7.909248
834	0	-6277.931	-6309.469	31.53815	27.66886	7.597344
835	1	-6293.327	-6320.074	26.74662	27.90702	7.769756
836	0	-6289.935	-6316.653	26.71787	29.01651	7.76026
837	1	-6291.005	-6311.421	20.41674	25.71351	7.998581
838	0	-6285.824	-6302.793	16.96895	25.39819	8.129724
839	1	-6276.054	-6307.271	31.21628	25.1463	7.559781
840	0	-6280.94	-6304.727	23.78709	25.06531	7.853062
841	1	-6285.874	-6318.867	32.99355	26.3826	7.527183
842	0	-6300.98	-6324.166	23.18625	25.5567	7.8881
843	1	-6309.077	-6333.783	24.70583	29.52451	7.820181
844	0	-6278.804	-6298.435	19.63117	24.79727	8.012755
845	1	-6294.648	-6318.738	24.09031	29.98997	7.830455
846	0	-6267.082	-6294.32	27.2381	28.18087	7.750755
847	1	-6286.141	-6309.493	23.35201	29.14772	7.873801
848	0	-6282.844	-6308.012	25.1673	29.14403	7.811585
849	1	-6295.458	-6313.692	18.23384	24.60697	8.064491
850	0	-6280.242	-6310.204	29.96206	25.08596	7.60747
851	1	-6292.543	-6308.166	15.62244	25.56382	8.184114
852	0	-6303.31	-6318.58	15.27021	26.54223	8.198225
853	1	-6275.824	-6309.727	33.90319	29.75911	7.506139
854	0	-6283.722	-6308.776	25.05414	30.34566	7.789656
855	1	-6288.556	-6316.122	27.5658	26.57038	7.735309
856	0	-6292.084	-6312.618	20.53347	28.51624	7.983221
857	1	-6284.064	-6317.493	33.42834	28.6593	7.530675
858	0	-6268.148	-6299.647	31.4981	27.55381	7.598237
859	1	-6279.326	-6307.274	27.94867	27.04048	7.725233
860	0	-6289.712	-6314.558	24.84621	27.19143	7.84017
861	1	-6282.227	-6309.845	27.61721	28.48282	7.735104
862	0	-6273.776	-6302.119	28.34323	24.12257	7.630864
863	1	-6257.953	-6295.759	37.80596	27.96134	7.373981
864	0	-6276.695	-6305.399	28.70404	29.05448	7.691354
865	1	-6287.065	-6305.065	17.99981	26.93098	8.093881
866	0	-6282.506	-6306.638	24.13289	27.9496	7.863076
867	1	-6261.284	-6297.219	35.93466	31.98155	7.400307
868	0	-6275.816	-6296.748	20.93191	27.80878	7.979235
869	1	-6274.35	-6306.461	32.1106	28.02865	7.577776
870	0	-6288.473	-6301.232	12.75897	26.28004	8.294841
871	1	-6270.565	-6302.524	31.95909	26.5617	7.569808
872	0	-6288.61	-6306.304	17.69437	27.2765	8.102371
873	1	-6272.164	-6308.787	36.62255	30.90475	7.400163
874	0	-6264.225	-6287.653	23.42774	26.36393	7.889612
875	1	-6272.038	-6306.423	34.38524	29.34759	7.49386
876	0	-6295.932	-6313.88	17.9482	25.61232	8.093638
877	1	-6305.667	-6331.27	25.60301	29.13553	7.796775
878	0	-6274.012	-6301.296	27.28323	30.3525	7.716042
879	1	-6294.509	-6312.842	18.33275	30.18646	8.016294
880	0	-6290.049	-6317.564	27.51508	27.09512	7.741569
881	1	-6309.793	-6328.567	18.77436	25.49687	8.059985
882	0	-6285.54	-6301.976	16.4353	25.22327	8.148643
883	1	-6296.403	-6312.735	16.33228	27.22098	8.152951
884	0	-6265.019	-6297.23	32.21132	26.64205	7.561737
885	1	-6286.5	-6312.233	25.73318	28.02271	7.805349
886	0	-6294.146	-6316.259	22.11259	27.67574	7.937944
887	1	-6316.033	-6341.098	25.06493	25.76767	7.818843
888	0	-6278.794	-6308.27	29.47616	27.38523	7.670998
889	1	-6279.539	-6309.064	29.52409	30.17472	7.645783
