Iteration	Posterior	Likelihood	Prior	br_len_lambda	tree_length
3280	-1019.319	-1061.54	42.22095	23.34403	3.66901
3290	-1032.088	-1067.446	35.35809	25.59312	3.94578
3300	-1037.799	-1070.564	32.76493	23.64426	4.072237
3310	-1048.583	-1075.578	26.99477	19.46294	4.316638
3320	-1028.14	-1070.421	42.28086	24.61968	3.675731
3330	-1033.442	-1066.412	32.96913	28.50245	3.972836
3340	-1021.562	-1062.306	40.7449	26.80768	3.724772
3350	-1038.149	-1065.355	27.20628	22.84768	4.318983
3360	-1047.908	-1071.827	23.91864	19.77372	4.478929
3370	-1027.603	-1063.597	35.99334	20.91616	3.906559
3380	-1038.865	-1073.982	35.11667	22.94851	3.973038
3390	-1044.944	-1069.824	24.88029	22.01319	4.432001
3400	-1043.629	-1080.146	36.51684	23.76901	3.913441
3410	-1039.361	-1066.717	27.35567	23.70427	4.299992
3420	-1030.258	-1060.399	30.14163	25.26741	4.156501
3430	-1047.472	-1076.719	29.24618	21.61626	4.233432
3440	-1047.735	-1074.991	27.2561	21.02715	4.324819
3450	-1036.291	-1074.442	38.15193	23.10548	3.841941
3460	-1038.669	-1070.425	31.756	22.88772	4.119714
3470	-1036.461	-1082.115	45.65424	24.02342	3.532513
3480	-1037.285	-1073.279	35.99412	21.24827	3.914252
3490	-1049.433	-1077.468	28.03512	20.0762	4.27674
3500	-1045.517	-1078.445	32.92844	24.13768	4.06113
3510	-1043.943	-1080.745	36.80256	23.79873	3.901392
3520	-1031.951	-1076.704	44.75346	22.073	3.531035
3530	-1030.29	-1062.874	32.58451	25.15886	4.061601
3540	-1042.363	-1068.672	26.30855	21.60194	4.369384
3550	-1025.237	-1068.126	42.88908	23.69137	3.644556
3560	-1038.172	-1077.536	39.36448	33.37907	3.630568
3570	-1041.681	-1071.111	29.4304	21.37632	4.223926
3580	-1034.693	-1064.766	30.07286	19.13543	4.147058
3590	-1045.816	-1063.818	18.00209	17.55074	4.749556
3600	-1048.323	-1075.371	27.0483	22.54515	4.329279
3610	-1038.203	-1067.572	29.36899	21.88158	4.228142
3620	-1033.687	-1063.362	29.67459	24.53428	4.189306
3630	-1031.244	-1075.157	43.91303	20.64468	3.515558
3640	-1029.161	-1067.368	38.20731	26.08452	3.829172
3650	-1055.19	-1078.25	23.05963	20.24892	4.525307
3660	-1023.393	-1056.68	33.28663	27.06896	3.997173
3670	-1032.823	-1072.783	39.96053	23.46479	3.766761
3680	-1028.242	-1072.829	44.58681	27.85225	3.572764
3690	-1029.528	-1070.454	40.9264	26.25303	3.723529
3700	-1041.867	-1073.917	32.04969	25.00699	4.085383
3710	-1027.102	-1064.448	37.34589	27.08588	3.846923
3720	-1050.074	-1079.583	29.50932	20.47668	4.210756
3730	-1039.089	-1067.979	28.88999	27.76905	4.138881
3740	-1044.612	-1071.934	27.32227	23.98441	4.29634
3750	-1040.153	-1068.061	27.90723	24.57387	4.26052
3760	-1026.412	-1072.504	46.09231	30.49124	3.484844
3770	-1029.897	-1083.429	53.5313	32.47183	3.218995
3780	-1042.772	-1076.719	33.94635	20.95949	4.005311
3790	-1018.029	-1063.07	45.0411	27.89033	3.556076
3800	-1026.239	-1064.51	38.27098	20.63582	3.788546
3810	-1036.886	-1067.523	30.63753	23.53488	4.163376
3820	-1022.161	-1056.814	34.65293	23.61513	3.992495
3830	-1040.176	-1071.606	31.4297	23.55674	4.129521
3840	-1016.939	-1060.047	43.10719	28.54316	3.616551
3850	-1021.104	-1068.565	47.46157	26.40563	3.474654
3860	-1048.173	-1077.799	29.62594	23.90672	4.201427
3870	-1054.005	-1074.073	20.06863	21.04948	4.666366
3880	-1033.212	-1070.429	37.21693	21.45893	3.861474
3890	-1033.437	-1067.271	33.83395	25.21614	4.011119
3900	-1038.195	-1074.955	36.75981	25.4145	3.893032
3910	-1032.68	-1067.472	34.79155	21.92268	3.980794
3920	-1053.866	-1076.821	22.95411	20.95103	4.529803
3930	-1030.177	-1070.235	40.05811	24.6718	3.765951
3940	-1026.779	-1064.267	37.48745	22.1881	3.861891
3950	-1030.725	-1064.493	33.76717	21.93084	4.027594
3960	-1037.228	-1067.355	30.12645	25.31798	4.15606
3970	-1015.934	-1053.918	37.98427	22.16347	3.839127
3980	-1032.175	-1070.629	38.45339	28.28718	3.784717
3990	-1047.446	-1069.942	22.49582	19.64247	4.549741
4000	-1055.38	-1074.671	19.29142	18.82167	4.707141
4010	-1036.464	-1071.39	34.92642	27.09098	3.936144
4020	-1031.686	-1071.638	39.9529	24.11972	3.770076
4030	-1049.939	-1075.007	25.06846	22.01449	4.42344
4040	-1023.201	-1060.731	37.52951	24.26369	3.870189
4050	-1019.932	-1067.435	47.50277	25.14291	3.468519
4060	-1032.174	-1064.375	32.20053	21.05014	4.090024
4070	-1025.378	-1069.113	43.73553	31.67122	3.538259
4080	-1031.01	-1058.23	27.22044	18.96627	4.290811
4090	-1027.501	-1061.036	33.53505	28.53266	3.952185
4100	-1024.448	-1063.961	39.513	26.49702	3.774608
4110	-1035.974	-1064.75	28.7757	21.06293	4.252817
4120	-1028.404	-1058.124	29.7196	23.60352	4.201544
4130	-1049.056	-1074.333	25.27743	18.94083	4.392552
4140	-1023.422	-1062.691	39.26913	23.67649	3.797291
4150	-1050.403	-1079.808	29.40509	24.242	4.20539
4160	-1028.542	-1069.737	41.19498	27.12473	3.704349
4170	-1029.449	-1060.806	31.35687	24.0336	4.127533
4180	-1041.256	-1070.927	29.67105	19.23383	4.171576
4190	-1055.589	-1080.339	24.7504	26.27614	4.338942
4200	-1036.362	-1072.296	35.93362	24.44117	3.934852
4210	-1061.93	-1089.094	27.16322	22.29368	4.32641
4220	-1040.296	-1069.864	29.56825	21.91292	4.219051
4230	-1037.934	-1070.082	32.14838	23.29847	4.10077
4240	-1054.52	-1076.615	22.0951	24.44239	4.501012
4250	-1046.472	-1072.098	25.62553	20.10375	4.397079
4260	-1050.446	-1084.063	33.61688	19.48409	3.977269
4270	-1047.696	-1078.792	31.0959	24.67999	4.129076
4280	-1040.734	-1075.83	35.09561	21.8732	3.96633
4290	-1040.413	-1076.938	36.52539	27.81984	3.862872
4300	-1046.604	-1080.6	33.99672	26.43351	3.984037
4310	-1019.31	-1070.304	50.99461	27.26788	3.343193
